id,name,address,city,flavor,cluster_id
448,"roettelle a. g","126 e. 7th st.  between 1st ave. and ave. a","new york","continental",336
449,"rosa mexicano","1063 1st ave. at 58th st.","new york","mexican",337
450,"ruth's chris","148 w. 51st st.","new york","american",338
451,"s.p.q.r","133 mulberry st.  between hester and grand sts.","new york","italian",339
452,"sal anthony's","55 irving pl.","new york","italian",340
453,"sammy's roumanian steak house","157 chrystie st. at delancey st.","new york","east european",341
454,"san pietro","18 e. 54th st.","new york","italian",342
455,"sant ambroeus","1000 madison ave.  between 77th and 78th sts.","new york","coffee bar",343
456,"sarabeth's kitchen","423 amsterdam ave.  between 80th and 81st sts.","new york","american",344
457,"sea grill","19 w. 49th st.","new york","seafood",345
458,"serendipity","3 225 e. 60th st.","new york","american",346
459,"seventh regiment mess and bar","643 park ave. at 66th st.","new york","american",347
460,"sfuzzi","58 w. 65th st.","new york","american",348
461,"shaan","57 w. 48th st.","new york","asian",349
462,"sofia fabulous pizza","1022 madison ave.  near 79th st.","new york","italian",350
463,"spring street natural restaurant & bar","62 spring st. at lafayette st.","new york","american",351
464,"stage deli","834 7th ave.  between 53rd and 54th sts.","new york","delicatessen",352
465,"stingray","428 amsterdam ave.  between 80th and 81st sts.","new york","seafood",353
466,"sweet'n'tart cafe","76 mott st. at canal st.","new york","asian",354
467,"t salon","143 mercer st. at prince st.","new york","coffee bar",355
468,"tang pavillion","65 w. 55th st.","new york","asian",356
469,"tapika","950 8th ave. at 56th st.","new york","american",357
470,"teresa's","103 1st ave.  between 6th and 7th sts.","new york","east european",358
471,"terrace","400 w. 119th st.  between amsterdam and morningside aves.","new york","continental",359
472,"the coffee pot","350 9th ave. at 49th st.","new york","coffee bar",360
473,"the savannah club","2420 broadway at 89th st.","new york","american",361
474,"trattoria dell'arte","900 7th ave.  between 56th and 57th sts.","new york","italian",362
475,"triangolo","345 e. 83rd st.","new york","italian",363
476,"tribeca grill","375 greenwich st.  near franklin st.","new york","american",364
477,"trois jean","154 e. 79th st.  between lexington and 3rd aves.","new york","coffee bar",365
478,"tse yang","34 e. 51st st.","new york","asian",366
479,"turkish kitchen","386 3rd ave.  between 27th and 28th sts.","new york","middle eastern",367
480,"two two two","222 w. 79th st.","new york","american",368
481,"veniero's pasticceria","342 e. 11th st.  near 1st ave.","new york","coffee bar",369
482,"verbena","54 irving pl. at 17th st.","new york","american",370
483,"victor's cafe","52 236 w. 52nd st.","new york","latin american",371
484,"vince & eddie's","70 w. 68th st.","new york","american",372
485,"vong","200 e. 54th st.","new york","american",373
486,"water club","500 e. 30th st.","new york","american",374
487,"west","63rd street steakhouse 44 w. 63rd st.","new york","american",375
488,"xunta","174 1st ave.  between 10th and 11th sts.","new york","mediterranean",376
489,"zen palate","34 union sq. e at 16th st.","new york","and 212/614-9345 asian",377
490,"zoe","90 prince st.  between broadway and mercer st.","new york","american",378
491,"abbey","163 ponce de leon ave.","atlanta","international",379
492,"aleck's barbecue heaven","783 martin luther king jr. dr.","atlanta","barbecue",380
493,"annie's thai castle","3195 roswell rd.","atlanta","asian",381
494,"anthonys","3109 piedmont rd.  just south of peachtree rd.","atlanta","american",382
495,"atlanta fish market","265 pharr rd.","atlanta","american",383
496,"beesley's of buckhead","260 e. paces ferry road","atlanta","continental",384
497,"bertolini's","3500 peachtree rd.  phipps plaza","atlanta","italian",385
498,"bistango","1100 peachtree st.","atlanta","mediterranean",386
499,"cafe renaissance","7050 jimmy carter blvd.  norcross","atlanta","american",387
500,"camille's","1186 n. highland ave.","atlanta","italian",388
501,"cassis","3300 peachtree rd.  grand hyatt","atlanta","mediterranean",389
502,"city grill","50 hurt plaza","atlanta","international",390
503,"coco loco","40  buckhead crossing mall on the sidney marcus blvd.","atlanta","caribbean",391
504,"colonnade restaurant","1879 cheshire bridge rd.","atlanta","southern",392
505,"dante's down the hatch  buckhead","3380 peachtree rd.","atlanta","continental",393
506,"dante's down the hatch","underground underground mall  underground atlanta","atlanta","continental",394
507,"fat matt's rib shack","1811 piedmont ave.  near cheshire bridge rd.","atlanta","barbecue",395
508,"french quarter food shop","923 peachtree st.  at 8th st.","atlanta","southern",396
509,"holt bros. bar-b-q","6359 jimmy carter blvd.  at buford hwy.  norcross","atlanta","barbecue",397
510,"horseradish grill","4320 powers ferry rd.","atlanta","southern",398
511,"hsu's gourmet","192 peachtree center ave.  at international blvd.","atlanta","asian",399
512,"imperial fez","2285 peachtree rd.  peachtree battle condominium","atlanta","mediterranean",400
513,"kamogawa","3300 peachtree rd.  grand hyatt","atlanta","asian",401
514,"la grotta at ravinia dunwoody rd.","holiday inn/crowne plaza at ravinia  dunwoody","atlanta","italian",402
515,"little szechuan","c buford hwy.  northwoods plaza  doraville","atlanta","asian",403
516,"lowcountry barbecue","6301 roswell rd.  sandy springs plaza  sandy springs","atlanta","barbecue",404
517,"luna si","1931 peachtree rd.","atlanta","continental",405
518,"mambo restaurante cubano","1402 n. highland ave.","atlanta","caribbean",406
519,"mckinnon's louisiane","3209 maple dr.","atlanta","southern",407
520,"mi spia dunwoody rd.","park place  across from perimeter mall  dunwoody","atlanta","italian",408
521,"nickiemoto's: a sushi bar","247 buckhead ave.  east village sq.","atlanta","fusion",409
522,"palisades","1829 peachtree rd.","atlanta","continental",410
523,"pleasant peasant","555 peachtree st.  at linden ave.","atlanta","american",411
524,"pricci","500 pharr rd.","atlanta","italian",412
525,"r.j.'s uptown kitchen & wine bar","870 n. highland ave.","atlanta","american",413
526,"rib ranch","25 irby ave.","atlanta","barbecue",414
527,"sa tsu ki","3043 buford hwy.","atlanta","asian",415
528,"sato sushi and thai","6050 peachtree pkwy.  norcross","atlanta","asian",416
529,"south city kitchen","1144 crescent ave.","atlanta","southern",417
530,"south of france","2345 cheshire bridge rd.","atlanta","french",418
531,"stringer's fish camp and oyster bar","3384 shallowford rd.  chamblee","atlanta","southern",419
532,"sundown cafe","2165 cheshire bridge rd.","atlanta","american",420
533,"taste of new orleans","889 w. peachtree st.","atlanta","southern",421
534,"tomtom","3393 peachtree rd.","atlanta","continental",422
535,"antonio's","3700 w. flamingo","las vegas","italian",423
536,"bally's big kitchen","3645 las vegas blvd. s","las vegas","buffets",424
537,"bamboo garden","4850 flamingo rd.","las vegas","asian",425
538,"battista's hole in the wall","4041 audrie st. at flamingo rd.","las vegas","italian",426
539,"bertolini's","3570 las vegas blvd. s","las vegas","italian",427
540,"binion's coffee shop","128 fremont st.","las vegas","coffee shops/diners",428
541,"bistro","3400 las vegas blvd. s","las vegas","continental",429
542,"broiler","4111 boulder hwy.","las vegas","american",430
543,"bugsy's diner","3555 las vegas blvd. s","las vegas","coffee shops/diners",431
544,"cafe michelle","1350 e. flamingo rd.","las vegas","american",432
545,"cafe roma","3570 las vegas blvd. s","las vegas","coffee shops/diners",433
546,"capozzoli's","3333 s. maryland pkwy.","las vegas","italian",434
547,"carnival world","3700 w. flamingo rd.","las vegas","buffets",435
548,"center stage plaza hotel","1 main st.","las vegas","american",436
549,"circus circus","2880 las vegas blvd. s","las vegas","buffets",437
550,"empress court","3570 las vegas blvd. s","las vegas","asian",438
551,"feast","2411 w. sahara ave.","las vegas","buffets",439
552,"golden nugget hotel","129 e. fremont st.","las vegas","buffets",440
553,"golden steer","308 w. sahara ave.","las vegas","steak houses",441
554,"lillie langtry's","129 e. fremont st.","las vegas","asian",442
555,"mandarin court","1510 e. flamingo rd.","las vegas","asian",443
556,"margarita's mexican cantina","3120 las vegas blvd. s","las vegas","mexican",444
557,"mary's diner","5111 w. boulder hwy.","las vegas","coffee shops/diners",445
558,"mikado","3400 las vegas blvd. s","las vegas","asian",446
559,"pamplemousse","400 e. sahara ave.","las vegas","continental",447
560,"ralph's diner","3000 las vegas blvd. s","las vegas","coffee shops/diners",448
561,"the bacchanal","3570 las vegas blvd. s","las vegas","only in las vegas",449
562,"venetian","3713 w. sahara ave.","las vegas","italian",450
563,"viva mercado's","6182 w. flamingo rd.","las vegas","mexican",451
564,"yolie's","3900 paradise rd.","las vegas","steak houses",452
565,"2223","2223 market st.","san francisco","american",453
566,"acquarello","1722 sacramento st.","san francisco","italian",454
567,"bardelli's","243 o'farrell st.","san francisco","old san francisco",455
568,"betelnut","2030 union st.","san francisco","asian",456
569,"bistro roti","155 steuart st.","san francisco","french",457
570,"bix","56 gold st.","san francisco","american",458
571,"bizou","598 fourth st.","san francisco","french",459
572,"buca giovanni","800 greenwich st.","san francisco","italian",460
573,"cafe adriano","3347 fillmore st.","san francisco","italian",461
574,"cafe marimba","2317 chestnut st.","san francisco","mexican/latin american/spanish",462
575,"california culinary academy","625 polk st.","san francisco","french",463
576,"capp's corner","1600 powell st.","san francisco","italian",464
577,"carta","1772 market st.","san francisco","american",465
578,"chevys","4th and howard sts.","san francisco","mexican/latin american/spanish",466
579,"cypress club","500 jackson st.","san francisco","american",467
580,"des alpes","732 broadway","san francisco","french",468
581,"faz","161 sutter st.","san francisco","greek and middle eastern",469
582,"fog city diner","1300 battery st.","san francisco","american",470
583,"garden court","market and new montgomery sts.","san francisco","old san francisco",471
584,"gaylord's","ghirardelli sq.","san francisco","asian",472
585,"grand cafe hotel monaco","501 geary st.","san francisco","american",473
586,"greens","bldg. a fort mason","san francisco","vegetarian",474
587,"harbor village","4 embarcadero center","san francisco","asian",475
588,"harris'","2100 van ness ave.","san francisco","steak houses",476
589,"harry denton's","161 steuart st.","san francisco","american",477
590,"hayes street grill","320 hayes st.","san francisco","seafood",478
591,"helmand","430 broadway","san francisco","greek and middle eastern",479
592,"hong kong flower lounge","5322 geary blvd.","san francisco","asian",480
593,"hong kong villa","2332 clement st.","san francisco","asian",481
594,"hyde street bistro","1521 hyde st.","san francisco","italian",482
595,"il fornaio levi's plaza","1265 battery st.","san francisco","italian",483
596,"izzy's steak & chop house","3345 steiner st.","san francisco","steak houses",484
597,"jack's","615 sacramento st.","san francisco","old san francisco",485
598,"kabuto sushi","5116 geary blvd.","san francisco","asian",486
599,"katia's","600 5th ave.","san francisco","",487
600,"kuleto's","221 powell st.","san francisco","italian",488
601,"kyo-ya. sheraton palace hotel","2 new montgomery st.  at market st.","san francisco","asian",489
602,"l'osteria del forno","519 columbus ave.","san francisco","italian",490
603,"le central","453 bush st.","san francisco","french",491
604,"le soleil","133 clement st.","san francisco","asian",492
605,"macarthur park","607 front st.","san francisco","american",493
606,"manora","3226 mission st.","san francisco","asian",494
607,"maykadeh","470 green st.","san francisco","greek and middle eastern",495
608,"mccormick & kuleto's","ghirardelli sq.","san francisco","seafood",496
609,"millennium","246 mcallister st.","san francisco","vegetarian",497
610,"moose's","1652 stockton st.","san francisco","mediterranean",498
611,"north india","3131 webster st.","san francisco","asian",499
612,"one market","1 market st.","san francisco","american",500
613,"oritalia","1915 fillmore st.","san francisco","italian",501
614,"pacific pan pacific hotel","500 post st.","san francisco","french",502
615,"palio d'asti","640 sacramento st.","san francisco","italian",503
616,"pane e vino","3011 steiner st.","san francisco","italian",504
617,"pastis","1015 battery st.","san francisco","french",505
618,"perry's","1944 union st.","san francisco","american",506
619,"r&g lounge","631 b kearny st.","san francisco","or 415/982-3811 asian",507
620,"rubicon","558 sacramento st.","san francisco","american",508
621,"rumpus","1 tillman pl.","san francisco","american",509
622,"sanppo","1702 post st.","san francisco","asian",510
623,"scala's bistro","432 powell st.","san francisco","italian",511
624,"south park cafe","108 south park","san francisco","french",512
625,"splendido embarcadero","4","san francisco","mediterranean",513
626,"stars","150 redwood alley","san francisco","american",514
627,"stars cafe","500 van ness ave.","san francisco","american",515
628,"stoyanof's cafe","1240 9th ave.","san francisco","greek and middle eastern",516
629,"straits cafe","3300 geary blvd.","san francisco","asian",517
630,"suppenkuche","601 hayes st.","san francisco","russian/german",518
631,"tadich grill","240 california st.","san francisco","seafood",519
632,"the heights","3235 sacramento st.","san francisco","french",520
633,"thepin","298 gough st.","san francisco","asian",521
634,"ton kiang","3148 geary blvd.","san francisco","asian",522
635,"vertigo","600 montgomery st.","san francisco","mediterranean",523
636,"vivande porta via","2125 fillmore st.","san francisco","italian",524
637,"vivande ristorante","670 golden gate ave.","san francisco","italian",525
638,"world wrapps","2257 chestnut st.","san francisco","american",526
639,"wu kong","101 spear st.","san francisco","asian",527
640,"yank sing","427 battery st.","san francisco","asian",528
641,"yaya cuisine","1220 9th ave.","san francisco","greek and middle eastern",529
642,"yoyo tsumami bistro","1611 post st.","san francisco","french",530
643,"zarzuela","2000 hyde st.","san francisco","mexican/latin american/spanish",531
644,"zuni cafe & grill","1658 market st.","san francisco","mediterranean",532
645,"apple pan  the","10801 w. pico blvd.","west la","american",534
646,"asahi ramen","2027 sawtelle blvd.","west la","noodle shops",535
647,"baja fresh","3345 kimber dr.","westlake village","mexican",536
648,"belvedere  the","9882 little santa monica blvd.","beverly hills","pacific new wave",537
649,"benita's frites","1433 third st. promenade","santa monica","fast food",538
650,"bernard's","515 s. olive st.","los angeles","continental",539
651,"bistro 45","45 s. mentor ave.","pasadena","californian",540
652,"brent's deli","19565 parthenia ave.","northridge","delis",541
653,"brighton coffee shop","9600 brighton way","beverly hills","coffee shops",542
654,"bristol farms market cafe","1570 rosecrans ave. s.","pasadena","californian",543
655,"bruno's","3838 centinela ave.","mar vista","italian",544
656,"cafe '50s","838 lincoln blvd.","venice","american",545
657,"cafe blanc","9777 little santa monica blvd.","beverly hills","pacific new wave",546
658,"cassell's","3266 w. sixth st.","la","hamburgers",547
659,"chez melange","1716 pch","redondo beach","eclectic",548
660,"diaghilev","1020 n. san vicente blvd.","w. hollywood","russian",549
661,"don antonio's","1136 westwood blvd.","westwood","italian",550
662,"duke's","8909 sunset blvd.","w. hollywood","coffee shops",551
663,"falafel king","1059 broxton ave.","westwood","middle eastern",552
664,"feast from the east","1949 westwood blvd.","west la","chinese",553
665,"gumbo pot  the","6333 w. third st.","la","cajun/creole",554
666,"hollywood hills coffee shop","6145 franklin ave.","hollywood","coffee shops",555
667,"indo cafe","10428 1/2 national blvd.","la","indonesian",556
668,"jan's family restaurant","8424 beverly blvd.","la","coffee shops",557
669,"jiraffe","502 santa monica blvd","santa monica","californian",558
670,"jody maroni's sausage kingdom","2011 ocean front walk","venice","hot dogs",559
671,"joe's","1023 abbot kinney blvd.","venice","american (new)",560
672,"john o'groats","10516 w. pico blvd.","west la","coffee shops",561
673,"johnnie's pastrami","4017 s. sepulveda blvd.","culver city","delis",562
674,"johnny reb's southern smokehouse","4663 long beach blvd.","long beach","southern/soul",563
675,"johnny rockets (la)","7507 melrose ave.","la","american",564
676,"killer shrimp","4000 colfax ave.","studio city","seafood",565
677,"kokomo cafe","6333 w. third st.","la","american",566
678,"koo koo roo","8393 w. beverly blvd.","la","chicken",567
679,"la cachette","10506 little santa monica blvd.","century city","french (new)",568
680,"la salsa (la)","22800 pch","malibu","mexican",569
681,"la serenata de garibaldi","1842 e. first","st. boyle hts.","mexican/tex-mex",570
682,"langer's","704 s. alvarado st.","la","delis",571
683,"local nochol","30869 thousand oaks blvd.","westlake village","health food",572
684,"main course  the","10509 w. pico blvd.","rancho park","american",573
685,"mani's bakery & espresso bar","519 s. fairfax ave.","la","desserts",574
686,"martha's","22nd street grill 25 22nd","st. hermosa beach","american",575
687,"maxwell's cafe","13329 washington blvd.","marina del rey","american",576
688,"michael's (los angeles)","1147 third st.","santa monica","californian",577
689,"mishima","8474 w. third st.","la","noodle shops",578
690,"mo better meatty meat","7261 melrose ave.","la","hamburgers",579
691,"mulberry st.","17040 ventura blvd.","encino","pizza",580
692,"ocean park cafe","3117 ocean park blvd.","santa monica","american",581
693,"ocean star","145 n. atlantic blvd.","monterey park","seafood",582
694,"original pantry bakery","875 s. figueroa st. downtown","la","diners",583
695,"parkway grill","510 s. arroyo pkwy.","pasadena","californian",584
696,"pho hoa","642 broadway","chinatown","vietnamese",585
697,"pink's famous chili dogs","709 n. la brea ave.","la","hot dogs",586
698,"poquito mas","2635 w. olive ave.","burbank","mexican",587
699,"r-23","923 e. third st.","los angeles","japanese",588
700,"rae's","2901 pico blvd.","santa monica","diners",589
701,"rubin's red hots","15322 ventura blvd.","encino","hot dogs",590
702,"ruby's (la)","45 s. fair oaks ave.","pasadena","diners",591
703,"russell's burgers","1198 pch","seal beach","hamburgers",592
704,"ruth's chris steak house (los angeles)","224 s. beverly dr.","beverly hills","steakhouses",593
705,"shiro","1505 mission st. s.","pasadena","pacific new wave",594
706,"sushi nozawa","11288 ventura blvd.","studio city","japanese",595
707,"sweet lady jane","8360 melrose ave.","la","desserts",596
708,"taiko","11677 san vicente blvd.","brentwood","noodle shops",597
709,"tommy's","2575 beverly blvd.","la","hamburgers",598
710,"uncle bill's pancake house","1305 highland ave.","manhattan beach","diners",599
711,"water grill","544 s. grand ave.","los angeles","seafood",600
712,"zankou chicken","1415 e. colorado st.","glendale","middle eastern",601
713,"afghan kebab house","764 ninth ave.","new york city","afghan",602
714,"arcadia","21 e. 62nd st.","new york city","american (new)",603
715,"benny's burritos","93 ave. a","new york city","mexican",604
716,"cafe con leche","424 amsterdam ave.","new york city","cuban",605
717,"corner bistro","331 w. fourth st.","new york city","hamburgers",606
718,"cucina della fontana","368 bleecker st.","new york city","italian",607
719,"cucina di pesce","87 e. fourth st.","new york city","seafood",608
720,"darbar","44 w. 56th st.","new york city","indian",609
721,"ej's luncheonette","432 sixth ave.","new york city","diners",610
722,"edison cafe","228 w. 47th st.","new york city","diners",611
723,"elias corner","24-02 31st st.","queens","greek",612
724,"good enough to eat","483 amsterdam ave.","new york city","american",613
725,"gray's papaya","2090 broadway","new york city","hot dogs",614
726,"il mulino","86 w. third st.","new york city","italian",615
727,"jackson diner","37-03 74th st.","queens","indian",616
728,"joe's shanghai","9 pell st.","queens","chinese",617
729,"john's pizzeria","48 w. 65th st.","new york city","pizza",618
730,"kelley & ping","127 greene st.","new york city","pan-asian",619
731,"kiev","117 second ave.","new york city","ukrainian",620
732,"kuruma zushi","2nd fl.","new york city","japanese",621
733,"la caridad","2199 broadway","new york city","cuban",622
734,"la grenouille","3 e. 52nd st.","new york city","french (classic)",623
735,"lemongrass grill","61a seventh ave.","brooklyn","thai",624
736,"lombardi's","32 spring st.","new york city","pizza",625
737,"marnie's noodle shop","466 hudson st.","new york city","asian",626
738,"menchanko-tei","39 w. 55th st.","new york city","japanese",627
739,"mitali east-west","296 bleecker st.","new york city","indian",628
740,"monsoon (ny)","435 amsterdam ave.","new york city","thai",629
741,"moustache","405 atlantic ave.","brooklyn","middle eastern",630
742,"nobu","105 hudson st.","new york city","japanese",631
743,"one if by land  tibs","17 barrow st.","new york city","continental",632
744,"oyster bar","lower level","new york city","seafood",633
745,"palm","837 second ave.","new york city","steakhouses",634
746,"palm too","840 second ave.","new york city","steakhouses",635
747,"patsy's pizza","19 old fulton st.","brooklyn","pizza",636
748,"peter luger steak house","178 broadway","brooklyn","steakhouses",637
749,"rose of india","308 e. sixth st.","new york city","indian",638
750,"sam's noodle shop","411 third ave.","new york city","chinese",639
751,"sarabeth's","1295 madison ave.","new york city","american",640
752,"sparks steak house","210 e. 46th st.","new york city","steakhouses",641
753,"stick to your ribs","5-16 51st ave.","queens","bbq",642
754,"sushisay","38 e. 51st st.","new york city","japanese",643
755,"sylvia's","328 lenox ave.","new york city","southern/soul",644
756,"szechuan hunan cottage","1588 york ave.","new york city","chinese",645
757,"szechuan kitchen","1460 first ave.","new york city","chinese",646
758,"teresa's","80 montague st.","queens","polish",647
759,"thai house cafe","151 hudson st.","new york city","thai",648
760,"thailand restaurant","106 bayard st.","new york city","thai",649
761,"veselka","144 second ave.","new york city","ukrainian",650
762,"westside cottage","689 ninth ave.","new york city","chinese",651
763,"windows on the world","107th fl.","new york city","eclectic",652
764,"wollensky's grill","205 e. 49th st.","new york city","steakhouses",653
765,"yama","122 e. 17th st.","new york city","japanese",654
766,"zarela","953 second ave.","new york city","mexican",655
767,"andre's french restaurant","401 s. 6th st.","las vegas","french (classic)",656
768,"buccaneer bay club","3300 las vegas blvd. s.","las vegas","continental",657
769,"buzio's in the rio","3700 w. flamingo rd.","las vegas","seafood",658
770,"emeril's new orleans fish house","3799 las vegas blvd. s.","las vegas","seafood",659
771,"fiore rotisserie & grille","3700 w. flamingo rd.","las vegas","italian",660
772,"hugo's cellar","202 e. fremont st.","las vegas","continental",661
773,"madame ching's","3300 las vegas blvd. s.","las vegas","asian",662
774,"mayflower cuisinier","4750 w. sahara ave.","las vegas","chinese",663
775,"michael's (las vegas)","3595 las vegas blvd. s.","las vegas","continental",664
776,"monte carlo","3145 las vegas blvd. s.","las vegas","french (new)",665
777,"moongate","3400 las vegas blvd. s.","las vegas","chinese",666
778,"morton's of chicago (las vegas)","3200 las vegas blvd. s.","las vegas","steakhouses",667
779,"nicky blair's","3925 paradise rd.","las vegas","italian",668
780,"piero's restaurant","355 convention center dr.","las vegas","italian",669
781,"spago (las vegas)","3500 las vegas blvd. s.","las vegas","californian",670
782,"steakhouse  the","128 e. fremont st.","las vegas","steakhouses",671
783,"stefano's","129 fremont st.","las vegas","italian",672
784,"sterling brunch","3645 las vegas blvd. s.","las vegas","eclectic",673
785,"tre visi","3799 las vegas blvd. s.","las vegas","italian",674
786,"103 west","103 w. paces ferry rd.","atlanta","continental",675
787,"alon's at the terrace","659 peachtree st.","atlanta","sandwiches",676
788,"baker's cajun cafe","1134 euclid ave.","atlanta","cajun/creole",677
789,"barbecue kitchen","1437 virginia ave.","atlanta","bbq",678
790,"bistro  the","56 e. andrews dr. nw","atlanta","french bistro",679
791,"bobby & june's kountry kitchen","375 14th st.","atlanta","southern/soul",680
792,"bradshaw's restaurant","2911 s. pharr court","atlanta","southern/soul",681
793,"brookhaven cafe","4274 peachtree rd.","atlanta","vegetarian",682
794,"cafe sunflower","5975 roswell rd.","atlanta","health food",683
795,"canoe","4199 paces ferry rd.","atlanta","american (new)",684
796,"carey's","1021 cobb pkwy. se","marietta","hamburgers",685
797,"carey's corner","1215 powers ferry rd.","marietta","hamburgers",686
798,"chops","70 w. paces ferry rd.","atlanta","steakhouses",687
799,"chopstix","4279 roswell rd.","atlanta","chinese",688
800,"deacon burton's soulfood restaurant","1029 edgewood ave. se","atlanta","southern/soul",689
801,"eats","600 ponce de leon ave.","atlanta","italian",690
802,"flying biscuit  the","1655 mclendon ave.","atlanta","eclectic",691
803,"frijoleros","1031 peachtree st. ne","atlanta","tex-mex",692
804,"greenwood's","1087 green st.","roswell","southern/soul",693
805,"harold's barbecue","171 mcdonough blvd.","atlanta","bbq",694
806,"havana sandwich shop","2905 buford hwy.","atlanta","cuban",695
807,"house of chan","2469 cobb pkwy.","smyrna","chinese",696
808,"indian delights","3675 satellite blvd.","duluth","indian",697
809,"java jive","790 ponce de leon ave.","atlanta","coffee shops",698
810,"johnny rockets (at)","2970 cobb pkwy.","atlanta","american",699
811,"kalo's coffee house","1248 clairmont rd.","decatur","coffeehouses",700
812,"la fonda latina","4427 roswell rd.","atlanta","spanish",701
813,"lettuce souprise you (at)","3525 mall blvd.","duluth","cafeterias",702
814,"majestic","1031 ponce de leon ave.","atlanta","diners",703
815,"morton's of chicago (atlanta)","303 peachtree st. ne","atlanta","steakhouses",704
816,"my thai","1248 clairmont rd.","atlanta","thai",705
817,"nava","3060 peachtree rd.","atlanta","southwestern",706
818,"nuevo laredo cantina","1495 chattahoochee ave. nw","atlanta","mexican",707
819,"original pancake house (at)","4330 peachtree rd.","atlanta","american",708
820,"palm  the (atlanta)","3391 peachtree rd. ne","atlanta","steakhouses",709
821,"rainbow restaurant","2118 n. decatur rd.","decatur","vegetarian",710
822,"ritz-carlton cafe (atlanta)","181 peachtree st.","atlanta","american (new)",711
823,"riviera","519 e. paces ferry rd.","atlanta","mediterranean",712
824,"silver skillet  the","200 14th st. nw","atlanta","coffee shops",713
825,"soto","3330 piedmont rd.","atlanta","japanese",714
826,"thelma's kitchen","764 marietta st. nw","atlanta","cafeterias",715
827,"tortillas","774 ponce de leon ave. ne","atlanta","tex-mex",716
828,"van gogh's restaurant & bar","70 w. crossville rd.","roswell","american (new)",717
829,"veggieland","220 sandy springs circle","atlanta","vegetarian",718
830,"white house restaurant","3172 peachtree rd. ne","atlanta","diners",719
831,"zab-e-lee","4837 old national hwy.","college park","thai",720
832,"bill's place","2315 clement st.","san francisco","hamburgers",721
833,"cafe flore","2298 market st.","san francisco","californian",722
834,"caffe greco","423 columbus ave.","san francisco","continental",723
835,"campo santo","240 columbus ave.","san francisco","mexican",724
836,"cha cha cha's","1805 haight st.","san francisco","caribbean",725
837,"doidge's","2217 union st.","san francisco","american",726
838,"dottie's true blue cafe","522 jones st.","san francisco","diners",727
839,"dusit thai","3221 mission st.","san francisco","thai",728
840,"ebisu","1283 ninth ave.","san francisco","japanese",729
841,"emerald garden restaurant","1550 california st.","san francisco","vietnamese",730
842,"eric's chinese restaurant","1500 church st.","san francisco","chinese",731
843,"hamburger mary's","1582 folsom st.","san francisco","hamburgers",732
844,"kelly's on trinity","333 bush st.","san francisco","californian",733
845,"la cumbre","515 valencia st.","san francisco","mexican",734
846,"la mediterranee","288 noe st.","san francisco","mediterranean",735
847,"la taqueria","2889 mission st.","san francisco","mexican",736
848,"mario's bohemian cigar store cafe","2209 polk st.","san francisco","italian",737
849,"marnee thai","2225 irving st.","san francisco","thai",738
850,"mel's drive-in","3355 geary st.","san francisco","hamburgers",739
851,"mo's burgers","1322 grant st.","san francisco","hamburgers",740
852,"phnom penh cambodian restaurant","631 larkin st.","san francisco","cambodian",741
853,"roosevelt tamale parlor","2817 24th st.","san francisco","mexican",742
854,"sally's cafe & bakery","300 de haro st.","san francisco","american",743
855,"san francisco bbq","1328 18th st.","san francisco","thai",744
856,"slanted door","584 valencia st.","san francisco","vietnamese",745
857,"swan oyster depot","1517 polk st.","san francisco","seafood",746
858,"thep phanom","400 waller st.","san francisco","thai",747
859,"ti couz","3108 16th st.","san francisco","french",748
860,"trio cafe","1870 fillmore st.","san francisco","american",749
861,"tu lan","8 sixth st.","san francisco","vietnamese",750
862,"vicolo pizzeria","201 ivy st.","san francisco","pizza",751
863,"wa-ha-ka oaxaca mexican grill","2141 polk st.","san francisco","mexican",752
