id,name,votes,rating,phone,address,zip,cuisine,reviewcount
1093,headquarters beercade,11,3.0,(773) 665-5660,213 w. institute place,60610,bar food,4
1094,mercadito chicago,365,4.0,(312) 329-9555,108 w. kinzie street,60654,mexican,25
1095,dunlays on the square,155,3.6,(773) 227-2400,3137 w. logan boulevard,60647,"american,bar food",14
1096,d'agostino's,133,3.5,(773) 477-1822,1351 w. addison street,60613,"italian,pizza,sandwich",10
1097,the bagel,132,3.6,(773) 477-0300,3107 n. broadway,60657,"american,eastern european",3
1098,mon ami gabi,150,3.6,(630) 472-1900,oak brook mall,60523,french,6
1099,harvest pancake house & grill,39,3.6,(630) 960-3895,339 w. 63rd street,60559,"american,sandwich",2
1100,the dawson,34,3.3,(312) 243-8955,730 w. grand avenue,60654,new american,5
1101,taco in a bag,6,2.6,(773) 954-2114,4703 n. lincoln avenue,60625,"new mexican,fast food",1
1102,sen sushi bar,282,4.5,(708) 848-4400,814 s. oak park avenue,60304,"japanese,sushi",11
1103,barn & company,96,3.4,(773) 832-4000,950 w. wrightwood avenue,60614,"american,bbq",7
1104,the fireplace inn,116,3.3,(312) 664-5264,1448 n. wells street,60610,"american,bbq",8
1105,rosebud on rush,549,3.7,(312) 266-6444,720 n. rush street,60611,italian,49
1106,dimo's pizza,19,3.2,(773) 525-4580,1615 n. damen avenue,60647,"italian,pizza",7
1107,crosstown pub and grill,89,4.0,(630) 357-9775,909 e. ogden avenue,60563,"pub food,burger,american",12
1108,two brothers brewery tap house,115,4.2,(630) 393-2337,30w315 calumet avenue,60555,"american,bar food",12
1109,chi cafe,55,3.9,(312) 842-9993,2160-a s. archer avenue,60616,"asian,chinese",7
1110,jane's,147,3.8,(773) 862-5263,1655 w. cortland street,60622,american,5
1111,garifuna flava,65,3.9,(773) 776-7440,2518 w. 63rd street,60629,"latin american,caribbean",3
1112,hema's kitchen,165,3.5,(773) 338-1627,2439 w. devon avenue,60659,"indian,mediterranean",3
1113,kama indian bistro,82,4.0,(708) 352-3300,9 s. la grange road,60525,"indian,pakistani",8
1115,fuller house,5,3.0,(630) 537-1653,33 e. 1st street,60521,"american,sandwich,pizza",3
1116,le colonial,442,4.0,(312) 255-0088,937 n. rush street,60611,"vietnamese,french",23
1117,eataly,377,3.9,(312) 321-5944,43 e. ohio street,60611,italian,30
1119,chipotle mexican grill,42,3.3,(312) 828-0613,6 w. grand avenue,60610,mexican,2
1120,nia mediterranean,77,3.3,(312) 226-3110,803 w. randolph street,60607,"mediterranean,tapas",8
1121,reverie,6,3.0,(312) 467-4141,414 n. orleans street,60654,"asian,american,sushi",4
1122,beer bistro,93,4.0,(312) 433-0013,1061 w. madison street,60607,american,7
1123,honey jam cafe,56,3.6,(630) 963-2233,3000 oak grove road,60515,american,6
1125,la sirena clandestina,35,3.6,(312) 226-5300,954 w. fulton market,60607,"latin american,brazilian",6
1126,ariel's bar & restaurant,28,3.0,(708) 928-8080,18401 n. creek drive,60477,american,7
1127,bari,150,3.9,(312) 666-0730,1120 w. grand avenue,60622,"italian,sandwich",6
1128,superdawg drive-in,760,4.1,(773) 763-0660,6363 n. milwaukee avenue,60646,"burger,fast food",39
1129,angelina ristorante,164,3.6,(773) 935-5933,3561 n. broadway street,60657,italian,3
1130,alfie's inn,173,3.6,(630) 858-2506,425 roosevelt road,60137,american,7
1131,fuji japanese steak house,225,3.9,(708) 403-1580,15132 s. la grange road,60462,"japanese,steakhouse",15
1132,bahama breeze,102,3.6,(847) 884-7060,406 e. golf road,60173,caribbean,6
1133,tiny lounge,61,4.3,(773) 463-0396,4352 n. leavitt street,60618,american,9
1134,falafil hut,149,3.9,(847) 519-3656,1027 w. golf road,60169,"mediterranean,middle eastern",25
1135,turquoise,138,3.9,(773) 549-3523,2147 w. roscoe street,60618,"mediterranean,sandwich",10
1136,jimmy's grill,48,3.2,(630) 548-2500,245 s. washington street,60540,american,7
1137,mr. beef,99,3.6,(312) 337-8500,666 n. orleans street,60610,"american,fast food,italian",6
1138,celtic knot public house,145,3.9,(847) 864-1679,626 church street,60201,"american,bar food,irish",4
1139,the chicago diner,659,3.8,(773) 935-6696,3411 n. halsted street,60657,american,22
1140,bodhi thai bistro,115,4.1,(708) 484-9250,6211 w. roosevelt road,60402,thai,8
1141,nonna silvias trattoria & pizzeria,95,3.5,(847) 292-9970,1400 n. canfield avenue,60068,"italian,pizza,seafood",8
1142,the breakfast club & grill,78,3.5,(312) 666-2372,1381 w. hubbard street,60622,american,3
1143,sunny side up & coffee shop,109,3.7,(312) 930-4242,42 e. superior street,60611,american,9
1144,california pizza kitchen,89,3.8,(630) 571-7800,551 oakbrook center,60523,pizza,8
1145,tsing tao mandarin chinese,167,4.2,(847) 251-7760,537 green bay road,60091,chinese,7
1146,chant,131,3.4,(773) 324-1999,1509 e. 53rd street,60615,"asian,thai,american",3
1147,chicago's home of chicken & waffles,162,3.9,(773) 536-3300,3947 s. king drive,60653,"american,southern",7
1148,rockit burger bar,91,3.4,(773) 645-4400,3700 n. clark street,60613,"american,burger",8
1149,nosh,206,4.1,(630) 845-1570,211 james street,60134,"latin american,american",10
1150,tavern at the park,212,3.8,(312) 552-0070,130 e. randolph street,60601,"steakhouse,bar food",23
1151,victory's banner,167,3.7,(773) 665-0227,2100 w. roscoe street,60618,american,8
1152,rajun cajun,143,3.6,(773) 955-1145,1459 e. 53rd street,60615,"american,indian,southern",1
1153,farmhouse,61,3.6,(847) 492-9700,703 church street,60201,american,5
1154,reno,38,3.6,(773) 697-4234,2607 n. milwaukee avenue,60647,"american,pizza,bakery",5
1155,casa bonita,164,3.3,(847) 362-4400,633 n. milwaukee avenue,60048,mexican,24
1156,blue house korean bbq,128,3.7,(847) 566-4200,1484 townline road,60060,korean,7
1157,kanela breakfast club,42,3.5,(312) 255-1206,1552 n. wells street,60610,american,4
1158,riccardo trattoria,152,3.7,(773) 549-0038,2119 n. clark street,60614,"italian,seafood",7
1159,hienie's shrimp house,279,4.7,(773) 734-8400,10359 s. torrence avenue,60617,"american,fast food",9
1160,xoco bistro,10,3.0,(872) 829-3821,1471 n. milwaukee avenue,60622,"mexican,sandwich,new mexican",4
1161,miller's pub,393,3.7,(312) 263-4988,134 s. wabash avenue,60603,"american,bbq,burger",46
1162,ricobene's,133,3.7,(312) 225-5555,252 w. 26th street,60616,"italian,pizza,american",6
1163,ted's montana grill,74,3.4,(847) 729-1117,1811 tower drive,60025,"american,burger,steakhouse",4
1164,top notch beefburger,297,4.4,(773) 445-7218,2116 w. 95th street,60643,"american,burger",4
1165,di pescara,112,3.5,(847) 498-4321,northbrook court,60062,"italian,seafood",3
1166,gaylord fine indian cuisine,103,3.3,(847) 619-3300,555 mall drive,60173,indian,15
1167,the angry crab,5,3.0,(773) 784-6848,5665 n. lincoln avenue,60659,"cajun,seafood",2
1168,crio,10,3.2,(773) 525-2100,2506 n. clybourn avenue,60614,latin american,2
1169,a10,36,3.3,(773) 288-1010,1462 e. 53rd street,60615,"italian,seafood",2
1170,"pastoral artisan cheese, bread & wine",69,4.6,(312) 658-1250,53 e. lake street,60601,"sandwich,european",5
1171,egg'lectic cafe,97,4.3,(847) 577-5552,2905 algonquin road,60008,"cafe,american",14
1172,heaven on seven,421,3.7,(312) 263-6443,garland building,60602,"cajun,southern",25
1173,black dog gelato,94,4.0,(773) 235-3116,859 n. damen avenue,60622,"desserts,ice cream",6
1174,alhambra palace,169,3.4,(312) 666-9555,1240 w. randolph street,60607,middle eastern,14
1175,panes bread cafe,186,4.3,(773) 665-0972,3002 n. sheffield avenue,60657,"sandwich,cafe,bakery",6
1176,ra sushi bar restaurant,106,3.4,(847) 510-1100,2601 aviator lane,60026,"asian,japanese,sushi",4
1177,the clubhouse,152,3.4,(630) 472-0600,oakbrook center,60523,"american,steakhouse",9
1178,claim jumper,119,3.4,(630) 932-4290,92 yorktown shopping center,60148,"american,seafood,steakhouse",7
1179,clucker's charcoal chicken,100,3.6,(847) 432-2582,760 sheridan road,60040,"bbq,southern",8
1180,gaylord fine indian cuisine,133,3.7,(312) 664-1700,walton colonnade,60611,indian,8
1181,luella's southern kitchen,5,3.0,(773) 961-8196,4609 n. lincoln avenue,60625,"american,southern",0
1182,"sam buca's restaurant, bar and rooftop",58,3.6,(708) 361-1226,12231 s. harlem avenue,60463,italian,1
1183,spacca napoli,545,3.9,(773) 878-2420,1769 w. sunnyside avenue,60640,"pizza,italian",15
1184,jim's original,106,4.6,(312) 733-7820,1250 s. union avenue,60607,"burger,sandwich",7
1185,l' appetito,122,3.8,(312) 787-9881,875 n. michigan avenue,60611,"italian,desserts,cafe",8
1186,deleece restaurant,100,3.5,(773) 325-1710,3747 n. southport avenue,60613,american,6
1187,burnt toast,145,3.9,(847) 551-9725,2492 n. randall road,60123,american,11
1188,cochon volant,11,3.0,(312) 754-6560,hyatt centric hotel,60603,french,2
1189,lai lai & korean express,32,3.4,(312) 986-8009,330 s. wells street,60606,"asian,chinese,korean",5
1190,pingpong,145,3.4,(773) 281-7575,3322 n. broadway street,60657,"asian,chinese",5
1191,mccormick & schmick's,66,3.5,(847) 233-3776,5320 n. river road,60018,"steakhouse,seafood",9
1192,ba le sandwich shop,148,3.9,(773) 561-4424,5018 n. broadway street,60640,"vietnamese,sandwich",6
1193,lagunitas tap room,13,3.2,(773) 522-1347,2607 w. 17th street,60608,bar food,5
1194,vermilion,155,3.4,(312) 527-4060,10 w. hubbard street,60610,"fusion,indian,latin american",15
1195,j. alexander's restaurant,89,3.5,(847) 564-3093,4077 lake cook road,60062,steakhouse,3
1196,tap house grill,28,3.2,(630) 541-8840,6010 s. cass avenue,60559,"american,burger,bar food",6
1197,semiramis,158,3.8,(773) 279-8900,4639 n. kedzie avenue,60625,"middle eastern,lebanese",3
1198,barbakoa,27,3.2,(630) 852-2333,1341 butterfield road,60515,"latin american,tapas",4
1199,buffalo wings and rings,55,3.4,(773) 579-9464,3434 s. halsted street,60608,"american,bar food,sandwich,burger",4
1200,shinto japanese steakhouse & sushi lounge,177,3.6,(630) 637-8899,504 n. route 59,60563,"japanese,sushi",13
1202,stanley's ale house and restaurant,55,3.6,(847) 468-8022,335 n. mclean boulevard,60177,"pub food,burger,american,pizza",41
1203,karma asian food and fine wine,63,3.6,(847) 970-6900,510 n route 83,60060,"american,asian,vegetarian",1
1204,ra sushi bar restaurant,173,3.5,(630) 627-6800,310 yorktown center,60148,"asian,japanese,sushi",8
1205,fat rice,56,3.7,(773) 661-9170,2957 w. diversey avenue,60647,asian,5
1206,more,71,4.3,(312) 951-0001,one east delaware,60611,desserts,9
1207,chicago prime steakhouse,94,3.4,(847) 969-9900,1444 east algonquin road,60173,"american,seafood,steakhouse",18
1208,parlor pizza bar,19,3.2,(312) 600-6090,108 n. green street,60607,"american,pizza",5
1209,heng wing,237,3.7,(847) 358-3061,121 w. palatine road,60067,chinese,12
1210,hayashi japanese restaurant,182,3.9,(847) 856-0270,6641 grand avenue,60031,"japanese,sushi",8
1211,mixteco grill,175,3.9,(773) 868-1601,1601 w. montrose avenue,60613,mexican,7
1212,markethouse,92,3.6,(312) 224-2200,611 n. fairbanks court,60611,american,13
1213,shake shack,10,2.6,(312) 646-6005,chicago athletic association,60603,"american,burger",4
1214,biaggi's ristorante italiano,234,3.8,(630) 428-8500,2752 showplace drive,60564,italian,13
1215,charlie beinlich's,337,4.0,(847) 291-0420,290 skokie boulevard,60026,"american,burger",6
1216,mike ditka's - the tremont,822,3.6,(312) 587-8989,100 e. chestnut street,60611,"american,steakhouse",36
1217,fatso's last stand,44,4.4,(773) 245-3287,2258 w. chicago avenue,60622,"american,burger",11
1218,hannah's bretzel,115,3.7,(312) 621-1111,180 w. washington street,60602,sandwich,2
1219,big bar,25,3.0,(312) 565-1234,hyatt regency,60601,"american,bar food",3
1220,furious spoon,13,3.1,(773) 687-8445,1571 n. milwaukee avenue,60622,ramen,3
1221,rosal's,140,3.6,(312) 243-2357,1154 w. taylor street,60607,italian,7
1222,cafe bionda,109,3.6,(312) 326-9800,1924 s. state street,60616,"american,italian",5
1225,kitsch'n on roscoe,103,3.5,(773) 248-7372,2005 w. roscoe street,60618,american,6
1226,terzo piano,88,3.7,(312) 443-8650,159 w. monroe street,60603,italian,8
1227,gene & jude's red hot stand,815,4.2,(708) 452-7634,2720 river road,60171,fast food,44
1228,au cheval,265,4.8,(312) 929-4580,800 w. randolph street,60607,"burger,new american,diner",32
1229,domo 77 steakhouse,128,3.5,(630) 690-3277,2040 s. naperville road,60187,"japanese,steakhouse,sushi",12
1230,spears,13,2.7,(847) 353-8933,723 n. milwaukee avenue,60090,"american,burger",3
1231,stoney river steakhouse and grill,116,4.0,(847) 719-1596,20504 n. rand road,60010,"american,seafood,steakhouse",9
1232,park tavern,72,3.5,(847) 349-5151,mb financial park at rosemont,60018,american,5
1233,bonefish grill,167,3.6,(847) 534-0679,180 s. roselle road,60193,seafood,9
1234,m burger,110,3.7,(312) 254-8500,161 e. huron street,60611,"american,burger",10
1235,old town social,112,3.8,(312) 266-2277,455 w. north avenue,60610,american,2
1236,russell's barbecue,133,3.5,(708) 453-7065,1621 n. thatcher avenue,60707,"american,bbq",12
1237,harry caray's italian steakhouse & bar,97,3.5,(847) 699-1200,holiday inn suites,60018,"italian,american,steakhouse",14
1238,cone gourmet ice cream,12,3.2,(312) 666-5111,1047 w. madison street,60607,ice cream,6
1239,m. henry,671,3.8,(773) 561-1600,5707 n. clark street,60660,"cafe,desserts",20
1240,the bagel,56,4.2,(847) 677-0100,westfield old orchard,60077,"bagels,sandwich,american,deli",5
1241,double yolk pancake house & restaurant,5,2.8,(630) 820-9655,1555 butterfield road,60502,american,1
1242,bacino's,107,4.4,(773) 472-7400,2204 n. lincoln avenue,60614,"italian,pizza",12
1243,pub royale,7,3.2,(773) 661-6874,2049 w. division street,60622,indian,7
1244,wasabi,55,3.5,(773) 227-8180,2115 n. milwaukee avenue,60647,"asian,japanese,sushi,ramen",6
1245,dryhop brewers,32,3.4,(773) 857-3155,3155 n. broadway street,60657,"american,bar food",1
1246,nico osteria - thomson hotels chicago,51,3.7,(312) 994-7100,thomson hotels chicago,60611,"italian,seafood",7
1247,boltwood,30,3.3,(847) 859-2880,804 davis street,60201,new american,6
1248,south coast,234,4.0,(312) 662-1700,1700 s. michigan avenue,60616,"japanese,sushi",5
1249,benihana,114,3.5,(847) 995-8201,1200 e. higgins road,60173,"japanese,sushi",4
1250,the village,449,3.5,(312) 332-7005,italian village,60603,italian,45
1251,emmett's brewing company,114,3.6,(630) 434-8500,5200 main street,60515,american,9
1252,mother hubbard's sports pub,75,3.6,(312) 828-0007,5 w. hubbard street,60654,"bbq,pub food",9
1253,iguana cafe,68,3.7,(312) 432-0663,517 n. halsted street,60622,"desserts,european,sandwich,crepes",5
1254,las palmas mexican restaurant,133,3.6,(773) 289-4991,1835 w. north avenue,60622,"latin american,mexican",4
1255,ttowa,52,3.9,(847) 749-4493,161 w. wing street,60005,korean,6
1256,chinn's 34th st. fishery,108,3.6,(630) 637-1777,3011 ogden avenue,60532,"seafood,steakhouse",5
1257,sticky rice,120,3.9,(773) 588-0133,4018 n. western avenue,60618,thai,7
1258,moretti's ristorante and pizzeria,96,4.2,(847) 397-4200,1799 s. busse road,60173,"american,italian,pizza",11
1259,epic,131,3.5,(312) 222-4940,112 w. hubbard street,60654,new american,7
1260,salero,13,3.2,(312) 466-1000,621 w. randolph street,60661,spanish,3
1261,the bongo room,472,3.6,(312) 291-0100,1152 s. wabash avenue,60605,american,25
1262,emerald loop,91,3.4,(312) 263-0200,216 n. wabash avenue,60601,"american,irish",8
1263,q-bbq,179,3.9,(708) 482-8700,70 s. la grange road,60525,"bbq,american",17
1264,mccormick & schmick's,106,3.4,(312) 397-9500,41 e. chestnut street,60611,"seafood,steakhouse",9
1265,basil leaf cafe,132,3.6,(773) 935-3388,2465 n. clark street,60614,"italian,sandwich",7
1266,3rd coast cafe & wine bar,203,3.7,(312) 649-0730,1260 n. dearborn street,60610,american,3
1267,bennison's bakery,152,4.1,(847) 328-9434,1000 davis street,60201,"desserts,sandwich,bakery,cafe",5
1268,the capital grille,103,3.7,(847) 671-8125,5340 n. river road,60018,"american,seafood,steakhouse",10
1269,poor phil's bar & grill,159,3.8,(708) 848-0871,139 s. marion street,60302,"american,sandwich,seafood",10
1270,greek islands,115,3.8,(630) 932-4545,300 e. 22nd street,60148,"greek,mediterranean",8
1271,fig and olive,21,3.3,(212) 924-1200,104 e. oak street,60611,"mediterranean,seafood",4
1272,lao sze chuan,472,3.8,(312) 326-5040,2172 s. archer avenue,60616,"asian,chinese",23
1273,flaco's tacos,83,3.9,(312) 266-8226,46 e. chicago avenue,60611,mexican,9
1274,il poggiolo,114,3.6,(630) 734-9400,8 e. 1st street,60521,italian,8
1275,two brothers roundhouse,109,4.0,(630) 264-2739,205 n. broadway,60507,"american,bar food",9
1276,arami,95,4.5,(312) 243-1535,1829 w. chicago avenue,60622,"japanese,sushi",3
1277,fork chicago,83,3.5,(773) 751-1500,4600 n. lincoln avenue,60625,new american,12
1278,manny's express,5,2.6,(773) 582-4450,chicago midway international airport,60638,"pizza,sandwich",1
1279,piccolo sogno due,33,3.1,(312) 822-0077,340 n. clark street,60654,italian,6
1280,duke of perth,128,4.0,(773) 477-1741,2913 n. clark street,60657,"pub food,scottish,burger,sandwich",4
1282,rollapalooza,110,3.7,(773) 281-6400,3344 n. halsted street,60657,"sushi,japanese",4
1283,mia francesca,826,3.9,(773) 281-3310,3311 n. clark street,60657,italian,17
1284,perfect cup,51,3.6,(773) 989-4177,4700 n. damen avenue,60625,cafe,4
1285,rōti mediterranean grill,45,3.6,(312) 236-3500,310 w. adams street,60606,mediterranean,5
1286,macarena tapas,155,3.8,(630) 420-8995,618 s. state route 59,60540,"spanish,tapas",16
1287,scooter's frozen custard,105,4.4,(773) 244-6415,1658 w. belmont avenue,60657,"desserts,ice cream",5
1288,eduardo's enoteca,96,3.6,(312) 337-4490,1212 n. dearborn street,60610,"italian,pizza",5
1289,elgin public house,207,3.7,(847) 468-8810,219 e. chicago street,60120,american,7
1290,trattoria isabella,49,3.4,(312) 207-1900,217 n. jefferson street,60661,"italian,seafood",4
1291,himalayan restaurant,107,3.6,(847) 324-4150,8265 w. golf road,60714,"indian,nepalese",6
1292,haifa cafe,20,3.1,(312) 214-1144,19 n. wells street,60606,"mediterranean,middle eastern,cafe",1
1294,firecakes,46,4.9,(312) 329-6500,68 w. hubbard street,60654,"donuts,bakery",10
1295,pelago ristorante,109,3.8,(312) 280-0700,raffaello hotel,60611,"italian,seafood",18
1296,bangers & lace,77,4.5,(773) 252-6499,1670 w. division street,60622,"new american,bar food",3
1297,renga-tei,151,4.5,(847) 675-5177,3956 w. touhy avenue,60712,japanese,4
1298,hot woks cool sushi,195,3.8,(773) 282-1818,3930 n. pulaski road,60641,"sushi,asian",6
1299,home run inn pizza,99,3.9,(773) 247-9696,4254 w. 31st street,60623,"pizza,american",3
1300,luke's italian beef,91,3.7,(312) 939-4204,215 w. jackson boulevard,60606,"burger,italian,pizza",9
1301,kiki's bistro,129,3.8,(312) 335-5454,900 n. franklin street,60610,"desserts,french,sandwich",7
1302,le peep restaurant,109,3.5,(847) 328-4880,827 church street,60201,"diner,sandwich",5
1303,acadia,58,3.9,(312) 360-9500,1639 s. wabash avenue,60616,new american,6
1304,bella notte,63,3.9,(312) 733-5136,1374 w. grand avenue,60622,italian,9
1305,dmk burger bar,393,3.9,(773) 360-8686,2954 n. sheffield avenue,60657,burger,20
1306,aj's hot dogs & gyros,48,3.6,(815) 485-8922,342 w. maple street,60451,greek,4
1307,dublin's bar & grill,122,3.9,(312) 266-6340,1030 n. state street,60610,"american,pub food",7
1308,real urban barbecue,148,3.6,(224) 770-4227,610 central avenue,60035,"american,bbq,southern",10
1309,mezquite pollo express,6,2.9,(773) 424-8100,2809 w. 55th street,60632,mexican,0
1310,joong boo market snack corner,4,2.9,(773) 478-5566,3333 n. kimball avenue,60618,korean,3
1311,aria restaurant,92,3.4,(312) 444-9494,fairmont chicago millenium park,60601,"american,asian,sushi",8
1313,parts and labor,14,3.2,(773) 360-7840,2700 n. milwaukee avenue,60647,"burger,american",6
1314,laredo's cantina,108,3.6,(847) 685-0673,9797 w. higgins road,60018,mexican,11
1315,the capital grille,149,3.7,(630) 627-9800,87 yorktown shopping center,60148,"american,seafood,steakhouse",11
1316,manny's cafeteria & delicatessen,386,4.2,(312) 939-2855,1141 s. jefferson street,60607,"sandwich,deli",22
1317,woo woo's barbeque,44,3.6,(708) 418-1515,19769 torrence avenue,60411,"bbq,fast food",4
1318,thai spoon and sushi,85,3.3,(312) 427-9470,601 s. wabash avenue,60605,"sushi,thai,asian",12
1319,the claim company,243,3.8,(847) 291-9111,northbrook court,60062,"american,southwestern,burger",21
1320,brick house tavern + tap,103,3.4,(630) 963-1104,1461 butterfield road,60515,"american,burger,bar food",12
1321,the mean wiener,114,3.5,(847) 433-3701,532 sheridan road,60040,"american,mexican",4
1322,butterfield's pancake house,115,3.6,(630) 955-0950,1504 n. naper boulevard,60563,american,11
1323,the cubby bear,81,3.0,(773) 327-1662,1059 w. addison street,60613,"american,bar food,sandwich",9
1324,lawrence's fish & shrimp,124,3.8,(312) 225-2113,2120 s. canal street,60616,seafood,11
1325,joe's crab shack,91,3.3,(847) 517-1212,2000 e. golf road,60173,seafood,5
1326,morrie o'malley's,57,3.7,(773) 247-2700,3501 s. union avenue,60609,"american,burger,ice cream",4
1327,gene & georgetti,318,3.6,(312) 527-3718,500 n. franklin street,60654,"italian,seafood,steakhouse",41
1328,feed,120,4.1,(773) 489-4600,2803 w. chicago avenue,60622,southern,7
1329,greek village taverna,114,3.7,(847) 885-4950,795 e. golf road,60173,"mediterranean,greek",14
1330,untitled supper club,60,3.8,(312) 880-1511,111 w. kinzie street,60654,new american,5
1331,tropi cuba restaurant,19,3.2,(773) 252-0230,3000 w. lyndale street,60647,cuban,2
1332,the peasantry,64,4.4,(773) 868-4888,2723 n. clark street,60614,american,6
1333,pasta palazzo,168,3.9,(773) 248-1400,1966 n. halsted street,60614,italian,3
1334,clark street dog,153,3.7,(773) 281-6690,3040 n. clark street,60657,"fast food,american",5
1335,webster's wine bar,123,3.7,(773) 292-9463,2601 n. milwaukee avenue,60647,tapas,2
1336,wholly frijoles mexican grill,169,3.7,(847) 329-9810,3908 w. touhy avenue,60712,mexican,4
1337,homer's ice cream company,279,4.4,(847) 251-0477,1237 green bay road,60091,"ice cream,desserts",4
1338,tavern on rush,296,3.6,(312) 664-9600,1031 n. rush street,60611,american,14
1339,little goat diner,438,4.2,(312) 888-3455,820 w. randolph street,60607,"new american,bakery",45
1340,paddy long's beer & bacon pub,44,3.6,(773) 290-6988,1028 w. diversey parkway,60614,"american,burger,sandwich",5
1341,arturo's tacos,134,3.7,(773) 772-4944,2001 n. western avenue,60647,"mexican,taco",5
1342,sushi kushi toyo,201,4.3,(847) 234-9950,825 s. waukegan road,60045,"asian,japanese,sushi",8
1343,biaggi's ristorante italiano,252,3.9,(847) 438-1850,20560 n. rand road,60010,italian,6
1344,cesar's killer margaritas,102,3.4,(773) 296-9097,2924 n. broadway street,60657,mexican,8
1345,superdawg drive-in,139,3.5,(847) 459-1900,333 s. milwaukee avenue,60090,"burger,fast food",13
1346,brunch,94,3.5,(312) 265-1411,644 n. orleans street,60654,"american,coffee and tea,beverages",7
1347,blackfinn ameripub,25,3.0,(312) 836-0290,65 w. kinzie street,60654,"american,bar food",5
1348,home bistro,100,3.8,(773) 661-0299,3404 n. halsted street,60657,"american,seafood",7
1349,taste of himalayas,144,3.8,(630) 444-1575,110 north 3rd street,60174,"indian,tibetan",11
1350,countyline tavern,5,2.9,(847) 520-7447,800 w. lake cook road,60089,new american,3
1351,redstone american grill,113,3.6,(630) 268-0313,13 lincoln court,60181,"american,bbq",10
1352,osaka sushi express,107,3.7,(312) 566-0118,400 s. michigan avenue,60605,"japanese,sushi",3
1353,sabri nihari,113,3.9,(773) 743-6200,2511 w. devon avenue,60659,"indian,pakistani",7
1354,the walnut room,73,3.7,(312) 781-3139,macy's,60602,american,5
1355,uncle sammy's,368,3.9,(773) 525-4800,1231 w. fullerton avenue,60614,"american,sandwich,deli",9
1356,bravo! cucina italiana,76,3.5,(847) 733-0917,1701 maple avenue,60201,italian,5
1357,lone wolf,18,3.2,(312) 600-9391,806 w. randolph street,60607,bar food,6
1358,siam rice,95,3.7,(312) 606-9999,117 n. wells street,60606,thai,3
1359,chicago cubs bar & grill,32,2.6,(773) 686-6180,o'hare international airport,60666,american,10
1360,cellar gate,36,3.3,(847) 748-8086,524 sheridan,60040,tapas,1
1361,goose island brewpub,267,3.9,(312) 915-0071,1800 n. clybourn avenue,60614,bar food,27
1362,acanto,7,3.1,(312) 578-0763,18 s. michigan avenue,60603,italian,2
1363,p.f. chang's,153,3.4,(847) 509-8844,1819 lake cook road,60062,"asian,chinese",8
1364,merlo on maple,83,3.7,(312) 335-8200,16 w. maple street,60610,italian,8
1365,sushi para,128,3.7,(847) 202-9922,1268 e. dundee road,60074,"japanese,sushi",15
1366,noodles & company,161,4.1,(847) 733-1200,930 church street,60201,"asian,american,italian",3
1367,emilio's tapas bar,136,3.6,(708) 547-7177,4100 roosevelt road,60162,"spanish,tapas",11
1368,cozy noodles & rice,186,4.4,(847) 733-0101,1018 davis street,60201,asian,11
1369,the boiler room,76,3.5,(773) 276-5625,2210 n. california avenue,60647,pizza,7
1370,filini restaurant and bar - radisson blu aqua hotel,36,3.6,(312) 477-0234,radisson blu aqua hotel chicago,60601,italian,5
1371,baby back blues,183,4.0,(815) 254-6939,23145 w lincoln highway suite 7,60586,bbq,16
1372,coast sushi,844,3.8,(773) 235-5775,2045 n. damen avenue,60647,"asian,japanese,sushi",14
1373,artisan cellar gourmet market,21,3.2,(312) 527-5810,merchandise mart,60654,"sandwich,cafe",1
1374,red apple pancake house,135,4.0,(630) 871-2911,414 s schmale road,60188,"american,diner",9
1375,the fifty/50,91,3.6,(773) 489-5050,2047 w. division street,60622,"american,bar food",4
1376,caro mio,151,3.7,(773) 275-5000,1827 w. wilson avenue,60640,italian,6
1377,reza's restaurant,110,3.6,(630) 424-9900,40 n. tower road,60523,"mediterranean,persian",12
1378,fabcakes,24,3.1,(312) 397-3300,714 n. wells street,60654,"desserts,cafe",3
1379,takito kitchen,26,3.1,(773) 687-9620,2013 w. division street,60622,mexican,1
1380,george's hot dogs,85,3.8,(773) 227-4034,1876 n. damen avenue,60647,"burger,greek,fast food",2
1381,rangoli,23,3.3,(773) 697-7114,2421 w. north avenue,60647,indian,4
1382,ringo japanese kitchen,97,3.6,(773) 248-5788,2507 n. lincoln avenue,60614,"japanese,sushi,asian",2
1383,rockit bar & grill,247,3.7,(312) 645-6000,22 w. hubbard street,60654,american,27
1384,caffe baci,10,2.7,(312) 629-2210,231 s. lasalle street,60604,"italian,sandwich",2
1385,buffalo restaurant & ice cream parlor,113,3.5,(847) 808-1120,1180 w. lake cook road,60089,"american,desserts,ice cream",12
1386,stacked,145,4.1,(708) 422-5555,5273 w. 95th street,60453,"american,burger,sandwich",15
1387,bar pastoral,73,3.8,(773) 472-4781,2947 n. broadway street,60657,european,2
1388,theory,96,3.5,(312) 644-0004,9 w. hubbard street,60654,"american,bbq,sandwich",9
1389,noodles in the pot,143,3.8,(773) 975-6177,2453 n. halsted street,60614,thai,5
1390,starbucks,10,3.1,(312) 670-3920,430 n. clark street,60654,cafe,1
1391,buca di beppo,89,3.4,(847) 808-9898,604 n. milwaukee avenue,60090,italian,4
1392,the j. parker - hotel lincoln,32,3.4,(312) 254-4747,hotel lincoln,60614,bar food,3
1393,papagalino pastry shop & cafe,37,3.4,(847) 803-9260,9014 n milwaukee avenue,60714,"greek,sandwich,desserts",2
