seq1,seq2,name_name_jac_qgm_3_qgm_3
la fuente (las vegas),la fuente (las vegas),1.0
la fuente (las vegas),la fuente (las vegas),1.0
pollo al carbon,pollo al carbon,1.0
pollo al carbon,pollo al carbon,1.0
pollo al carbon (new york),pollo al carbon (new york),1.0
pollo al carbon (new york),pollo al carbon (new york),1.0
pollo al carbon (new york city),pollo al carbon (new york city),1.0
pollo al carbon (new york city),pollo al carbon (new york city),1.0
pollo al carbon (los angeles),pollo al carbon (los angeles),1.0
pollo al carbon (los angeles),pollo al carbon (los angeles),1.0
pollo al carbon (californian),pollo al carbon (californian),1.0
pollo al carbon (californian),pollo al carbon (californian),1.0
pollo al carbon (las vegas),pollo al carbon (las vegas),1.0
pollo al carbon (las vegas),pollo al carbon (las vegas),1.0
cha cha chili,cha chili,1.0
cha chili,cha cha chili,1.0
cha,cha,1.0
cha,cha,1.0
cha cha chili (new york),cha chili (new york),1.0
cha chili (new york),cha cha chili (new york),1.0
cha cha chili (new york city),cha chili (new york city),1.0
cha chili (new york city),cha cha chili (new york city),1.0
cha cha chili (los angeles),cha chili (los angeles),1.0
cha chili (los angeles),cha cha chili (los angeles),1.0
cha cha chili (californian),cha chili (californian),1.0
cha chili (californian),cha cha chili (californian),1.0
cha cha chili (las vegas),cha chili (las vegas),1.0
cha chili (las vegas),cha cha chili (las vegas),1.0
cha (new york),cha (new york),1.0
cha (new york),cha (new york),1.0
cha (new york city),cha cha (new york city),0.9130434782608696
cha cha (new york city),cha (new york city),0.9130434782608696
cha (new york city),cha (new york city),1.0
cha (new york city),cha (new york city),1.0
cha (los angeles),cha cha (los angeles),0.9047619047619048
cha cha (los angeles),cha (los angeles),0.9047619047619048
cha (los angeles),cha (los angeles),1.0
cha (los angeles),cha (los angeles),1.0
cha (californian),cha cha (californian),0.9047619047619048
cha cha (californian),cha (californian),0.9047619047619048
cha (californian),cha (californian),1.0
cha (californian),cha (californian),1.0
cha (las vegas),cha (las vegas),1.0
cha (las vegas),cha (las vegas),1.0
cha cha (new york city),cha (new york city),0.9130434782608696
cha (new york city),cha cha (new york city),0.9130434782608696
cha cha (los angeles),cha (los angeles),0.9047619047619048
cha (los angeles),cha cha (los angeles),0.9047619047619048
cha cha (californian),cha (californian),0.9047619047619048
cha (californian),cha cha (californian),0.9047619047619048
keong kee bbq,keong kee bbq,1.0
keong kee bbq,keong kee bbq,1.0
keong kee bbq (new york),keong kee bbq (new york),1.0
keong kee bbq (new york),keong kee bbq (new york),1.0
keong kee bbq (new york city),keong kee bbq (new york city),1.0
keong kee bbq (new york city),keong kee bbq (new york city),1.0
keong kee bbq (los angeles),keong kee bbq (los angeles),1.0
keong kee bbq (los angeles),keong kee bbq (los angeles),1.0
keong kee bbq (californian),keong kee bbq (californian),1.0
keong kee bbq (californian),keong kee bbq (californian),1.0
keong kee bbq (las vegas),keong kee bbq (las vegas),1.0
keong kee bbq (las vegas),keong kee bbq (las vegas),1.0
shayan express,shayan express,1.0
shayan express,shayan express,1.0
shayan express (new york),shayan express (new york),1.0
shayan express (new york),shayan express (new york),1.0
shayan express (new york city),shayan express (new york city),1.0
shayan express (new york city),shayan express (new york city),1.0
shayan express (los angeles),shayan express (los angeles),1.0
shayan express (los angeles),shayan express (los angeles),1.0
shayan express (californian),shayan express (californian),1.0
shayan express (californian),shayan express (californian),1.0
shayan express (las vegas),shayan express (las vegas),1.0
shayan express (las vegas),shayan express (las vegas),1.0
mexican village,mexican village,1.0
mexican village,mexican village,1.0
mexican village (new york),mexican village (new york),1.0
mexican village (new york),mexican village (new york),1.0
mexican village (new york city),mexican village (new york city),1.0
mexican village (new york city),mexican village (new york city),1.0
mexican village (los angeles),mexican village (los angeles),1.0
mexican village (los angeles),mexican village (los angeles),1.0
mexican village (californian),mexican village (californian),1.0
mexican village (californian),mexican village (californian),1.0
mexican village (las vegas),mexican village (las vegas),1.0
mexican village (las vegas),mexican village (las vegas),1.0
little prince,little prince,1.0
little prince,little prince,1.0
little prince (new york),little prince (new york),1.0
little prince (new york),little prince (new york),1.0
little prince (new york city),little prince (new york city),1.0
little prince (new york city),little prince (new york city),1.0
little prince (los angeles),little prince (los angeles),1.0
little prince (los angeles),little prince (los angeles),1.0
little prince (californian),little prince (californian),1.0
little prince (californian),little prince (californian),1.0
little prince (las vegas),little prince (las vegas),1.0
little prince (las vegas),little prince (las vegas),1.0
flor blanca,flor blanca,1.0
flor blanca,flor blanca,1.0
flor blanca (new york),flor blanca (new york),1.0
flor blanca (new york),flor blanca (new york),1.0
flor blanca (new york city),flor blanca (new york city),1.0
flor blanca (new york city),flor blanca (new york city),1.0
flor blanca (los angeles),flor blanca (los angeles),1.0
flor blanca (los angeles),flor blanca (los angeles),1.0
flor blanca (californian),flor blanca (californian),1.0
flor blanca (californian),flor blanca (californian),1.0
flor blanca (las vegas),flor blanca (las vegas),1.0
flor blanca (las vegas),flor blanca (las vegas),1.0
casa nostra,casa nostra,1.0
casa nostra,casa nostra,1.0
casa nostra (new york),casa nostra (new york),1.0
casa nostra (new york),casa nostra (new york),1.0
casa nostra (new york city),casa nostra (new york city),1.0
casa nostra (new york city),casa nostra (new york city),1.0
casa nostra (los angeles),casa nostra (los angeles),1.0
casa nostra (los angeles),casa nostra (los angeles),1.0
casa nostra (californian),casa nostra (californian),1.0
casa nostra (californian),casa nostra (californian),1.0
casa nostra (las vegas),casa nostra (las vegas),1.0
casa nostra (las vegas),casa nostra (las vegas),1.0
valle de oxaca,valle de oxaca,1.0
valle de oxaca,valle de oxaca,1.0
valle de oxaca (new york),valle de oxaca (new york),1.0
valle de oxaca (new york),valle de oxaca (new york),1.0
valle de oxaca (new york city),valle de oxaca (new york city),1.0
valle de oxaca (new york city),valle de oxaca (new york city),1.0
valle de oxaca (los angeles),valle de oxaca (los angeles),1.0
valle de oxaca (los angeles),valle de oxaca (los angeles),1.0
valle de oxaca (californian),valle de oxaca (californian),1.0
valle de oxaca (californian),valle de oxaca (californian),1.0
valle de oxaca (las vegas),valle de oxaca (las vegas),1.0
valle de oxaca (las vegas),valle de oxaca (las vegas),1.0
pattaya thai,pattaya thai,1.0
pattaya thai,pattaya thai,1.0
pattaya thai (new york),pattaya thai (new york),1.0
pattaya thai (new york),pattaya thai (new york),1.0
pattaya thai (new york city),pattaya thai (new york city),1.0
pattaya thai (new york city),pattaya thai (new york city),1.0
pattaya thai (los angeles),pattaya thai (los angeles),1.0
pattaya thai (los angeles),pattaya thai (los angeles),1.0
pattaya thai (californian),pattaya thai (californian),1.0
pattaya thai (californian),pattaya thai (californian),1.0
pattaya thai (las vegas),pattaya thai (las vegas),1.0
pattaya thai (las vegas),pattaya thai (las vegas),1.0
el quezalteco,el quezalteco,1.0
el quezalteco,el quezalteco,1.0
el quezalteco (new york),el quezalteco (new york),1.0
el quezalteco (new york),el quezalteco (new york),1.0
el quezalteco (new york city),el quezalteco (new york city),1.0
el quezalteco (new york city),el quezalteco (new york city),1.0
el quezalteco (los angeles),el quezalteco (los angeles),1.0
el quezalteco (los angeles),el quezalteco (los angeles),1.0
el quezalteco (californian),el quezalteco (californian),1.0
el quezalteco (californian),el quezalteco (californian),1.0
el quezalteco (las vegas),el quezalteco (las vegas),1.0
el quezalteco (las vegas),el quezalteco (las vegas),1.0
saffron downtown los angeles (los angeles),saffron downtown los (los angeles),0.9705882352941176
saffron downtown los (los angeles),saffron downtown los angeles (los angeles),0.9705882352941176
downtown los (los angeles),downtown los angeles (los angeles),0.9615384615384616
downtown los angeles (los angeles),downtown los (los angeles),0.9615384615384616
los (los angeles),los angeles (los angeles),0.9444444444444444
los angeles (los angeles),los (los angeles),0.9444444444444444
mangia,mangia,1.0
mangia,mangia,1.0
mangia mangia caffe (new york),mangia caffe (new york),0.925925925925926
mangia caffe (new york),mangia mangia caffe (new york),0.925925925925926
mangia mangia caffe (new york city),mangia caffe (new york city),0.9375
mangia caffe (new york city),mangia mangia caffe (new york city),0.9375
mangia mangia caffe (los angeles),mangia caffe (los angeles),0.9310344827586208
mangia caffe (los angeles),mangia mangia caffe (los angeles),0.9310344827586208
mangia mangia caffe (californian),mangia caffe (californian),0.9333333333333332
mangia caffe (californian),mangia mangia caffe (californian),0.9333333333333332
mangia mangia caffe (las vegas),mangia caffe (las vegas),0.9285714285714286
mangia caffe (las vegas),mangia mangia caffe (las vegas),0.9285714285714286
mangia (new york),mangia mangia (new york),0.9047619047619048
mangia mangia (new york),mangia (new york),0.9047619047619048
mangia (new york),mangia (new york),1.0
mangia (new york),mangia (new york),1.0
mangia (new york city),mangia mangia (new york city),0.9230769230769232
mangia mangia (new york city),mangia (new york city),0.9230769230769232
mangia (new york city),mangia (new york city),1.0
mangia (new york city),mangia (new york city),1.0
mangia (los angeles),mangia mangia (los angeles),0.9130434782608696
mangia mangia (los angeles),mangia (los angeles),0.9130434782608696
mangia (los angeles),mangia (los angeles),1.0
mangia (los angeles),mangia (los angeles),1.0
mangia (californian),mangia mangia (californian),0.9166666666666666
mangia mangia (californian),mangia (californian),0.9166666666666666
mangia (californian),mangia (californian),1.0
mangia (californian),mangia (californian),1.0
mangia (las vegas),mangia mangia (las vegas),0.9090909090909092
mangia mangia (las vegas),mangia (las vegas),0.9090909090909092
mangia (las vegas),mangia (las vegas),1.0
mangia (las vegas),mangia (las vegas),1.0
mangia mangia (new york),mangia (new york),0.9047619047619048
mangia (new york),mangia mangia (new york),0.9047619047619048
mangia mangia (new york city),mangia (new york city),0.9230769230769232
mangia (new york city),mangia mangia (new york city),0.9230769230769232
mangia mangia (los angeles),mangia (los angeles),0.9130434782608696
mangia (los angeles),mangia mangia (los angeles),0.9130434782608696
mangia mangia (californian),mangia (californian),0.9166666666666666
mangia (californian),mangia mangia (californian),0.9166666666666666
mangia mangia (las vegas),mangia (las vegas),0.9090909090909092
mangia (las vegas),mangia mangia (las vegas),0.9090909090909092
la victoria,la victoria,1.0
la victoria,la victoria,1.0
la victoria (new york),la victoria (new york),1.0
la victoria (new york),la victoria (new york),1.0
la victoria (new york city),la victoria (new york city),1.0
la victoria (new york city),la victoria (new york city),1.0
la victoria (los angeles),la victoria (los angeles),1.0
la victoria (los angeles),la victoria (los angeles),1.0
la victoria (californian),la victoria (californian),1.0
la victoria (californian),la victoria (californian),1.0
la victoria (las vegas),la victoria (las vegas),1.0
la victoria (las vegas),la victoria (las vegas),1.0
la bonita,la bonita,1.0
la bonita,la bonita,1.0
la bonita (new york),la bonita (new york),1.0
la bonita (new york),la bonita (new york),1.0
la bonita (new york city),la bonita (new york city),1.0
la bonita (new york city),la bonita (new york city),1.0
la bonita (los angeles),la bonita (los angeles),1.0
la bonita (los angeles),la bonita (los angeles),1.0
la bonita (californian),la bonita (californian),1.0
la bonita (californian),la bonita (californian),1.0
la bonita (las vegas),la bonita (las vegas),1.0
la bonita (las vegas),la bonita (las vegas),1.0
il grano,il grano,1.0
il grano,il grano,1.0
il grano (new york),il grano (new york),1.0
il grano (new york),il grano (new york),1.0
il grano (new york city),il grano (new york city),1.0
il grano (new york city),il grano (new york city),1.0
il grano (los angeles),il grano (los angeles),1.0
il grano (los angeles),il grano (los angeles),1.0
il grano (californian),il grano (californian),1.0
il grano (californian),il grano (californian),1.0
il grano (las vegas),il grano (las vegas),1.0
il grano (las vegas),il grano (las vegas),1.0
han bat shul lung tang (los angeles),han bat shul lung (los angeles),0.9166666666666666
han bat shul lung (los angeles),han bat shul lung tang (los angeles),0.9166666666666666
bat shul lung (los angeles),bat shul lung tang (los angeles),0.90625
bat shul lung tang (los angeles),bat shul lung (los angeles),0.90625
golden mongolian,golden mongolian,1.0
golden mongolian,golden mongolian,1.0
golden mongolian (new york),golden mongolian (new york),1.0
golden mongolian (new york),golden mongolian (new york),1.0
golden mongolian (new york city),golden mongolian (new york city),1.0
golden mongolian (new york city),golden mongolian (new york city),1.0
golden mongolian (los angeles),golden mongolian (los angeles),1.0
golden mongolian (los angeles),golden mongolian (los angeles),1.0
golden mongolian (californian),golden mongolian (californian),1.0
golden mongolian (californian),golden mongolian (californian),1.0
golden mongolian (las vegas),golden mongolian (las vegas),1.0
golden mongolian (las vegas),golden mongolian (las vegas),1.0
fin - the,fin - the,1.0
fin - the,fin - the,1.0
fin - the (new york),fin - the (new york),1.0
fin - the (new york),fin - the (new york),1.0
fin - the (new york city),fin - the (new york city),1.0
fin - the (new york city),fin - the (new york city),1.0
fin - the (los angeles),fin - the (los angeles),1.0
fin - the (los angeles),fin - the (los angeles),1.0
fin - the (californian),fin - the (californian),1.0
fin - the (californian),fin - the (californian),1.0
fin - the (las vegas),fin - the (las vegas),1.0
fin - the (las vegas),fin - the (las vegas),1.0
santa cecilia,santa cecilia,1.0
santa cecilia,santa cecilia,1.0
santa cecilia (new york),santa cecilia (new york),1.0
santa cecilia (new york),santa cecilia (new york),1.0
santa cecilia (new york city),santa cecilia (new york city),1.0
santa cecilia (new york city),santa cecilia (new york city),1.0
santa cecilia (los angeles),santa cecilia (los angeles),1.0
santa cecilia (los angeles),santa cecilia (los angeles),1.0
santa cecilia (californian),santa cecilia (californian),1.0
santa cecilia (californian),santa cecilia (californian),1.0
santa cecilia (las vegas),santa cecilia (las vegas),1.0
santa cecilia (las vegas),santa cecilia (las vegas),1.0
golden city,golden city,1.0
golden city,golden city,1.0
golden city (new york),golden city (new york),1.0
golden city (new york),golden city (new york),1.0
golden city (new york city),golden city (new york city),1.0
golden city (new york city),golden city (new york city),1.0
golden city (los angeles),golden city (los angeles),1.0
golden city (los angeles),golden city (los angeles),1.0
golden city (californian),golden city (californian),1.0
golden city (californian),golden city (californian),1.0
golden city (las vegas),golden city (las vegas),1.0
golden city (las vegas),golden city (las vegas),1.0
mccormick & schmick's seafood,mccormick & schmick's seafood,1.0
mccormick & schmick's seafood,mccormick & schmick's seafood,1.0
mccormick & schmick's seafood (new york),mccormick & schmick's seafood (new york),1.0
mccormick & schmick's seafood (new york),mccormick & schmick's seafood (new york),1.0
mccormick & schmick's seafood (new york city),mccormick & schmick's seafood (new york city),1.0
mccormick & schmick's seafood (new york city),mccormick & schmick's seafood (new york city),1.0
mccormick & schmick's seafood (los angeles),mccormick & schmick's seafood (los angeles),1.0
mccormick & schmick's seafood (los angeles),mccormick & schmick's seafood (los angeles),1.0
mccormick & schmick's seafood (californian),mccormick & schmick's seafood (californian),1.0
mccormick & schmick's seafood (californian),mccormick & schmick's seafood (californian),1.0
mccormick & schmick's seafood (las vegas),mccormick & schmick's seafood (las vegas),1.0
mccormick & schmick's seafood (las vegas),mccormick & schmick's seafood (las vegas),1.0
acapulco mexican,acapulco mexican,1.0
acapulco mexican,acapulco mexican,1.0
acapulco mexican (new york),acapulco mexican (new york),1.0
acapulco mexican (new york),acapulco mexican (new york),1.0
acapulco mexican (new york city),acapulco mexican (new york city),1.0
acapulco mexican (new york city),acapulco mexican (new york city),1.0
acapulco mexican (los angeles),acapulco mexican (los angeles),1.0
acapulco mexican (los angeles),acapulco mexican (los angeles),1.0
acapulco mexican (californian),acapulco mexican (californian),1.0
acapulco mexican (californian),acapulco mexican (californian),1.0
acapulco mexican (las vegas),acapulco mexican (las vegas),1.0
acapulco mexican (las vegas),acapulco mexican (las vegas),1.0
mi angel,mi angel,1.0
mi angel,mi angel,1.0
mi angel (new york),mi angel (new york),1.0
mi angel (new york),mi angel (new york),1.0
mi angel (new york city),mi angel (new york city),1.0
mi angel (new york city),mi angel (new york city),1.0
mi angel (los angeles),mi angel (los angeles),1.0
mi angel (los angeles),mi angel (los angeles),1.0
mi angel (californian),mi angel (californian),1.0
mi angel (californian),mi angel (californian),1.0
mi angel (las vegas),mi angel (las vegas),1.0
mi angel (las vegas),mi angel (las vegas),1.0
godfather's italian,godfather's italian,1.0
godfather's italian,godfather's italian,1.0
godfather's italian (new york),godfather's italian (new york),1.0
godfather's italian (new york),godfather's italian (new york),1.0
godfather's italian (new york city),godfather's italian (new york city),1.0
godfather's italian (new york city),godfather's italian (new york city),1.0
godfather's italian (los angeles),godfather's italian (los angeles),1.0
godfather's italian (los angeles),godfather's italian (los angeles),1.0
godfather's italian (californian),godfather's italian (californian),1.0
godfather's italian (californian),godfather's italian (californian),1.0
godfather's italian (las vegas),godfather's italian (las vegas),1.0
godfather's italian (las vegas),godfather's italian (las vegas),1.0
k & a canton,k & a canton,1.0
k & a canton,k & a canton,1.0
k & a canton (new york),k & a canton (new york),1.0
k & a canton (new york),k & a canton (new york),1.0
k & a canton (new york city),k & a canton (new york city),1.0
k & a canton (new york city),k & a canton (new york city),1.0
k & a canton (los angeles),k & a canton (los angeles),1.0
k & a canton (los angeles),k & a canton (los angeles),1.0
k & a canton (californian),k & a canton (californian),1.0
k & a canton (californian),k & a canton (californian),1.0
k & a canton (las vegas),k & a canton (las vegas),1.0
k & a canton (las vegas),k & a canton (las vegas),1.0
honda ya japanese,honda ya japanese,1.0
honda ya japanese,honda ya japanese,1.0
honda ya japanese (new york),honda ya japanese (new york),1.0
honda ya japanese (new york),honda ya japanese (new york),1.0
honda ya japanese (new york city),honda ya japanese (new york city),1.0
honda ya japanese (new york city),honda ya japanese (new york city),1.0
honda ya japanese (los angeles),honda ya japanese (los angeles),1.0
honda ya japanese (los angeles),honda ya japanese (los angeles),1.0
honda ya japanese (californian),honda ya japanese (californian),1.0
honda ya japanese (californian),honda ya japanese (californian),1.0
honda ya japanese (las vegas),honda ya japanese (las vegas),1.0
honda ya japanese (las vegas),honda ya japanese (las vegas),1.0
china gate chinese,china gate chinese,1.0
china gate chinese,china gate chinese,1.0
china gate chinese restaurant (new york),chinese gate chinese restaurant (new york),0.902439024390244
chinese gate chinese restaurant (new york),china gate chinese restaurant (new york),0.902439024390244
china gate chinese restaurant (new york city),chinese gate chinese restaurant (new york city),0.9130434782608696
chinese gate chinese restaurant (new york city),china gate chinese restaurant (new york city),0.9130434782608696
china gate chinese restaurant (los angeles),chinese gate chinese restaurant (los angeles),0.9090909090909092
chinese gate chinese restaurant (los angeles),china gate chinese restaurant (los angeles),0.9090909090909092
china gate chinese restaurant (californian),chinese gate chinese restaurant (californian),0.9090909090909092
chinese gate chinese restaurant (californian),china gate chinese restaurant (californian),0.9090909090909092
china gate chinese restaurant (las vegas),chinese gate chinese restaurant (las vegas),0.9047619047619048
chinese gate chinese restaurant (las vegas),china gate chinese restaurant (las vegas),0.9047619047619048
china gate chinese (new york),china gate chinese (new york),1.0
china gate chinese (new york),china gate chinese (new york),1.0
china gate chinese (new york city),china gate chinese (new york city),1.0
china gate chinese (new york city),china gate chinese (new york city),1.0
china gate chinese (los angeles),china gate chinese (los angeles),1.0
china gate chinese (los angeles),china gate chinese (los angeles),1.0
china gate chinese (californian),china gate chinese (californian),1.0
china gate chinese (californian),china gate chinese (californian),1.0
china gate chinese (las vegas),china gate chinese (las vegas),1.0
china gate chinese (las vegas),china gate chinese (las vegas),1.0
e-moon oak,e-moon oak,1.0
e-moon oak,e-moon oak,1.0
e-moon oak (new york),e-moon oak (new york),1.0
e-moon oak (new york),e-moon oak (new york),1.0
e-moon oak (new york city),e-moon oak (new york city),1.0
e-moon oak (new york city),e-moon oak (new york city),1.0
e-moon oak (los angeles),e-moon oak (los angeles),1.0
e-moon oak (los angeles),e-moon oak (los angeles),1.0
e-moon oak (californian),e-moon oak (californian),1.0
e-moon oak (californian),e-moon oak (californian),1.0
e-moon oak (las vegas),e-moon oak (las vegas),1.0
e-moon oak (las vegas),e-moon oak (las vegas),1.0
plan check  (new york city),plan check (new york city),0.9
plan check (new york city),plan check  (new york city),0.9
el chalateco,el chalateco,1.0
el chalateco,el chalateco,1.0
el chalateco (new york),el chalateco (new york),1.0
el chalateco (new york),el chalateco (new york),1.0
el chalateco (new york city),el chalateco (new york city),1.0
el chalateco (new york city),el chalateco (new york city),1.0
el chalateco (los angeles),el chalateco (los angeles),1.0
el chalateco (los angeles),el chalateco (los angeles),1.0
el chalateco (californian),el chalateco (californian),1.0
el chalateco (californian),el chalateco (californian),1.0
el chalateco (las vegas),el chalateco (las vegas),1.0
el chalateco (las vegas),el chalateco (las vegas),1.0
el atacor,el atacor,1.0
el atacor,el atacor,1.0
el atacor (new york),el atacor (new york),1.0
el atacor (new york),el atacor (new york),1.0
el atacor (new york city),el atacor (new york city),1.0
el atacor (new york city),el atacor (new york city),1.0
el atacor (los angeles),el atacor (los angeles),1.0
el atacor (los angeles),el atacor (los angeles),1.0
el atacor (californian),el atacor (californian),1.0
el atacor (californian),el atacor (californian),1.0
el atacor (las vegas),el atacor (las vegas),1.0
el atacor (las vegas),el atacor (las vegas),1.0
l a korean american,l a korean american,1.0
l a korean american,l a korean american,1.0
l a korean american (new york),l a korean american (new york),1.0
l a korean american (new york),l a korean american (new york),1.0
l a korean american (new york city),l a korean american (new york city),1.0
l a korean american (new york city),l a korean american (new york city),1.0
l a korean american (los angeles),l a korean american (los angeles),1.0
l a korean american (los angeles),l a korean american (los angeles),1.0
l a korean american (californian),l a korean american (californian),1.0
l a korean american (californian),l a korean american (californian),1.0
l a korean american (las vegas),l a korean american (las vegas),1.0
l a korean american (las vegas),l a korean american (las vegas),1.0
kong ji ne,kong ji ne,1.0
kong ji ne,kong ji ne,1.0
kong ji ne (new york),kong ji ne (new york),1.0
kong ji ne (new york),kong ji ne (new york),1.0
kong ji ne (new york city),kong ji ne (new york city),1.0
kong ji ne (new york city),kong ji ne (new york city),1.0
kong ji ne (los angeles),kong ji ne (los angeles),1.0
kong ji ne (los angeles),kong ji ne (los angeles),1.0
kong ji ne (californian),kong ji ne (californian),1.0
kong ji ne (californian),kong ji ne (californian),1.0
kong ji ne (las vegas),kong ji ne (las vegas),1.0
kong ji ne (las vegas),kong ji ne (las vegas),1.0
lakeview bistro restaurant at the westin bonaventure,lakeview bistro restaurant at the westin bonaventure,1.0
lakeview bistro restaurant at the westin bonaventure,lakeview bistro restaurant at the westin bonaventure,1.0
lakeview bistro restaurant at the westin bonaventure (new york),lakeview bistro restaurant at the westin bonaventure (new york),1.0
lakeview bistro restaurant at the westin bonaventure (new york),lakeview bistro restaurant at the westin bonaventure (new york),1.0
lakeview bistro restaurant at the westin bonaventure (new york city),lakeview bistro restaurant at the westin bonaventure (new york city),1.0
lakeview bistro restaurant at the westin bonaventure (new york city),lakeview bistro restaurant at the westin bonaventure (new york city),1.0
lakeview bistro restaurant at the westin bonaventure (los angeles),lakeview bistro restaurant at the westin bonaventure (los angeles),1.0
lakeview bistro restaurant at the westin bonaventure (los angeles),lakeview bistro restaurant at the westin bonaventure (los angeles),1.0
lakeview bistro restaurant at the westin bonaventure (californian),lakeview bistro restaurant at the westin bonaventure (californian),1.0
lakeview bistro restaurant at the westin bonaventure (californian),lakeview bistro restaurant at the westin bonaventure (californian),1.0
lakeview bistro restaurant at the westin bonaventure (las vegas),lakeview bistro restaurant at the westin bonaventure (las vegas),1.0
lakeview bistro restaurant at the westin bonaventure (las vegas),lakeview bistro restaurant at the westin bonaventure (las vegas),1.0
lakeview bistro restaurant (new york),lakeview bistro restaurant at (new york),0.9268292682926829
lakeview bistro restaurant at (new york),lakeview bistro restaurant (new york),0.9268292682926829
lakeview bistro restaurant (new york city),lakeview bistro restaurant at (new york city),0.9347826086956522
lakeview bistro restaurant at (new york city),lakeview bistro restaurant (new york city),0.9347826086956522
lakeview bistro restaurant (los angeles),lakeview bistro restaurant at (los angeles),0.9333333333333332
lakeview bistro restaurant at (los angeles),lakeview bistro restaurant (los angeles),0.9333333333333332
lakeview bistro restaurant (californian),lakeview bistro restaurant at (californian),0.9333333333333332
lakeview bistro restaurant at (californian),lakeview bistro restaurant (californian),0.9333333333333332
lakeview bistro restaurant (las vegas),lakeview bistro restaurant at (las vegas),0.9302325581395348
lakeview bistro restaurant at (las vegas),lakeview bistro restaurant (las vegas),0.9302325581395348
bistro restaurant (new york),bistro restaurant at (new york),0.9090909090909092
bistro restaurant at (new york),bistro restaurant (new york),0.9090909090909092
bistro restaurant (new york city),bistro restaurant at (new york city),0.9210526315789472
bistro restaurant at (new york city),bistro restaurant (new york city),0.9210526315789472
bistro restaurant (los angeles),bistro restaurant at (los angeles),0.9166666666666666
bistro restaurant at (los angeles),bistro restaurant (los angeles),0.9166666666666666
bistro restaurant (californian),bistro restaurant at (californian),0.9166666666666666
bistro restaurant at (californian),bistro restaurant (californian),0.9166666666666666
bistro restaurant (las vegas),bistro restaurant at (las vegas),0.9117647058823528
bistro restaurant at (las vegas),bistro restaurant (las vegas),0.9117647058823528
restaurant (new york city),restaurant at (new york city),0.9032258064516128
restaurant at (new york city),restaurant (new york city),0.9032258064516128
all india,all india,1.0
all india,all india,1.0
all india (new york),all india (new york),1.0
all india (new york),all india (new york),1.0
all india (new york city),all india (new york city),1.0
all india (new york city),all india (new york city),1.0
all india (los angeles),all india (los angeles),1.0
all india (los angeles),all india (los angeles),1.0
all india (californian),all india (californian),1.0
all india (californian),all india (californian),1.0
all india (las vegas),all india (las vegas),1.0
all india (las vegas),all india (las vegas),1.0
the,the,1.0
the,the,1.0
the (new york),the (new york),1.0
the (new york),the (new york),1.0
the (new york city),the (new york city),1.0
the (new york city),the (new york city),1.0
the (los angeles),the (los angeles),1.0
the (los angeles),the (los angeles),1.0
the (californian),the (californian),1.0
the (californian),the (californian),1.0
the (las vegas),the (las vegas),1.0
the (las vegas),the (las vegas),1.0
chung king,chung king,1.0
chung king,chung king,1.0
chung king (new york),chung king (new york),1.0
chung king (new york),chung king (new york),1.0
chung king (new york city),chung king (new york city),1.0
chung king (new york city),chung king (new york city),1.0
chung king (los angeles),chung king (los angeles),1.0
chung king (los angeles),chung king (los angeles),1.0
chung king (californian),chung king (californian),1.0
chung king (californian),chung king (californian),1.0
chung king (las vegas),chung king (las vegas),1.0
chung king (las vegas),chung king (las vegas),1.0
yang chow,yang chow,1.0
yang chow,yang chow,1.0
yang chow (new york),yang chow (new york),1.0
yang chow (new york),yang chow (new york),1.0
yang chow (new york city),yang chow (new york city),1.0
yang chow (new york city),yang chow (new york city),1.0
yang chow (los angeles),yang chow (los angeles),1.0
yang chow (los angeles),yang chow (los angeles),1.0
yang chow (californian),yang chow (californian),1.0
yang chow (californian),yang chow (californian),1.0
yang chow (las vegas),yang chow (las vegas),1.0
yang chow (las vegas),yang chow (las vegas),1.0
o jang dong,o jang dong,1.0
o jang dong,o jang dong,1.0
o jang dong (new york),o jang dong (new york),1.0
o jang dong (new york),o jang dong (new york),1.0
o jang dong (new york city),o jang dong (new york city),1.0
o jang dong (new york city),o jang dong (new york city),1.0
o jang dong (los angeles),o jang dong (los angeles),1.0
o jang dong (los angeles),o jang dong (los angeles),1.0
o jang dong (californian),o jang dong (californian),1.0
o jang dong (californian),o jang dong (californian),1.0
o jang dong (las vegas),o jang dong (las vegas),1.0
o jang dong (las vegas),o jang dong (las vegas),1.0
no tomatoes & indian,no tomatoes & indian,1.0
no tomatoes & indian,no tomatoes & indian,1.0
no tomatoes & indian (new york),no tomatoes & indian (new york),1.0
no tomatoes & indian (new york),no tomatoes & indian (new york),1.0
no tomatoes & indian (new york city),no tomatoes & indian (new york city),1.0
no tomatoes & indian (new york city),no tomatoes & indian (new york city),1.0
no tomatoes & indian (los angeles),no tomatoes & indian (los angeles),1.0
no tomatoes & indian (los angeles),no tomatoes & indian (los angeles),1.0
no tomatoes & indian (californian),no tomatoes & indian (californian),1.0
no tomatoes & indian (californian),no tomatoes & indian (californian),1.0
no tomatoes & indian (las vegas),no tomatoes & indian (las vegas),1.0
no tomatoes & indian (las vegas),no tomatoes & indian (las vegas),1.0
messob ethiopian,messob ethiopian,1.0
messob ethiopian,messob ethiopian,1.0
messob ethiopian (new york),messob ethiopian (new york),1.0
messob ethiopian (new york),messob ethiopian (new york),1.0
messob ethiopian (new york city),messob ethiopian (new york city),1.0
messob ethiopian (new york city),messob ethiopian (new york city),1.0
