seq1,seq2,authors_authors_jac_qgm_3_qgm_3
"yunyue zhu, dennis shasha","d. shasha, y. zhu",0.15789473684210525
"dennis shasha, yunyue zhu","y. zhu, d. shasha",0.15789473684210525
"yunyue zhu, d. shasha","dennis shasha, y. zhu",0.15789473684210525
"y. zhu, d. shasha","dennis shasha, yunyue zhu",0.15789473684210525
"d. shasha, y. zhu","yunyue zhu, dennis shasha",0.15789473684210525
"y. zhu, dennis shasha","d. shasha, yunyue zhu",0.15789473684210525
"b. he, kevin c. chang","k. chen-chuan chang, bin he",0.18604651162790695
"b. he, k. c. chang","k. chen-chuan chang, bin he",0.175
"b. he, kevin c. chang","k. chen-chuan chang, bin he",0.18604651162790695
"b. he, k. chen-chuan chang","kevin c. chang, bin he",0.16279069767441862
"bin he, kevin chen-chuan chang","k. c. chang, b. he",0.11627906976744184
"k. c. chang, b. he","b. he, kevin chen-chuan chang",0.17073170731707318
"k. c. chang, b. he","b. he, kevin chen-chuan chang",0.17073170731707318
"tova milo, anat eyal","a. eyal, t. milo",0.17647058823529413
"tova milo, a. eyal","anat eyal, t. milo",0.17647058823529413
"a. eyal, t. milo","tova milo, anat eyal",0.17647058823529413
"a. eyal, t. milo","tova milo, anat eyal",0.17647058823529413
"a. eyal, t. milo","tova milo, anat eyal",0.17647058823529413
"tova milo, a. eyal","anat eyal, t. milo",0.17647058823529413
"a. eyal, t. milo","tova milo, anat eyal",0.17647058823529413
"kevin chen-chuan chang, h&#233;ctor garc&#237;a-molina","h. garcia-molina, k. c. chang",0.18840579710144928
"k. c. chang, hector garcia-molina","h. garc&#237;a-molina, kevin chen-chuan chang",0.19696969696969696
"michael gertz, c. t&#252;rker","c. t?rker, m. gertz",0.18181818181818185
"c. t&#252;rker, m. gertz","michael gertz, c. t?rker",0.18181818181818185
"m. gertz, can t&#252;rker","c. t?rker, michael gertz",0.1276595744680851
"can t&#252;rker, michael gertz","m. gertz, c. t?rker",0.1276595744680851
"c. t?rker, m. gertz","michael gertz, can t&#252;rker",0.1276595744680851
"michael gertz, c. t?rker","can t&#252;rker, m. gertz",0.1276595744680851
"c. t?rker, m. gertz","michael gertz, c. t&#252;rker",0.18181818181818185
"c. t&#252;rker, m. gertz","michael gertz, c. t?rker",0.18181818181818185
"michael gertz, c. t?rker","can t&#252;rker, m. gertz",0.1276595744680851
"michael gertz, c. t?rker","c. t&#252;rker, m. gertz",0.18181818181818185
"c. t&#252;rker, m. gertz","michael gertz, c. t?rker",0.18181818181818185
"michael gertz, c. t?rker","can t&#252;rker, m. gertz",0.1276595744680851
"c. t&#252;rker, m. gertz","michael gertz, can t?rker",0.1276595744680851
"l. golab, m. t. ?zsu","m. tamer &#214;zsu, lukasz golab",0.14285714285714285
"m. t. ?zsu, lukasz golab","l. golab, m. tamer &#214;zsu",0.14285714285714285
"m. t. ?zsu, l. golab","lukasz golab, m. tamer &#214;zsu",0.14285714285714285
"m. t. &#214;zsu, l. golab","lukasz golab, m. tamer ?zsu",0.14285714285714285
"lukasz golab, m. tamer &#214;zsu","m. t. ?zsu, l. golab",0.14285714285714285
"jennifer widom, yingwei cui","y. cui, j. widom",0.14634146341463414
"y. cui, j. widom","jennifer widom, yingwei cui",0.14634146341463414
"j. widom, y. cui","yingwei cui, jennifer widom",0.14634146341463414
"j. widom, yingwei cui","y. cui, jennifer widom",0.14634146341463414
"jennifer widom, y. cui","yingwei cui, j. widom",0.14634146341463414
"j. widom, yingwei cui","y. cui, jennifer widom",0.14634146341463414
"jennifer widom, yingwei cui","y. cui, j. widom",0.14634146341463414
"j. widom, yingwei cui","y. cui, jennifer widom",0.14634146341463414
"jennifer widom, yingwei cui","y. cui, j. widom",0.14634146341463414
"jennifer widom, y. cui","yingwei cui, j. widom",0.14634146341463414
"p. j. marr&#243;n, g. lausen","georg lausen, pedro jos? marr?n",0.18867924528301888
"p. j. marr?n, georg lausen","g. lausen, pedro jos&#233; marr&#243;n",0.17543859649122806
"georg lausen, pedro j. marr&#243;n","p. jos? marr?n, g. lausen",0.18867924528301888
"g. lausen, p. jos? marr?n","pedro j. marr&#243;n, georg lausen",0.18867924528301888
"mario gerla, k. xu","kaixin xu, m. gerla",0.1388888888888889
"mario gerla, k. xu","kaixin xu, m. gerla",0.1388888888888889
"k. xu, m. gerla","mario gerla, kaixin xu",0.1388888888888889
"kaixin xu, m. gerla","mario gerla, k. xu",0.1388888888888889
"fernando b. galiano, n. mar?n","nicol?s mar?n, f. berzal galiano",0.18181818181818185
"fernando berzal, n. mar&#237;n","nicol?s mar?n, fernando b. galiano",0.1724137931034483
"f. b. galiano, nicol?s mar?n","n. mar?n, fernando berzal galiano",0.18181818181818185
"f. berzal, nicol&#225;s mar&#237;n","f. b. galiano, n. mar?n",0.15384615384615385
"f. b. galiano, nicol?s mar?n","f. berzal, n. mar&#237;n",0.16666666666666666
"fernando berzal, n. mar&#237;n","f. berzal galiano, nicol?s mar?n",0.17857142857142858
"n. mar&#237;n, fernando berzal","nicol?s mar?n, f. berzal galiano",0.17857142857142858
"f. berzal, nicol&#225;s mar&#237;n","f. b. galiano, n. mar?n",0.15384615384615385
"f. berzal, nicol&#225;s mar&#237;n","fernando berzal galiano, n. mar?n",0.16666666666666666
"fernando berzal, n. mar&#237;n","f. berzal galiano, nicol?s mar?n",0.17857142857142858
"f. b. galiano, n. mar?n","fernando berzal, n. mar&#237;n",0.16326530612244894
"fernando berzal, n. mar&#237;n","nicol?s mar?n, fernando b. galiano",0.1724137931034483
"f. b. galiano, nicol?s mar?n","f. berzal, n. mar&#237;n",0.16666666666666666
"beng c. ooi, kian-lee tan, h. lu","hongjun lu, b. chin ooi, k. tan",0.13559322033898305
"beng chin ooi, k. tan, h. lu","h. lu, b. c. ooi, kian-lee tan",0.19230769230769232
"b. c. ooi, kian-lee tan, h. lu","h. lu, beng chin ooi, k. tan",0.19230769230769232
"r. t. ng, j. han","jiawei han, raymond t. ng",0.15384615384615385
"j. han, raymond t. ng","r. t. ng, jiawei han",0.15384615384615385
"r. t. ng, j. han","jiawei han, raymond t. ng",0.15384615384615385
"r. t. ng, j. han","jiawei han, raymond t. ng",0.15384615384615385
"j. han, raymond t. ng","r. t. ng, jiawei han",0.15384615384615385
"r. t. ng, jiawei han","j. han, raymond t. ng",0.15384615384615385
"ibrahim korpeoglu, h?seyin ?. tan","h&#252;seyin &. tan, i. k&#246;rpeo&#487;lu",0.12857142857142856
"i. k&#246;rpeo&#487;lu, h&#252;seyin &. tan","ibrahim korpeoglu, h. ?zg?r tan",0.14925373134328354
"ibrahim korpeoglu, h?seyin ?zg?r tan","h&#252;seyin &#214;zg&#252;r tan, i. k&#246;rpeo&#487;lu",0.1111111111111111
"i. k&#246;rpeo&#487;lu, h&#252;seyin &. tan","ibrahim korpeoglu, h. ?zg?r tan",0.14925373134328354
"i. k&#246;rpeo&#487;lu, h&#252;seyin &. tan","h?seyin ?zg?r tan, i. korpeoglu",0.14925373134328354
"h&#252;seyin &#214;zg&#252;r tan, ibrahim k&#246;rpeo&#487;lu","i. korpeoglu, h?seyin ?. tan",0.10126582278481013
"h. &#214;zg&#252;r tan, i. k&#246;rpeo&#487;lu","h. ?zg?r tan, ibrahim korpeoglu",0.19696969696969696
"h&#252;seyin &. tan, i. k&#246;rpeo&#487;lu","ibrahim korpeoglu, h?seyin ?. tan",0.12857142857142856
"h. &. tan, i. k&#246;rpeo&#487;lu","i. korpeoglu, h. ?. tan",0.15384615384615385
"h. ?. tan, ibrahim korpeoglu","ibrahim k&#246;rpeo&#487;lu, h&#252;seyin &#214;zg&#252;r tan",0.14473684210526316
"h?seyin ?zg?r tan, i. korpeoglu","ibrahim korpeoglu, h. ?. tan",0.18867924528301888
"h. &. tan, ibrahim k&#246;rpeo&#487;lu","h?seyin ?zg?r tan, i. korpeoglu",0.15873015873015872
"ibrahim korpeoglu, h. ?zg?r tan","i. k&#246;rpeo&#487;lu, h&#252;seyin &#214;zg&#252;r tan",0.14864864864864866
"i. korpeoglu, h. ?. tan","ibrahim k&#246;rpeo&#487;lu, h&#252;seyin &. tan",0.1746031746031746
"h. &#214;zg&#252;r tan, ibrahim k&#246;rpeo&#487;lu","h. ?zg?r tan, i. korpeoglu",0.19696969696969696
"h&#252;seyin &#214;zg&#252;r tan, ibrahim k&#246;rpeo&#487;lu","ibrahim korpeoglu, h. ?. tan",0.14473684210526316
"h. &. tan, i. k&#246;rpeo&#487;lu","i. korpeoglu, h. ?. tan",0.15384615384615385
"h. ?. tan, i. korpeoglu","h&#252;seyin &#214;zg&#252;r tan, ibrahim k&#246;rpeo&#487;lu",0.1388888888888889
"wen-syan li, c. clifton","chris clifton, w. li",0.175
"wen-syan li, chris clifton","c. clifton, w. li",0.175
"c. clifton, w. li","wen-syan li, chris clifton",0.175
"wen-syan li, chris clifton","c. clifton, w. li",0.175
"w. li, chris clifton","c. clifton, wen-syan li",0.175
"wen-syan li, chris clifton","c. clifton, w. li",0.175
"wen-syan li, c. clifton","chris clifton, w. li",0.175
"b. chin ooi, k. tan, y. shu","yanfeng shu, beng c. ooi, kian-lee tan",0.15517241379310345
"b. chin ooi, kian-lee tan, y. shu","beng c. ooi, yanfeng shu, k. tan",0.19642857142857145
"y. shu, b. chin ooi, kian-lee tan","k. tan, beng c. ooi, yanfeng shu",0.15517241379310345
"zhaohui xie, j. han","j. han, z. xie",0.1935483870967742
"zhaohui xie, j. han","jiawei han, z. xie",0.10810810810810813
"j. han, zhaohui xie","z. xie, jiawei han",0.10810810810810813
"j. han, z. xie","zhaohui xie, j. han",0.1935483870967742
"j. han, zhaohui xie","z. xie, jiawei han",0.10810810810810813
"zhaohui xie, jiawei han","j. han, z. xie",0.10810810810810813
"zhaohui xie, jiawei han","j. han, z. xie",0.10810810810810813
"zhaohui xie, jiawei han","j. han, z. xie",0.10810810810810813
"z. xie, jiawei han","j. han, zhaohui xie",0.10810810810810813
"zhaohui xie, j. han","j. han, z. xie",0.1935483870967742
"zhaohui xie, j. han","j. han, z. xie",0.1935483870967742
"z. xie, j. han","j. han, zhaohui xie",0.1935483870967742
"zhaohui xie, j. han","j. han, z. xie",0.1935483870967742
"z. xie, j. han","jiawei han, zhaohui xie",0.10810810810810813
r. h. g?ting,ralf hartmut g&#252;ting,0.14285714285714285
ralf hartmut g&#252;ting,r. h. g?ting,0.14285714285714285
ralf hartmut g?ting,r. h. g&#252;ting,0.14285714285714285
r. hartmut g&#252;ting,ralf h. g?ting,0.14285714285714285
ralf h. g?ting,r. hartmut g&#252;ting,0.14285714285714285
r. h. g?ting,ralf hartmut g&#252;ting,0.14285714285714285
"jimmy lin, alek kolcz","a. kolcz, j. lin",0.17142857142857146
"a. kolcz, jimmy lin","j. lin, alek kolcz",0.17142857142857146
"a. kolcz, j. lin","jimmy lin, alek kolcz",0.17142857142857146
"j. lin, alek kolcz","a. kolcz, jimmy lin",0.17142857142857146
"kareem el gebaly, jimmy lin","j. lin, k. e. gebaly",0.1590909090909091
"j. lin, kareem e. gebaly","k. el gebaly, jimmy lin",0.1590909090909091
"kareem e. gebaly, j. lin","jimmy lin, k. el gebaly",0.1590909090909091
"kareem el gebaly, jimmy lin","j. lin, k. e. gebaly",0.1590909090909091
"k. e. gebaly, jimmy lin","j. lin, kareem el gebaly",0.1590909090909091
"j. lin, kareem el gebaly","k. e. gebaly, jimmy lin",0.1590909090909091
"k. el gebaly, j. lin","jimmy lin, kareem e. gebaly",0.1590909090909091
"y. li, z. liu, huaiyu zhu","h. zhu, ziyang liu, yunyao li",0.14893617021276595
"y. li, z. liu, huaiyu zhu","h. zhu, ziyang liu, yunyao li",0.14893617021276595
"y. li, huaiyu zhu, ziyang liu","z. liu, h. zhu, yunyao li",0.1702127659574468
"y. li, huaiyu zhu, ziyang liu","z. liu, h. zhu, yunyao li",0.1702127659574468
"y. li, e. neuhold","erich neuhold, yunyao li",0.18421052631578946
"yunyao li, e. neuhold","erich neuhold, y. li",0.18421052631578946
"y. li, e. neuhold","erich neuhold, yunyao li",0.18421052631578946
"yunyao li, erich neuhold","e. neuhold, y. li",0.18421052631578946
"yunyao li, e. neuhold","erich neuhold, y. li",0.18421052631578946
"e. neuhold, yunyao li","y. li, erich neuhold",0.18421052631578946
"e. neuhold, y. li","yunyao li, erich neuhold",0.18421052631578946
"erich neuhold, yunyao li","y. li, e. neuhold",0.18421052631578946
"e. neuhold, yunyao li","y. li, erich neuhold",0.18421052631578946
"e. neuhold, yunyao li","y. li, erich neuhold",0.18421052631578946
"e. neuhold, yunyao li","y. li, erich neuhold",0.18421052631578946
"y. li, e. neuhold","erich neuhold, yunyao li",0.18421052631578946
"e. neuhold, yunyao li","y. li, erich neuhold",0.18421052631578946
"e. neuhold, y. li","yunyao li, erich neuhold",0.18421052631578946
"y. li, erich neuhold","e. neuhold, yunyao li",0.18421052631578946
"cong yu, l. popa","lucian popa, c. yu",0.1176470588235294
"cong yu, lucian popa","l. popa, c. yu",0.1176470588235294
"cong yu, lucian popa","l. popa, c. yu",0.1176470588235294
"cong yu, lucian popa","l. popa, c. yu",0.1176470588235294
"c. yu, lucian popa","l. popa, cong yu",0.1176470588235294
"l. popa, cong yu","c. yu, lucian popa",0.1176470588235294
"cong yu, l. popa","lucian popa, c. yu",0.1176470588235294
"l. popa, cong yu","c. yu, lucian popa",0.1176470588235294
"cong yu, l. popa","lucian popa, c. yu",0.1176470588235294
"cong yu, l. popa","lucian popa, c. yu",0.1176470588235294
"l. popa, c. yu","cong yu, lucian popa",0.1176470588235294
"m. kargar, a. an","aijun an, mehdi kargar",0.16666666666666666
"m. kargar, a. an","aijun an, mehdi kargar",0.16666666666666666
"m. kargar, a. an","aijun an, mehdi kargar",0.16666666666666666
"a. an, mehdi kargar","m. kargar, aijun an",0.16666666666666666
"mehdi kargar, aijun an","a. an, m. kargar",0.16666666666666666
"m. kargar, a. an","aijun an, mehdi kargar",0.16666666666666666
"mehdi kargar, aijun an","a. an, m. kargar",0.16666666666666666
"mehdi kargar, a. an","aijun an, m. kargar",0.16666666666666666
"m. kargar, aijun an","a. an, mehdi kargar",0.16666666666666666
"aijun an, mehdi kargar","m. kargar, a. an",0.16666666666666666
"a. an, m. kargar","mehdi kargar, aijun an",0.16666666666666666
"aijun an, x. yu, m. kargar","mehdi kargar, a. an, xiaohui yu",0.19607843137254904
"mehdi kargar, a. an, xiaohui yu","aijun an, x. yu, m. kargar",0.19607843137254904
"aijun an, m. kargar, xiaohui yu","x. yu, a. an, mehdi kargar",0.19607843137254904
"mehdi kargar, xiaohui yu, a. an","aijun an, x. yu, m. kargar",0.19607843137254904
"z. ives, marie jacob","m. jacob, zachary ives",0.1794871794871795
"marie jacob, z. ives","zachary ives, m. jacob",0.1794871794871795
"marie jacob, z. ives","zachary ives, m. jacob",0.1794871794871795
"marie jacob, z. ives","zachary ives, m. jacob",0.1794871794871795
"gao cong, lisi chen","l. chen, g. cong",0.1875
"lisi chen, gao cong","g. cong, l. chen",0.1875
"l. chen, g. cong","gao cong, lisi chen",0.1875
"lisi chen, gao cong","g. cong, l. chen",0.1875
"jiexing li, yufei tao, x. xiao","xiaokui xiao, y. tao, j. li",0.1875
"jiexing li, yufei tao, x. xiao","xiaokui xiao, y. tao, j. li",0.1875
"xiaokui xiao, y. tao, j. li","jiexing li, x. xiao, yufei tao",0.1875
"c. chung, x. hu, y. tao","xiaocheng hu, yufei tao, chin-wan chung",0.18181818181818185
"y. tao, c. chung, x. hu","xiaocheng hu, yufei tao, chin-wan chung",0.18181818181818185
"c. chung, x. hu, y. tao","yufei tao, xiaocheng hu, chin-wan chung",0.18181818181818185
"y. tao, c. chung, x. hu","xiaocheng hu, yufei tao, chin-wan chung",0.18181818181818185
"y. tao, s. zhou, l. zhu","shuigeng zhou, lin zhu, yufei tao",0.1914893617021277
"s. zhou, l. zhu, yufei tao","lin zhu, y. tao, shuigeng zhou",0.1914893617021277
"shuigeng zhou, lin zhu, yufei tao","y. tao, s. zhou, l. zhu",0.1914893617021277
"cheng sheng, y. tao","yufei tao, c. sheng",0.17647058823529413
"ada wai-chee fu, xiaokui xiao, y. tao, r. chi-wing wong","yufei tao, raymond c. wong, x. xiao, ada w. fu",0.1951219512195122
"y. tao, j. gan","junhao gan, yufei tao",0.11428571428571427
"junhao gan, yufei tao","y. tao, j. gan",0.11428571428571427
"j. gan, y. tao","yufei tao, junhao gan",0.11428571428571427
"junhao gan, y. tao","yufei tao, j. gan",0.11428571428571427
"yufei tao, j. gan","junhao gan, y. tao",0.11428571428571427
"yufei tao, j. gan","junhao gan, y. tao",0.11428571428571427
"j. gan, y. tao","yufei tao, junhao gan",0.11428571428571427
"yufei tao, jeffrey x. yu","j. x. yu, y. tao",0.15789473684210525
"y. tao, j. xu yu","jeffrey x. yu, y. tao",0.1388888888888889
"j. x. yu, y. tao","y. tao, jeffrey xu yu",0.1388888888888889
"jeffrey x. yu, y. tao","y. tao, j. xu yu",0.1388888888888889
"jeffrey xu yu, yufei tao","y. tao, j. xu yu",0.16216216216216214
"y. tao, j. x. yu","jeffrey x. yu, yufei tao",0.16216216216216214
"y. tao, j. xu yu","jeffrey xu yu, yufei tao",0.16216216216216214
"j. x. yu, y. tao","yufei tao, jeffrey x. yu",0.15789473684210525
"j. xu yu, yufei tao","y. tao, jeffrey xu yu",0.16216216216216214
"chin-wan chung, x. hu, y. tao","xiaocheng hu, yufei tao, c. chung",0.17857142857142858
"chin-wan chung, xiaocheng hu, yufei tao","y. tao, x. hu, c. chung",0.17857142857142858
"x. hu, y. tao, chin-wan chung","c. chung, xiaocheng hu, yufei tao",0.18181818181818185
"x. hu, y. tao, chin-wan chung","c. chung, xiaocheng hu, yufei tao",0.18181818181818185
"feifei li, m. tang, yufei tao","y. tao, f. li, mingwang tang",0.1956521739130435
"m. tang, feifei li, yufei tao","y. tao, f. li, mingwang tang",0.1956521739130435
"m. tang, feifei li, yufei tao","y. tao, mingwang tang, f. li",0.1956521739130435
"junhao gan, yufei tao","y. tao, j. gan",0.11428571428571427
"j. gan, yufei tao","y. tao, junhao gan",0.11428571428571427
"y. tao, j. gan","junhao gan, yufei tao",0.11428571428571427
"junhao gan, yufei tao","y. tao, j. gan",0.11428571428571427
"cheng sheng, y. tao","yufei tao, c. sheng",0.17647058823529413
"yufei tao, c. sheng","cheng sheng, y. tao",0.17647058823529413
"c. sheng, y. tao","yufei tao, cheng sheng",0.17647058823529413
"miao qiao, xiaocheng hu, y. tao","yufei tao, m. qiao, x. hu",0.1914893617021277
"m. qiao, xiaocheng hu, yufei tao","y. tao, miao qiao, x. hu",0.1914893617021277
"x. hu, m. qiao, yufei tao","miao qiao, y. tao, xiaocheng hu",0.1914893617021277
"m. qiao, y. tao, x. hu","yufei tao, xiaocheng hu, miao qiao",0.1914893617021277
"m. qiao, xiaocheng hu, yufei tao","y. tao, miao qiao, x. hu",0.1914893617021277
"nicolas bruno, w. h. wang","wendy hui wang, n. bruno",0.15217391304347827
"wendy h. wang, n. bruno","nicolas bruno, w. hui wang",0.15217391304347827
"wendy h. wang, n. bruno","nicolas bruno, w. hui wang",0.15217391304347827
"w. h. wang, nicolas bruno","n. bruno, wendy hui wang",0.15217391304347827
"w. hui wang, n. bruno","nicolas bruno, wendy h. wang",0.15217391304347827
"nicolas bruno, wendy h. wang","w. hui wang, n. bruno",0.15217391304347827
"w. hui wang, nicolas bruno","n. bruno, wendy h. wang",0.15217391304347827
"r. liu, wendy h. wang","w. hui wang, ruilin liu",0.11627906976744184
"wendy h. wang, r. liu","ruilin liu, w. hui wang",0.11627906976744184
"w. h. wang, r. liu","ruilin liu, w. hui wang",0.18421052631578946
"wendy hui wang, ruilin liu","r. liu, w. h. wang",0.11627906976744184
"r. liu, wendy h. wang","w. hui wang, r. liu",0.1891891891891892
"wendy h. wang, r. liu","ruilin liu, w. hui wang",0.11627906976744184
"ruilin liu, wendy h. wang","w. hui wang, r. liu",0.11627906976744184
"r. liu, w. h. wang","w. hui wang, ruilin liu",0.18421052631578946
"ruilin liu, wendy h. wang","w. hui wang, r. liu",0.11627906976744184
"wendy hui wang, r. liu","r. liu, w. h. wang",0.1891891891891892
"w. h. wang, r. liu","ruilin liu, wendy hui wang",0.11627906976744184
"ruilin liu, w. hui wang","w. h. wang, r. liu",0.18421052631578946
"h. park, kyuseok shim","k. shim, hyoungmin park",0.14285714285714285
"h. park, k. shim","kyuseok shim, hyoungmin park",0.14285714285714285
"h. park, kyuseok shim","k. shim, hyoungmin park",0.14285714285714285
"kyuseok shim, h. park","hyoungmin park, k. shim",0.14285714285714285
"kyuseok shim, hyoungmin park","h. park, k. shim",0.14285714285714285
"kyuseok shim, hyoungmin park","h. park, k. shim",0.14285714285714285
"kyuseok shim, jungchul woo, sudipto guha","s. guha, k. shim, j. woo",0.19298245614035087
"kyuseok shim, j. woo, sudipto guha","jungchul woo, s. guha, k. shim",0.19298245614035087
"jungchul woo, kyuseok shim, s. guha","k. shim, sudipto guha, j. woo",0.19298245614035087
"s. guha, kyuseok shim, j. woo","jungchul woo, sudipto guha, k. shim",0.19298245614035087
"s. guha, k. shim, j. woo","kyuseok shim, jungchul woo, sudipto guha",0.19298245614035087
"j. woo, kyuseok shim, s. guha","sudipto guha, k. shim, jungchul woo",0.19298245614035087
"kyuseok shim, sudipto guha, j. woo","s. guha, jungchul woo, k. shim",0.19298245614035087
"k. shim, sudipto guha, jungchul woo","j. woo, s. guha, kyuseok shim",0.19298245614035087
"jungchul woo, s. guha, k. shim","sudipto guha, kyuseok shim, j. woo",0.19298245614035087
"s. guha, kyuseok shim","k. shim, sudipto guha",0.15
"s. guha, kyuseok shim","k. shim, sudipto guha",0.15
"kyuseok shim, sudipto guha","s. guha, k. shim",0.15
"kyuseok shim, s. guha","sudipto guha, k. shim",0.15
"s. guha, kyuseok shim","k. shim, sudipto guha",0.15
"k. shim, sudipto guha","s. guha, kyuseok shim",0.15
"kyuseok shim, s. guha","sudipto guha, k. shim",0.15
"s. guha, kyuseok shim","k. shim, sudipto guha",0.15
"h. bast, ingmar weber","i. weber, holger bast",0.1794871794871795
"ingmar weber, holger bast","h. bast, i. weber",0.1794871794871795
"h. bast, ingmar weber","i. weber, holger bast",0.1794871794871795
"i. weber, h. bast","holger bast, ingmar weber",0.1794871794871795
"ingmar weber, holger bast","h. bast, i. weber",0.1794871794871795
"i. weber, holger bast","h. bast, ingmar weber",0.1794871794871795
"h. bast, ingmar weber","i. weber, holger bast",0.1794871794871795
"i. weber, h. bast","holger bast, ingmar weber",0.1794871794871795
"h. bast, ingmar weber","i. weber, holger bast",0.1794871794871795
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"andreas thor, erhard rahm","e. rahm, a. thor",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"andreas thor, erhard rahm","e. rahm, a. thor",0.15384615384615385
"erhard rahm, andreas thor","a. thor, e. rahm",0.15384615384615385
"erhard rahm, a. thor","andreas thor, e. rahm",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"erhard rahm, andreas thor","a. thor, e. rahm",0.15384615384615385
"andreas thor, e. rahm","erhard rahm, a. thor",0.15384615384615385
"a. thor, e. rahm","erhard rahm, andreas thor",0.15384615384615385
"andreas thor, erhard rahm","e. rahm, a. thor",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"erhard rahm, andreas thor","a. thor, e. rahm",0.15384615384615385
"erhard rahm, andreas thor","a. thor, e. rahm",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"e. rahm, a. thor","andreas thor, erhard rahm",0.15384615384615385
"andreas pieris, g. orsi","giorgio orsi, a. pieris",0.1951219512195122
"andreas pieris, giorgio orsi","g. orsi, a. pieris",0.1951219512195122
"g. orsi, a. pieris","andreas pieris, giorgio orsi",0.1951219512195122
"giorgio orsi, a. pieris","andreas pieris, g. orsi",0.1951219512195122
"giorgio orsi, andreas pieris","a. pieris, g. orsi",0.1951219512195122
"g. orsi, a. pieris","andreas pieris, giorgio orsi",0.1951219512195122
"g. orsi, a. pieris","andreas pieris, giorgio orsi",0.1951219512195122
"g. orsi, a. pieris","andreas pieris, giorgio orsi",0.1951219512195122
"a. pieris, g. orsi","giorgio orsi, andreas pieris",0.1951219512195122
"g. orsi, a. pieris","andreas pieris, giorgio orsi",0.1951219512195122
"giorgio orsi, andreas pieris","a. pieris, g. orsi",0.1951219512195122
"a. pieris, giorgio orsi","g. orsi, andreas pieris",0.1951219512195122
"j. m. patel, you j. kim","y. jung kim, jignesh m. patel",0.1956521739130435
"j. m. patel, you j. kim","y. jung kim, jignesh m. patel",0.1956521739130435
"y. j. kim, jignesh patel","j. patel, you jung kim",0.16279069767441862
"you jung kim, jignesh patel","j. patel, y. j. kim",0.13953488372093026
"jignesh patel, y. jung kim","you j. kim, j. patel",0.14285714285714285
"y. j. kim, j. patel","jignesh patel, you jung kim",0.14285714285714285
"s. michel, chuancong gao","c. gao, sebastian michel",0.15555555555555556
"seung-won hwang, z. wang, h. wang, t. lee","haixun wang, taesung lee, zhongyuan wang, s. hwang",0.18461538461538465
"t. lee, zhongyuan wang, seung-won hwang, haixun wang","z. wang, s. hwang, h. wang, taesung lee",0.18461538461538465
"seung-won hwang, h. wang, taesung lee, z. wang","zhongyuan wang, haixun wang, s. hwang, t. lee",0.16923076923076924
"jongwuk lee, seung-won hwang","s. hwang, j. lee",0.14285714285714285
"z. wang, seung-won hwang, t. lee, h. wang","s. hwang, haixun wang, zhongyuan wang, taesung lee",0.18461538461538465
"z. wang, t. lee, seung-won hwang, h. wang","s. hwang, zhongyuan wang, haixun wang, taesung lee",0.18461538461538465
"haixun wang, zhongyuan wang, s. hwang, t. lee","taesung lee, z. wang, h. wang, seung-won hwang",0.16923076923076924
"g. roh, j. roh, s. hwang, b. yi","byoung-kee yi, seung-won hwang, jong-won roh, gook-pil roh",0.19696969696969696
"s. hwang, m. lee","mu-woong lee, seung-won hwang",0.14285714285714285
"seung-won hwang, mu-woong lee","m. lee, s. hwang",0.14285714285714285
"m. lee, s. hwang","seung-won hwang, mu-woong lee",0.14285714285714285
"s. hwang, m. lee","mu-woong lee, seung-won hwang",0.14285714285714285
"s. hwang, m. lee","mu-woong lee, seung-won hwang",0.14285714285714285
"s. hwang, m. lee","mu-woong lee, seung-won hwang",0.14285714285714285
"j. lee, s. hwang","seung-won hwang, jongwuk lee",0.14285714285714285
"j. lee, seung-won hwang","s. hwang, jongwuk lee",0.14285714285714285
"s. hwang, j. lee","jongwuk lee, seung-won hwang",0.14285714285714285
"j. lee, s. hwang","seung-won hwang, jongwuk lee",0.14285714285714285
"jongwuk lee, seung-won hwang","s. hwang, j. lee",0.14285714285714285
"jongwuk lee, s. hwang","seung-won hwang, j. lee",0.14285714285714285
"seung-won hwang, j. lee","jongwuk lee, s. hwang",0.14285714285714285
"j. lee, seung-won hwang","s. hwang, jongwuk lee",0.14285714285714285
"seung-won hwang, j. lee","jongwuk lee, s. hwang",0.14285714285714285
"j. lee, seung-won hwang","s. hwang, jongwuk lee",0.14285714285714285
"jongwuk lee, s. hwang","seung-won hwang, j. lee",0.14285714285714285
"seung-won hwang, jongwuk lee","j. lee, s. hwang",0.14285714285714285
"seung-won hwang, jongwuk lee","j. lee, s. hwang",0.14285714285714285
"s. hwang, jongwuk lee","j. lee, seung-won hwang",0.14285714285714285
"j. lee, seung-won hwang, h. cho","hyunsouk cho, jongwuk lee, s. hwang",0.1896551724137931
"seung-won hwang, j. lee, h. cho","jongwuk lee, hyunsouk cho, s. hwang",0.1896551724137931
