seq1,seq2,authors_authors_jac_qgm_3_qgm_3
"s. madden, d. j. dewitt","david j. dewitt, samuel madden",0.2954545454545455
"d. j. dewitt, s. madden","samuel madden, david j. dewitt",0.2954545454545455
"david j. dewitt, samuel madden","s. madden, d. j. dewitt",0.2954545454545455
"david j. dewitt, samuel madden","s. madden, d. j. dewitt",0.2954545454545455
"samuel madden, david j. dewitt","d. j. dewitt, s. madden",0.2954545454545455
"david j. dewitt, samuel madden","s. madden, d. j. dewitt",0.2954545454545455
"a. cheung, samuel madden","s. madden, alvin cheung",0.24390243902439024
"a. cheung, s. madden","samuel madden, alvin cheung",0.24390243902439024
"s. madden, a. cheung","alvin cheung, samuel madden",0.24390243902439024
"s. madden, alvin cheung","a. cheung, samuel madden",0.24390243902439024
"s. madden, alvin cheung","a. cheung, samuel madden",0.24390243902439024
"s. madden, m. vartak","manasi vartak, samuel madden",0.2380952380952381
"samuel madden, m. vartak","manasi vartak, s. madden",0.2380952380952381
"s. madden, m. vartak","manasi vartak, samuel madden",0.2380952380952381
"s. madden, manasi vartak","m. vartak, samuel madden",0.24390243902439024
"manasi vartak, samuel madden","s. madden, m. vartak",0.2380952380952381
"johannes gehrke, samuel madden","s. madden, j. gehrke",0.2272727272727273
"sam madden, o. moll, holger pirk","h. pirk, oscar moll, s. madden",0.29411764705882354
"holger pirk, oscar moll, sam madden","o. moll, s. madden, h. pirk",0.27450980392156865
"h. pirk, o. moll, s. madden","sam madden, holger pirk, oscar moll",0.27450980392156865
"o. moll, h. pirk, sam madden","s. madden, holger pirk, oscar moll",0.29411764705882354
"holger pirk, oscar moll, sam madden","s. madden, o. moll, h. pirk",0.27450980392156865
"s. madden, o. moll, h. pirk","oscar moll, holger pirk, sam madden",0.27450980392156865
"n. bruno, wei wang, s. madden","samuel madden, nicolas bruno, w. wang",0.2727272727272727
"bruce se chung, w. lee, arbee l. chen","b. se chung, a. lp chen, wang-chien lee",0.2786885245901639
"b. s. chung, w. lee, arbee l. chen","wang-chien lee, a. l. chen, bruce se chung",0.2419354838709677
"b. se chung, w. lee, a. l. chen","wang-chien lee, a. lp chen, bruce se chung",0.2982456140350877
"arbee l. chen, bruce se chung, wang-chien lee","w. lee, bruce s. chung, a. lp chen",0.2903225806451613
"a. lp chen, bruce s. chung, wang-chien lee","a. l. chen, w. lee, b. se chung",0.2982456140350877
"a. l. chen, b. se chung, w. lee","wang-chien lee, arbee l. chen, bruce s. chung",0.2258064516129032
"wang-chien lee, a. l. chen, bruce se chung","b. s. chung, w. lee, arbee l. chen",0.2419354838709677
"bruce s. chung, w. lee, a. l. chen","b. se chung, a. lp chen, wang-chien lee",0.2807017543859649
"arbee lp chen, b. se chung, wang-chien lee","w. lee, a. lp chen, b. s. chung",0.2982456140350877
"a. l. chen, bruce se chung, wang-chien lee","w. lee, b. se chung, arbee l. chen",0.3
"wang-chien lee, b. s. chung, a. l. chen","arbee l. chen, bruce se chung, w. lee",0.2419354838709677
"b. se chung, arbee lp chen, w. lee","bruce s. chung, wang-chien lee, a. l. chen",0.2222222222222222
"bruce s. chung, arbee lp chen, wang-chien lee","w. lee, b. s. chung, a. l. chen",0.2258064516129032
"wang-chien lee, bruce s. chung, arbee l. chen","b. se chung, arbee lp chen, w. lee",0.2698412698412698
"bruce s. chung, w. lee, a. l. chen","arbee lp chen, wang-chien lee, bruce se chung",0.25396825396825395
"arbee lp chen, chung-wen cho, yi-hung wu, show-jane yen, ying zheng","c. cho, y. wu, s. yen, y. zheng, arbee l. chen",0.2948717948717949
"y. zheng, c. cho, a. l. chen, y. wu, show-jane yen","arbee lp chen, s. yen, yi-hung wu, ying zheng, c. cho",0.2972972972972973
"j. koh, c. lin, arbee lp chen","arbee l. chen, chen-yi lin, jia-ling koh",0.2830188679245283
"arbee l. chen, c. lin, j. koh","chen-yi lin, jia-ling koh, a. l. chen",0.2692307692307692
"j. koh, c. lin, a. l. chen","jia-ling koh, arbee lp chen, chen-yi lin",0.27450980392156865
"jia-ling koh, c. lin, arbee lp chen","a. l. chen, c. lin, j. koh",0.2653061224489796
"j. koh, chen-yi lin, a. lp chen","c. lin, a. l. chen, jia-ling koh",0.2708333333333333
"arbee lp chen, jia-ling koh, c. lin","j. koh, chen-yi lin, a. l. chen",0.2452830188679245
"arbee lp chen, jia-ling koh, c. lin","chen-yi lin, j. koh, a. l. chen",0.24074074074074076
"j. koh, chen-yi lin, arbee l. chen","c. lin, a. l. chen, jia-ling koh",0.2549019607843137
"chen-yi lin, a. l. chen, jia-ling koh","j. koh, chen-yi lin, arbee lp chen",0.2830188679245283
"jia-ling koh, c. lin, arbee lp chen","a. l. chen, chen-yi lin, j. koh",0.2037037037037037
"chen-yi lin, a. l. chen, jia-ling koh","arbee lp chen, c. lin, j. koh",0.27450980392156865
"wei p. yang, f. sc tseng, a. lp chen","f. s. tseng, arbee l. chen, w. pang yang",0.2419354838709677
"a. l. chen, f. sc tseng, w. p. yang","w. pang yang, frank s. tseng, arbee lp chen",0.234375
"wei p. yang, frank sc tseng, a. l. chen","f. s. tseng, arbee l. chen, w. pang yang",0.25
"wei p. yang, arbee l. chen, frank sc tseng","a. lp chen, w. pang yang, f. s. tseng",0.26153846153846155
"arbee lp chen, wei p. yang, frank s. tseng","f. sc tseng, w. p. yang, a. l. chen",0.25396825396825395
"x. s. wang, like gao","like gao, xiaoyang sean wang",0.21428571428571427
"like gao, x. s. wang","xiaoyang s. wang, l. gao",0.20512820512820512
"xiaoyang s. wang, like gao","like gao, x. sean wang",0.21428571428571427
"like gao, x. s. wang","l. gao, xiaoyang sean wang",0.2894736842105263
"like gao, x. sean wang","l. gao, xiaoyang s. wang",0.2894736842105263
"xiaoyang s. wang, l. gao","like gao, xiaoyang sean wang",0.2857142857142857
"x. sean wang, l. gao","l. gao, x. s. wang",0.2727272727272727
"xiaoyang s. wang, like gao","like gao, x. sean wang",0.21428571428571427
"l. gao, xiaoyang s. wang","like gao, x. sean wang",0.2894736842105263
"l. gao, x. s. wang","xiaoyang s. wang, like gao",0.20512820512820512
"xiaoyang s. wang, l. gao","like gao, x. s. wang",0.20512820512820512
"x. sean wang, l. gao","like gao, xiaoyang sean wang",0.24390243902439024
"xiaoyang s. wang, l. gao","like gao, x. s. wang",0.20512820512820512
"l. gao, x. s. wang","xiaoyang s. wang, l. gao",0.2857142857142857
"like gao, xiaoyang sean wang","l. gao, x. s. wang",0.2894736842105263
"like gao, xiaoyang sean wang","x. sean wang, l. gao",0.24390243902439024
"xiaoyang s. wang, l. gao","like gao, xiaoyang sean wang",0.2857142857142857
"l. gao, xiaoyang s. wang","like gao, x. sean wang",0.2894736842105263
"l. gao, x. s. wang","like gao, xiaoyang sean wang",0.2894736842105263
"x. s. wang, like gao","l. gao, xiaoyang s. wang",0.20512820512820512
"l. gao, xiaoyang s. wang","x. s. wang, like gao",0.20512820512820512
"like gao, xiaoyang sean wang","x. s. wang, like gao",0.21428571428571427
"like gao, xiaoyang sean wang","x. sean wang, l. gao",0.24390243902439024
"l. gao, x. s. wang","xiaoyang s. wang, l. gao",0.2857142857142857
"s. jajodia, claudio bettini, x. sean wang","c. bettini, xiaoyang s. wang, sushil jajodia",0.2753623188405797
"s. jajodia, c. bettini, x. s. wang","sushil jajodia, xiaoyang sean wang, claudio bettini",0.29850746268656714
"claudio bettini, x. s. wang, sushil jajodia","s. jajodia, xiaoyang sean wang, c. bettini",0.2753623188405797
"y. huang, f. bastani, ruoming jin, x. sean wang","xiaoyang s. wang, favyen bastani, yan huang, r. jin",0.2972972972972973
"y. huang, xiaoyang s. wang, r. jin, favyen bastani","ruoming jin, yan huang, f. bastani, x. sean wang",0.2972972972972973
"f. bastani, yan huang, r. jin, xiaoyang s. wang","y. huang, favyen bastani, x. sean wang, ruoming jin",0.2972972972972973
"xiaoyang wang, seymour ginsburg","s. ginsburg, x. wang",0.2857142857142857
"s. ginsburg, x. wang","xiaoyang wang, seymour ginsburg",0.2857142857142857
"seymour ginsburg, x. wang","xiaoyang wang, s. ginsburg",0.2857142857142857
"s. ginsburg, x. wang","xiaoyang wang, seymour ginsburg",0.2857142857142857
"xiaoyang wang, s. ginsburg","seymour ginsburg, x. wang",0.2857142857142857
"l. gao, xiaoyang s. wang","x. s. wang, l. gao",0.2857142857142857
"xiaoyang sean wang, like gao","x. s. wang, l. gao",0.2894736842105263
"l. gao, x. s. wang","x. sean wang, l. gao",0.2727272727272727
"x. s. wang, l. gao","xiaoyang sean wang, like gao",0.2894736842105263
"l. gao, xiaoyang sean wang","like gao, x. s. wang",0.2894736842105263
"xiaoyang s. wang, like gao","l. gao, x. s. wang",0.20512820512820512
"like gao, xiaoyang s. wang","l. gao, x. sean wang",0.2894736842105263
"xiaoyang s. wang, like gao","l. gao, xiaoyang sean wang",0.2857142857142857
"x. s. wang, l. gao","like gao, xiaoyang s. wang",0.20512820512820512
"like gao, x. sean wang","l. gao, xiaoyang s. wang",0.2894736842105263
"like gao, xiaoyang sean wang","x. sean wang, l. gao",0.24390243902439024
"like gao, x. sean wang","l. gao, xiaoyang s. wang",0.2894736842105263
"l. gao, x. s. wang","xiaoyang s. wang, like gao",0.20512820512820512
"x. sean wang, l. gao","l. gao, x. s. wang",0.2727272727272727
"like gao, xiaoyang sean wang","x. sean wang, l. gao",0.24390243902439024
"l. gao, xiaoyang s. wang","x. s. wang, l. gao",0.2857142857142857
"like gao, x. s. wang","l. gao, xiaoyang sean wang",0.2894736842105263
"l. gao, xiaoyang s. wang","xiaoyang sean wang, like gao",0.2857142857142857
"like gao, x. s. wang","l. gao, xiaoyang sean wang",0.2894736842105263
"like gao, x. sean wang","xiaoyang s. wang, like gao",0.21428571428571427
"like gao, x. s. wang","xiaoyang s. wang, l. gao",0.20512820512820512
"xiaoyang s. wang, l. gao","like gao, xiaoyang sean wang",0.2857142857142857
"like gao, xiaoyang sean wang","xiaoyang s. wang, l. gao",0.2857142857142857
"xiaoyang s. wang, like gao","x. sean wang, l. gao",0.2894736842105263
"xiaoyang sean wang, like gao","x. s. wang, l. gao",0.2894736842105263
"y. qu, xiaoyang sean wang, changzhou wang, l. gao","yunyao qu, like gao, x. s. wang, c. wang",0.2058823529411765
"y. qu, c. wang, xiaoyang sean wang, l. gao","x. s. wang, c. wang, like gao, y. qu",0.2727272727272727
"xiaoyang s. wang, like gao, yunyao qu, c. wang","c. wang, x. sean wang, l. gao, y. qu",0.2258064516129032
"y. qu, c. wang, l. gao, xiaoyang sean wang","l. gao, x. s. wang, yunyao qu, changzhou wang",0.296875
"changzhou wang, l. gao, x. sean wang, yunyao qu","y. qu, xiaoyang sean wang, c. wang, l. gao",0.2857142857142857
"yunyao qu, l. gao, x. sean wang, changzhou wang","x. s. wang, c. wang, like gao, y. qu",0.2222222222222222
"l. gao, y. qu, xiaoyang sean wang, changzhou wang","x. s. wang, l. gao, yunyao qu, c. wang",0.28125
"c. wang, yunyao qu, like gao, xiaoyang s. wang","y. qu, xiaoyang sean wang, changzhou wang, l. gao",0.29850746268656714
"c. wang, yunyao qu, like gao, xiaoyang s. wang","y. qu, changzhou wang, l. gao, x. sean wang",0.2352941176470588
"xiaoyang sean wang, c. wang, l. gao, y. qu","l. gao, yunyao qu, x. s. wang, changzhou wang",0.2272727272727273
"l. gao, c. wang, xiaoyang s. wang, yunyao qu","xiaoyang sean wang, changzhou wang, y. qu, like gao",0.25
"y. qu, changzhou wang, l. gao, x. s. wang","xiaoyang s. wang, c. wang, yunyao qu, l. gao",0.3
"c. wang, l. gao, x. s. wang, y. qu","like gao, xiaoyang sean wang, yunyao qu, c. wang",0.2258064516129032
"xiaoyang s. wang, like gao, y. qu, changzhou wang","c. wang, like gao, x. sean wang, yunyao qu",0.26865671641791045
"xiaoyang sean wang, changzhou wang, l. gao, yunyao qu","like gao, xiaoyang s. wang, y. qu, c. wang",0.2794117647058824
"yunyao qu, changzhou wang, like gao, x. s. wang","xiaoyang s. wang, c. wang, l. gao, y. qu",0.2307692307692308
"changzhou wang, xiaoyang s. wang, like gao, y. qu","y. qu, c. wang, l. gao, x. s. wang",0.288135593220339
"m. mccarthy, z. he, xiaoyang sean wang","z. he, x. s. wang, mitzi mccarthy",0.27586206896551724
"zhen he, xiaoyang s. wang, m. mccarthy","m. mccarthy, z. he, x. sean wang",0.2807017543859649
"m. mccarthy, z. he, x. sean wang","xiaoyang s. wang, mitzi mccarthy, zhen he",0.2258064516129032
"zhen he, x. s. wang, mitzi mccarthy","m. mccarthy, xiaoyang sean wang, zhen he",0.3
"m. mccarthy, xiaoyang sean wang, z. he","zhen he, x. s. wang, m. mccarthy",0.2807017543859649
"x. s. wang, z. he, mitzi mccarthy","m. mccarthy, z. he, xiaoyang sean wang",0.2982456140350877
"zhen he, x. s. wang, mitzi mccarthy","m. mccarthy, xiaoyang sean wang, zhen he",0.3
"m. mccarthy, zhen he, xiaoyang s. wang","z. he, x. sean wang, m. mccarthy",0.2807017543859649
"z. he, xiaoyang s. wang, m. mccarthy","mitzi mccarthy, x. sean wang, z. he",0.27586206896551724
"x. s. wang, zhen he, mitzi mccarthy","m. mccarthy, xiaoyang s. wang, z. he",0.2982456140350877
"letizia tanca, stefano ceri, georg gottlob","s. ceri, g. gottlob, l. tanca",0.2711864406779661
"g. gottlob, stefano ceri, letizia tanca","l. tanca, s. ceri, georg gottlob",0.2711864406779661
"l. tanca, stefano ceri, georg gottlob","s. ceri, g. gottlob, letizia tanca",0.2711864406779661
"stefano ceri, g. gottlob, letizia tanca","l. tanca, s. ceri, georg gottlob",0.2711864406779661
"stefano ceri, georg gottlob, letizia tanca","l. tanca, g. gottlob, s. ceri",0.2711864406779661
"l. tanca, stefano ceri, georg gottlob","s. ceri, g. gottlob, letizia tanca",0.2711864406779661
"l. tanca, s. ceri, georg gottlob","g. gottlob, stefano ceri, letizia tanca",0.2711864406779661
"r. meo, g. psaila, stefano ceri","s. ceri, r. meo, giuseppe psaila",0.28846153846153844
"rosa meo, g. psaila, stefano ceri","giuseppe psaila, s. ceri, r. meo",0.23214285714285715
"rosa meo, giuseppe psaila, stefano ceri","s. ceri, g. psaila, r. meo",0.23214285714285715
"rosa meo, s. ceri, g. psaila","giuseppe psaila, r. meo, stefano ceri",0.23214285714285715
"g. psaila, stefano ceri, r. meo","rosa meo, giuseppe psaila, s. ceri",0.23214285714285715
"rosa meo, stefano ceri, giuseppe psaila","g. psaila, s. ceri, r. meo",0.23214285714285715
"stefano ceri, giuseppe psaila, rosa meo","r. meo, g. psaila, s. ceri",0.23214285714285715
"r. meo, g. psaila, stefano ceri","giuseppe psaila, s. ceri, r. meo",0.28846153846153844
"giuseppe psaila, s. ceri, rosa meo","g. psaila, r. meo, stefano ceri",0.2777777777777778
"s. ceri, r. meo, giuseppe psaila","rosa meo, g. psaila, stefano ceri",0.23214285714285715
"rosa meo, giuseppe psaila, stefano ceri","s. ceri, r. meo, g. psaila",0.23214285714285715
"s. ceri, g. psaila, rosa meo","giuseppe psaila, r. meo, stefano ceri",0.23214285714285715
"r. meo, giuseppe psaila, s. ceri","stefano ceri, g. psaila, r. meo",0.28846153846153844
"g. psaila, stefano ceri, r. meo","rosa meo, giuseppe psaila, s. ceri",0.23214285714285715
"rosa meo, giuseppe psaila, stefano ceri","s. ceri, r. meo, g. psaila",0.23214285714285715
"giuseppe psaila, s. ceri, r. meo","rosa meo, g. psaila, stefano ceri",0.23214285714285715
"angela bonifati, s. ceri","stefano ceri, a. bonifati",0.2926829268292683
"a. bonifati, stefano ceri","s. ceri, angela bonifati",0.2926829268292683
"angela bonifati, s. ceri","stefano ceri, a. bonifati",0.2926829268292683
"stefano ceri, angela bonifati","a. bonifati, s. ceri",0.2926829268292683
"angela bonifati, s. ceri","stefano ceri, a. bonifati",0.2926829268292683
"s. ceri, angela bonifati","a. bonifati, stefano ceri",0.2926829268292683
"angela bonifati, stefano ceri","s. ceri, a. bonifati",0.2926829268292683
"angela bonifati, stefano ceri","s. ceri, a. bonifati",0.2926829268292683
"angela bonifati, stefano ceri","s. ceri, a. bonifati",0.2926829268292683
"alessandro campi, stefano ceri, daniele braga","a. campi, d. braga, s. ceri",0.2807017543859649
"s. ceri, a. campi, daniele braga","d. braga, alessandro campi, stefano ceri",0.23728813559322035
"a. campi, s. ceri, d. braga","daniele braga, alessandro campi, stefano ceri",0.23728813559322035
"alessandro campi, stefano ceri, daniele braga","d. braga, a. campi, s. ceri",0.23728813559322035
"stefano ceri, alessandro campi, daniele braga","a. campi, d. braga, s. ceri",0.23728813559322035
"s. ceri, r. cochrane, j. widom","jennifer widom, stefano ceri, roberta cochrane",0.27419354838709675
"r. cochrane, s. ceri, jennifer widom","j. widom, roberta cochrane, stefano ceri",0.27419354838709675
"r. cochrane, j. widom, stefano ceri","s. ceri, roberta cochrane, jennifer widom",0.2903225806451613
"stefano ceri, r. cochrane, jennifer widom","j. widom, roberta cochrane, s. ceri",0.2903225806451613
"jennifer widom, stefano ceri, roberta cochrane","s. ceri, r. cochrane, j. widom",0.27419354838709675
"jennifer widom, stefano ceri, roberta cochrane","s. ceri, r. cochrane, j. widom",0.27419354838709675
"stefano ceri, giuseppe pelagatti","g. pelagatti, s. ceri",0.2954545454545455
"stefano ceri, giuseppe pelagatti","g. pelagatti, s. ceri",0.2954545454545455
"giuseppe psaila, s. ceri, r. meo","r. meo, g. psaila, stefano ceri",0.28846153846153844
"g. psaila, s. ceri, r. meo","rosa meo, giuseppe psaila, stefano ceri",0.23214285714285715
"g. psaila, rosa meo, stefano ceri","s. ceri, giuseppe psaila, r. meo",0.23214285714285715
"s. ceri, r. meo, g. psaila","r. meo, giuseppe psaila, stefano ceri",0.28846153846153844
"s. ceri, giuseppe psaila, r. meo","rosa meo, g. psaila, stefano ceri",0.23214285714285715
"r. meo, g. psaila, stefano ceri","rosa meo, s. ceri, giuseppe psaila",0.2777777777777778
"s. ceri, giuseppe psaila, r. meo","r. meo, g. psaila, stefano ceri",0.28846153846153844
"s. ceri, giuseppe psaila, r. meo","rosa meo, g. psaila, stefano ceri",0.23214285714285715
"pier luca lanzi, f. d. giunta, s. ceri","francesco d. giunta, stefano ceri, p. l. lanzi",0.29850746268656714
"pier luca lanzi, s. ceri, f. di giunta","francesco d. giunta, p. l. lanzi, stefano ceri",0.2112676056338028
"f. di giunta, pier luca lanzi, s. ceri","p. luca lanzi, stefano ceri, francesco d. giunta",0.2898550724637681
"stefano ceri, francesco di giunta, p. l. lanzi","pier luca lanzi, f. d. giunta, s. ceri",0.24285714285714285
"s. ceri, pier luca lanzi, f. di giunta","francesco d. giunta, p. luca lanzi, stefano ceri",0.2898550724637681
"francesco d. giunta, p. luca lanzi, stefano ceri","s. ceri, pier luca lanzi, f. di giunta",0.2898550724637681
"a. raffio, maristella matera, stefano ceri, f. daniel","s. ceri, alessandro raffio, florian daniel, m. matera",0.2857142857142857
"f. daniel, s. ceri, alessandro raffio, maristella matera","m. matera, stefano ceri, florian daniel, a. raffio",0.2976190476190476
"stefano ceri, m. matera, a. raffio, florian daniel","alessandro raffio, f. daniel, maristella matera, s. ceri",0.2976190476190476
"m. matera, s. ceri, a. raffio, f. daniel","alessandro raffio, florian daniel, maristella matera, stefano ceri",0.2857142857142857
"maristella matera, f. daniel, a. raffio, stefano ceri","s. ceri, alessandro raffio, florian daniel, m. matera",0.2823529411764706
"a. raffio, maristella matera, s. ceri, f. daniel","m. matera, florian daniel, stefano ceri, alessandro raffio",0.2976190476190476
"a. campi, s. ceri, d. braga","stefano ceri, daniele braga, alessandro campi",0.23728813559322035
"alessandro campi, stefano ceri, d. braga","daniele braga, s. ceri, a. campi",0.23728813559322035
"s. ceri, daniele braga, a. campi","d. braga, alessandro campi, stefano ceri",0.27586206896551724
"d. braga, stefano ceri, alessandro campi","a. campi, daniele braga, s. ceri",0.27586206896551724
"y. mu, w. fan, xiaobai liu, wei liu","w. liu, yadong mu, x. liu, wei fan",0.2916666666666667
"xiaobai liu, yadong mu, w. liu, w. fan","y. mu, wei fan, wei liu, x. liu",0.23404255319148934
"y. mu, w. fan, xiaobai liu, wei liu","w. liu, yadong mu, x. liu, wei fan",0.2916666666666667
"y. mu, w. liu, xiaobai liu, w. fan","yadong mu, wei fan, wei liu, x. liu",0.2888888888888889
"bolin ding, z. li, r. kays, j. han","j. han, roland kays, zhenhui li, b. ding",0.2786885245901639
"z. li, roland kays, j. han, b. ding","bolin ding, r. kays, zhenhui li, jiawei han",0.22388059701492535
"b. ding, roland kays, jiawei han, z. li","zhenhui li, j. han, r. kays, bolin ding",0.22388059701492535
"zhenhui li, r. kays, j. han, b. ding","jiawei han, b. ding, roland kays, z. li",0.29508196721311475
"bolin ding, zhenhui li, r. kays, jiawei han","z. li, b. ding, j. han, r. kays",0.3
"bolin ding, zhenhui li, j. han, r. kays","roland kays, jiawei han, b. ding, z. li",0.22388059701492535
"bolin ding, zhenhui li, j. han, roland kays","r. kays, j. han, z. li, b. ding",0.3
"zhenhui li, r. kays, j. han, bolin ding","b. ding, jiawei han, z. li, r. kays",0.3
"b. ding, z. li, r. kays, jiawei han","j. han, roland kays, bolin ding, zhenhui li",0.22388059701492535
"zhenhui li, bolin ding, j. han, r. kays","jiawei han, b. ding, roland kays, z. li",0.22388059701492535
"zhenhui li, b. ding, roland kays, jiawei han","j. han, r. kays, b. ding, z. li",0.29508196721311475
"bolin ding, lu qin, jeffrey x. yu","l. qin, j. x. yu, b. ding",0.24
"bolin ding, l. qin, j. xu yu","jeffrey x. yu, bolin ding, lu qin",0.27450980392156865
"jeffrey xu yu, b. ding, lu qin","bolin ding, j. x. yu, l. qin",0.2653061224489796
"l. qin, j. x. yu, bolin ding","b. ding, j. xu yu, lu qin",0.26666666666666666
"bolin ding, l. qin, j. xu yu","lu qin, jeffrey xu yu, b. ding",0.24
"lu qin, j. x. yu, bolin ding","b. ding, jeffrey x. yu, l. qin",0.24
"j. x. yu, b. ding, lu qin","l. qin, bolin ding, jeffrey x. yu",0.24
"l. qin, j. x. yu, b. ding","lu qin, bolin ding, jeffrey x. yu",0.2916666666666667
"lu qin, j. x. yu, bolin ding","b. ding, lu qin, jeffrey x. yu",0.2916666666666667
"b. ding, j. x. yu, l. qin","bolin ding, lu qin, jeffrey x. yu",0.2916666666666667
"jeffrey xu yu, lu qin, b. ding","l. qin, j. x. yu, bolin ding",0.2653061224489796
"jeffrey x. yu, bolin ding, lu qin","lu qin, b. ding, j. xu yu",0.21568627450980396
"l. qin, j. x. yu, bolin ding","bolin ding, jeffrey xu yu, lu qin",0.27450980392156865
"bolin ding, jeffrey x. yu, lu qin","l. qin, j. xu yu, bolin ding",0.27450980392156865
"b. ding, jeffrey xu yu, lu qin","l. qin, j. xu yu, bolin ding",0.24
"bolin ding, j. xu yu, lu qin","lu qin, jeffrey x. yu, b. ding",0.21568627450980396
"bolin ding, l. qin, j. xu yu","lu qin, b. ding, jeffrey x. yu",0.2653061224489796
"l. qin, b. ding, jeffrey xu yu","b. ding, j. x. yu, lu qin",0.22916666666666666
"b. ding, david lo, j. han, siau-cheng khoo","s. khoo, d. lo, b. ding, jiawei han",0.2698412698412698
"jiawei han, s. khoo, bolin ding, david lo","b. ding, d. lo, j. han, siau-cheng khoo",0.2537313432835821
"bolin ding, d. lo, jiawei han, s. khoo","b. ding, j. han, siau-cheng khoo, david lo",0.2923076923076923
"s. khoo, j. han, b. ding, david lo","d. lo, siau-cheng khoo, bolin ding, j. han",0.29508196721311475
"j. han, david lo, siau-cheng khoo, b. ding","bolin ding, jiawei han, d. lo, s. khoo",0.22058823529411764
"b. ding, david lo, jiawei han, s. khoo","d. lo, j. han, siau-cheng khoo, bolin ding",0.22058823529411764
"d. lo, jiawei han, siau-cheng khoo, b. ding","bolin ding, s. khoo, d. lo, j. han",0.25396825396825395
"b. ding, z. li, jiawei han, marianne winslett","bolin ding, m. winslett, zhenhui li, j. han",0.29577464788732394
"j. han, zhenhui li, m. winslett, bolin ding","b. ding, marianne winslett, jiawei han, z. li",0.2602739726027397
"jiawei han, zhenhui li, bolin ding, marianne winslett","j. han, z. li, m. winslett, b. ding",0.29577464788732394
"y. tong, l. chen, b. ding","bolin ding, yongxin tong, lei chen",0.2553191489361702
"lei chen, y. tong, bolin ding","b. ding, yongxin tong, l. chen",0.2765957446808511
"y. tong, l. chen, b. ding","bolin ding, yongxin tong, lei chen",0.2553191489361702
"arnd christian knig, b. ding","bolin ding, arnd c. knig",0.2727272727272727
"a. christian knig, b. ding","bolin ding, a. c. knig",0.2380952380952381
"arnd c. knig, bolin ding","bolin ding, a. christian knig",0.2954545454545455
"b. ding, arnd c. knig","bolin ding, a. christian knig",0.2857142857142857
"bolin ding, a. c. knig","b. ding, arnd christian knig",0.2857142857142857
"bolin ding, arnd christian knig","b. ding, a. c. knig",0.2857142857142857
"bolin ding, a. c. knig","b. ding, arnd christian knig",0.2857142857142857
"arnd c. knig, bolin ding","b. ding, arnd christian knig",0.2727272727272727
"a. christian knig, b. ding","b. ding, arnd c. knig",0.24390243902439024
"arnd c. knig, bolin ding","bolin ding, a. christian knig",0.2954545454545455
"b. ding, arnd c. knig","bolin ding, a. christian knig",0.2857142857142857
"b. ding, arnd christian knig","arnd c. knig, bolin ding",0.2727272727272727
"arnd c. knig, bolin ding","a. christian knig, b. ding",0.2857142857142857
"b. ding, a. c. knig","arnd christian knig, b. ding",0.24390243902439024
"bolin ding, arnd c. knig","b. ding, a. christian knig",0.2857142857142857
"b. ding, arnd c. knig","a. christian knig, b. ding",0.24390243902439024
"arnd christian knig, b. ding","b. ding, a. c. knig",0.24390243902439024
"yongxin tong, lei chen, bolin ding, libin wang, jieying she","l. chen, l. wang, b. ding, j. she, y. tong",0.2916666666666667
"l. chen, b. ding, l. wang, j. she, y. tong","yongxin tong, libin wang, bolin ding, jieying she, lei chen",0.2916666666666667
"l. wang, yongxin tong, l. chen, bolin ding, jieying she","j. she, b. ding, libin wang, y. tong, lei chen",0.2777777777777778
"jieying she, l. chen, y. tong, b. ding, t. wo, ke xu","bolin ding, j. she, k. xu, yongxin tong, tianyu wo, lei chen",0.26744186046511625
"jieying she, t. wo, bolin ding, y. tong, l. chen, ke xu","b. ding, k. xu, yongxin tong, tianyu wo, lei chen, j. she",0.2790697674418605
"tianyu wo, jieying she, l. chen, k. xu, yongxin tong, bolin ding","j. she, b. ding, y. tong, t. wo, lei chen, ke xu",0.2906976744186047
"j. li, lu qin, j. xu yu, bolin ding, wenfei fan","jianzhong li, w. fan, l. qin, b. ding, jeffrey x. yu",0.2469135802469136
"wenfei fan, jianzhong li, j. xu yu, lu qin, bolin ding","j. li, jeffrey xu yu, l. qin, b. ding, w. fan",0.27848101265822783
"j. x. yu, j. li, b. ding, l. qin, w. fan","bolin ding, lu qin, jeffrey xu yu, wenfei fan, jianzhong li",0.2195121951219512
"j. li, l. qin, j. xu yu, bolin ding, w. fan","lu qin, wenfei fan, b. ding, j. x. yu, jianzhong li",0.28378378378378377
"lu qin, j. li, bolin ding, wenfei fan, jeffrey x. yu","jianzhong li, b. ding, w. fan, l. qin, j. xu yu",0.2987012987012987
"w. fan, l. qin, b. ding, jianzhong li, jeffrey xu yu","j. x. yu, lu qin, wenfei fan, bolin ding, j. li",0.2073170731707317
"h. wang, z. wang, b. ding, jiawei han, ruoming jin","b. ding, j. han, r. jin, haixun wang, zhongyuan wang",0.2753623188405797
"r. jin, h. wang, jiawei han, z. wang, bolin ding","j. han, haixun wang, zhongyuan wang, b. ding, ruoming jin",0.2297297297297297
"j. han, b. ding, r. jin, haixun wang, z. wang","ruoming jin, bolin ding, h. wang, zhongyuan wang, jiawei han",0.25675675675675674
"h. wang, z. wang, bolin ding, ruoming jin, j. han","r. jin, b. ding, zhongyuan wang, j. han, haixun wang",0.29411764705882354
