"id","title","authors","venue","year"
507236,"atomicity and isolation for transactional processes","heiko schuldt, gustavo alonso, catriel beeri, hans-j&#246;rg schek","acm transactions on database systems (tods)",2002
505049,"editorial","richard snodgrass","acm transactions on database systems (tods)",2001
505055,"editorial","richard snodgrass","acm transactions on database systems (tods)",2001
507340,"data management issues in electronic commerce: guest editor's introduction","asuman dogac","acm sigmod record",2002
507341,"the design and performance evaluation of alternative xml storage strategies","feng tian, david j. dewitt, jianjun chen, chun zhang","acm sigmod record",2002
507237,"a logical foundation for deductive object-oriented databases","mengchi liu, gillian dobbie, tok wang ling","acm transactions on database systems (tods)",2002
507339,"data management issues in electronic commerce","asuman dogac","acm sigmod record",2002
507344,"an active functionality service for e-business applications","m. cilia, a. p. buchmann","acm sigmod record",2002
507345,"contracting in the days of ebusiness","w. h&#252;mmer, w. lehner, h. wedekind","acm sigmod record",2002
507342,"supporting global user profiles through trusted authorities","ibrahim cingil","acm sigmod record",2002
507343,"the n-tier hub technology","rainer a. sommer, thomas r. gulledge, david bailey","acm sigmod record",2002
375774,"snowball: a prototype system for extracting relations from large text collections","eugene agichtein, luis gravano, jeff pavel, viktoriya sokolova, aleksandr voskoboynik","international conference on management of data",2001
375773,"fault-tolerant, load-balancing queries in telegraph","mehul a. shah, sirish chandrasekaran","international conference on management of data",2001
375777,"spatial data management for computer aided design","hans-peter kriegel, andreas m&#252;ller, marco p&#246;tke, thomas seidl","international conference on management of data",2001
375776,"pbir - perception-based image retrieval","edward chang, kwang-ting cheng, lihyuarn l. chang","international conference on management of data",2001
375780,"dynamic content acceleration: a caching solution to enable scalable dynamic web page generation","anindya datta, kaushik dutta, krithi ramamritham, helen thomas, debra vandermeer","international conference on management of data",2001
375779,"retina: a real-time traffic navigation system","kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung","international conference on management of data",2001
375786,"dna-miner: a system prototype for mining dna sequences","jiawei han, hasan jamil, ying lu, liangyou chen, yaqin liao, jian pei","international conference on management of data",2001
375783,"lots o'ticks: real time high performance time series queries on billions of trades and quotes","arthur whitney, dennis shasha","international conference on management of data",2001
375792,"xml data management (panel session): go native or spruce up relational systems?","per-&#197;ke larson, dana florescu, goetz graefe, guido moerkotte, hamid pirahesh, harald sch&#246;ning","international conference on management of data",2001
375789,"dyda: data warehouse maintenance in fully concurrent environments","jun chen, xin zhang, songting chen, andreas koeller, elke a. rundensteiner","international conference on management of data",2001
375798,"application servers (panel session): born-again tp monitors for the web","c. mohan, larry cable, matthieu devin, scott dietzen, pat helland, dan wolfson","international conference on management of data",2001
375796,"will database researchers have any role in data security? (panel session)","arnon rosenthal, klaus dittrich, jim donahue, bill maimone","international conference on management of data",2001
375808,"time series similarity measures and time series indexing (abstract only)","dimitrios gunopulos, gautam das","international conference on management of data",2001
375800,"online query processing: a tutorial","peter j. haas, joseph m. hellerstein","international conference on management of data",2001
375812,"models and languages for describing and discovering e-services","fabio casati, ming-chien shan","international conference on management of data",2001
375810,"semantic b2b integration","christoph bussler","international conference on management of data",2001
375814,"standard for multimedia databases","john r. smith","international conference on management of data",2001
377665,"temporal statement modifiers","michael h. b&#246;hlen, christian s. jensen, richard thomas snodgrass","acm transactions on database systems (tods)",2000
377676,"optimizing object queries using an effective calculus","leonidas fegaras, david maier","acm transactions on database systems (tods)",2000
377677,"cache investment: integrating query optimization and distributed data placement","donald kossmann, michael j. franklin, gerhard drasch, wig ag","acm transactions on database systems (tods)",2000
381860,"advances in real-time database systems research","azer bestavros","acm sigmod record",1996
381868,"integrating temporal, real-time, an active databases","krithi ramamritham, raju sivasankaran, john a. stankovic, don t. towsley, ming xiong","acm sigmod record",1996
381870,"real-time index concurrency control","jayant r. haritsa, s. seshadri","acm sigmod record",1996
381873,"real-time database - similarity and resource scheduling","tei-wei kuo, aloysius k. mok","acm sigmod record",1996
381876,"exploiting main memory dbms features to improve real-time concurrency control protocols","&#214;zg&#252;r ulusoy, alejandro buchmann","acm sigmod record",1996
381878,"enhancing external consistency in real-time transactions","kwei-jay lin, ching-shan peng","acm sigmod record",1996
381879,"improving timeliness in real-time secure database systems","sang h. son, rasikan david, bhavani thuraisingham","acm sigmod record",1996
381881,"deeds towards a distributed and active real-time database system","s. f. andler, j. hansson, j. eriksson, j. mellin, m. berndtsson, b. eftring","acm sigmod record",1996
381882,"overview of the stanford real-time information processor (strip)","brad adelberg, ben kao, hector garcia-molina","acm sigmod record",1996
381886,"database research: achievements and opportunities into the 1st century","avi silberschatz, mike stonebraker, jeff ullman","acm sigmod record",1996
381889,"workshop report: the first international workshop on active and real-time database systems (artdb-95)","mikael berndtsson, j&#246;rgen hansson","acm sigmod record",1996
381890,"integrating contents and structure in text retrieval","ricardo baeza-yates, gonzalo navarro","acm sigmod record",1996
335494,"lambda-db: an odmg-based object-oriented dbms","leonidas fegaras, chandrasekhar srinivasan, arvind rajendran, david maier","international conference on management of data",2000
335495,"an approximate search engine for structural databases","jason t. l. wang, xiong wang, dennis shasha, bruce a. shapiro, kaizhong zhang, qicheng ma, zasha weinberg","international conference on management of data",2000
335484,"research issues in moving objects databases (tutorial session)","ouri wolfson","international conference on management of data",2000
335492,"self-organizing data sharing communities with sagres","zachary ives, alon levy, jayant madhavan, rachel pottinger, stefan saroiu, igor tatarinov, shiori betzler, qiong chen, ewa jaslikowska, jing su, wai tak theodora yeung","international conference on management of data",2000
335480,"data access (tutorial session)","jos&#233; a. blakeley, anand deshpande","international conference on management of data",2000
335482,"ldap directory services- just another database application? (tutorial session)","shridhar shukla, anand deshpande","international conference on management of data",2000
335477,"designing an ultra highly available dbms (tutorial session)","svein erik bratsberg, &#216;ystein torbj&#248;rnsen","international conference on management of data",2000
335479,"data management in ecommerce (tutorial session): the good, the bad, and the ugly","avigdor gal","international conference on management of data",2000
335474,"application architecture (panel session): 2tier or 3tier? what is dbms's role?","anil k. nori","international conference on management of data",2000
335476,"of xml and databases (panel session): where's the beef?","jennifer widom, adam bosworth, bruce lindsay, michael stonebraker, dan suciu","international conference on management of data",2000
335471,"from browsing to interacting: dbms support for responsive websites","raghu ramakrishnan","international conference on management of data",2000
335473,"index research (panel session): forest or trees?","joseph m. hellerstein, hans-peter kriegel, david comet, christos falsutsos, raghu ramakrishnan, paul brown","international conference on management of data",2000
335468,"sqlem: fast clustering in sql using the em algorithm","carlos ordonez, paul cereghini","international conference on management of data",2000
335469,"anatomy of a real e-commerce system","anant jhingran","international conference on management of data",2000
335465,"handling very large databases with informix extended parallel server","andreas weininger","international conference on management of data",2000
335466,"internet traffic warehouse","chung-min chen, munir cochinwala, claudio petrone, marc pucci, sunil samtani, patrizia santa","international conference on management of data",2000
336589,"disima: a distributed and interoperable image database system","vincent oria, m. tamer &#214;zsu, paul j. iglinski, shu lin, bin yao","international conference on management of data",2000
336587,"integrating replacement policies in storm: an extensible approach","chong leng goh, beng chin ooi, stephane bressan, kian-lee tan","international conference on management of data",2000
336583,"spire: a progressive content-based spatial image retrieval engine","chung-sheng li, lawrence d. bergman, yuan-chi chang, vittorio castelli, john r. smith","international conference on management of data",2000
336579,"aqr-toolkit: an adaptive query routing middleware for distributed data intensive systems","ling liu, calton pu, david buttler, wei han, henrique paques, wei tang","international conference on management of data",2000
336578,"tip: a temporal extension to informix","jun yang, huacheng c. ying, jennifer widom","international conference on management of data",2000
336577,"a goal-driven auto-configuration tool for the distributed workflow management system mentorlite","michael gillmann, jeanine weissenfels, german shegalov, wolfgang wonner, gerhard weikum","international conference on management of data",2000
336575,"mocha: a database middleware system featuring automatic deployment of application-specific functionality","manuel rodr&#237;guez-mart&#237;nez, nick roussopoulos, john m. mcgann, stephen kelley, vadim katz, zhexuan song, joseph j&#225;j&#225;","international conference on management of data",2000
336573,"image mining in iris: integrated retinal information system","wynne hsu, mong li lee, kheng guan goh","international conference on management of data",2000
336572,"towards data mining benchmarking: a test bed for performance study of frequent pattern mining","jian pei, runying mao, kan hu, hua zhu","international conference on management of data",2000
336570,"concept based design of data warehouses: the dwq demonstrators","m. jarke, c. quix, d. calvanese, m. lenzerini, e. franconi, s. ligoudistianos, p. vassiliadis, y. vassiliou","international conference on management of data",2000
336568,"ajax: an extensible data cleaning tool","helena galhardas, daniela florescu, dennis shasha, eric simon","international conference on management of data",2000
336564,"i3: intelligent, interactive investigation of olap data cubes","sunita sarawagi, gayatri sathe","international conference on management of data",2000
336562,"javax.xxl: a prototype for a library of query processing algorithms","jochen van den bercken, jens-peter dittrich, bernhard seeger","international conference on management of data",2000
336560,"fact: a learning based web query processing system","songting chen, yanlei diao, hongjun lu, zengping tian","international conference on management of data",2000
335497,"homer: a model-based case tool for data-intensive web sites","paolo merialdo, paolo atzeni, marco magnante, giansalvatore mecca, marco pecorone","international conference on management of data",2000
335496,"serfing the web: web site management made easy","elke a. rundensteiner, kajal t. claypool, li chen, hong su, keiji oenoki","international conference on management of data",2000
335430,"webview materialization","alexandros labrinidis, nick roussopoulos","international conference on management of data",2000
335432,"niagaracq: a scalable continuous query system for internet databases","jianjun chen, david j. dewitt, feng tian, yuan wang","international conference on management of data",2000
335433,"the onion technique: indexing for linear optimization queries","yuan-chi chang, lawrence bergman, vittorio castelli, chung-sheng li, ming-ling lo, john r. smith","international conference on management of data",2000
335434,"on effective multi-dimensional indexing for strings","h. v. jagadish, nick koudas, divesh srivastava","international conference on management of data",2000
335426,"a data model and data structures for moving objects databases","luca forlizzi, ralf hartmut g&#252;ting, enrico nardelli, markus schneider","international conference on management of data",2000
335427,"indexing the positions of continuously moving objects","simonas &#352;altenis, christian s. jensen, scott t. leutenegger, mario a. lopez","international conference on management of data",2000
335428,"adaptive multi-stage distance join processing","hyoseop shin, bongki moon, sukho lee","international conference on management of data",2000
335429,"finding replicated web collections","junghoo cho, narayanan shivakumar, hector garcia-molina","international conference on management of data",2000
335421,"a chase too far?","lucian popa, alin deutsch, arnaud sahuguet, val tannen","international conference on management of data",2000
335422,"wsq/dsq: a practical approach for combined querying of databases and the web","roy goldman, jennifer widom","international conference on management of data",2000
335423,"a framework for expressing and combining preferences","rakesh agrawal, edward l. wimmers","international conference on management of data",2000
335424,"microsoft terraserver: a spatial data warehouse","tom barclay, jim gray, don slutz","international conference on management of data",2000
335416,"towards self-tuning data placement in parallel database systems","mong li lee, masaru kitsuregawa, beng chin ooi, kian-lee tan, anirban mondal","international conference on management of data",2000
335418,"lh*rs: a high-availability scalable distributed data structure using reed solomon codes","witold litwin, thomas schwarz","international conference on management of data",2000
335419,"efficient and extensible algorithms for multi query optimization","prasan roy, s. seshadri, s. sudarshan, siddhesh bhobe","international conference on management of data",2000
335420,"eddies: continuously adaptive query processing","ron avnur, joseph m. hellerstein","international conference on management of data",2000
335461,"dlfm: a transactional resource manager","hui-i hsiao, inderpal narang","international conference on management of data",2000
335459,"going beyond personalization: rule engines at work","eric kintzer","international conference on management of data",2000
335463,"indexing images in oracle8i","melliyal annamalai, rajiv chopra, samuel defazio, susan mavris","international conference on management of data",2000
335462,"online index rebuild","nagavamsi ponnekanti, hanuma kodavalla","international conference on management of data",2000
335454,"maintenance of cube automatic summary tables","wolfgang lehner, richard sidle, hamid pirahesh, roberta wolfgang cochrane","international conference on management of data",2000
335452,"benchmarking queries over trees: learning the hard truth the hard way","fanny wattez, sophie cluet, v&#233;ronique benzaken, guy ferran, christian fiegel","international conference on management of data",2000
335457,"expressing business rules","ronald g. ross","international conference on management of data",2000
335455,"challenges in automating declarative business rules to enable rapid business response","val huber","international conference on management of data",2000
335449,"making b+- trees cache conscious in main memory","jun rao, kenneth a. ross","international conference on management of data",2000
335448,"approximating multi-dimensional aggregate range queries over real attributes","dimitrios gunopulos, george kollios, vassilis j. tsotras, carlotta domeniconi","international conference on management of data",2000
335451,"counting, enumerating, and sampling of execution plans in a cost-based query optimizer","florian waas, c&#233;sar galindo-legaria","international conference on management of data",2000
335450,"congressional samples for approximate answering of group-by queries","swarup acharya, phillip b. gibbons, viswanath poosala","international conference on management of data",2000
335437,"efficient algorithms for mining outliers from large data sets","sridhar ramaswamy, rajeev rastogi, kyuseok shim","international conference on management of data",2000
335436,"efficient and cost-effective techniques for browsing and indexing large video databases","junghwan oh, kien a. hua","international conference on management of data",2000
335439,"designing and mining multi-terabyte astronomy archives: the sloan digital sky survey","alexander s. szalay, peter z. kunszt, ani thakar, jim gray, don slutz, robert j. brunner","international conference on management of data",2000
335438,"privacy-preserving data mining","rakesh agrawal, ramakrishnan srikant","international conference on management of data",2000
369278,"using quantitative information for efficient association rule generation","b. p&#244;ssas, m. carvalho, r. resende, w. meita, jr.","acm sigmod record",2000
369281,"object database evolution using separation of concerns","awais rashid, peter sawyer","acm sigmod record",2000
369276,"report on the vldb workshop on technologies for e-services (tes)","fabio casati, umesh dayal, ming-chien shan","acm sigmod record",2000
369277,"research and practice in federated information systems","w. hasselbring, w.-j. van den heuvel, g. j. houben, r.-d. kutsche, b. rieger, m. roantree, k. subieta","acm sigmod record",2000
369287,"moving up the food chain: supporting e-commerce applications on databases","anant jhingran","acm sigmod record",2000
369289,"a vision for management of complex models","phillip a. bernstein, alon y. halevy, rachel a. pottinger","acm sigmod record",2000
369282,"cache invalidation scheme for mobile computing systems with real-time data","joe chun-hung yuen, edward chan, kam-yiu lam, h. w. leung","acm sigmod record",2000
369284,"theory of answering queries using views","alon y. halevy","acm sigmod record",2000
362138,"metadata standards for data warehousing: open information model vs. common warehouse metadata","thomas vetterli, anca vaduva, martin staudt","acm sigmod record",2000
362140,"comparative analysis of six xml schema languages","dongwon lee, wesley w. chu","acm sigmod record",2000
362136,"constraint databases: a tutorial introduction","jan van den bussche","acm sigmod record",2000
362137,"the implementation and performance of compressed databases","till westmann, donald kossmann, sven helmer, guido moerkotte","acm sigmod record",2000
363955,"a new approach to developing and implementing eager database replication protocols","bettina kemme, gustavo alonso","acm transactions on database systems (tods)",2000
363956,"theory of dependence values","rosa meo","acm transactions on database systems (tods)",2000
362142,"knowledge discovery in data warehouses","themistoklis palpanas","acm sigmod record",2000
363954,"an algebraic approach to static analysis of active database rules","elena baralis, jennifer widom","acm transactions on database systems (tods)",2000
373709,"sql and management of external data","jim melton, jan-eike michels, vanja josifovski, krishna kulkarni, peter schwarz, kathy zeidenstein","acm sigmod record",2001
373708,"report on the fourth international conference on flexible query answering systems (fqas 2000)","patrick bosc, amihai motro, gabriella pasi","acm sigmod record",2001
373705,"xml and information retrieval: a sigir 2000 workshop","david carmel, yoelle maarek, aya soffer","acm sigmod record",2001
373699,"report on xewa-00: the xml enabled wide-area searches for bioinformatics workshop","terence critchlow","acm sigmod record",2001
375666,"iceberg-cube computation with pc clusters","raymond t. ng, alan wagner, yu yin","international conference on management of data",2001
375665,"on computing correlated aggregates over continual data streams","johannes gehrke, flip korn, divesh srivastava","international conference on management of data",2001
375664,"efficient computation of iceberg cubes with complex measures","jiawei han, jian pei, guozhu dong, ke wang","international conference on management of data",2001
373713,"the clio project: managing heterogeneity","ren&#233;e j. miller, mauricio a. hern&#225;ndez, laura m. haas, lingling yan, c. t. howard ho, ronald fagin, lucian popa","acm sigmod record",2001
373678,"querying multi-dimensional data indexed using the hilbert space-filling curve","j. k. lawder, p. j. h. king","acm sigmod record",2001
373638,"re-designing distance functions and distance-based applications for high dimensional data","charu c. aggarwal","acm sigmod record",2001
373631,"eiha?!?: deploying web and wap services using xml technology","chiara biancheri, jean-christophe pazzaglia, gavino paddeu","acm sigmod record",2001
369291,"new tpc benchmarks for decision support and web commerce","meikel poess, chris floyd","acm sigmod record",2000
373697,"constraints for semistructured data and xml","peter buneman, wenfei fan, j&#233;r&#244;me sim&#233;on, scott weinstein","acm sigmod record",2001
373691,"towards knowledge-based digital libraries","ling feng, marfred a. jeusfeld, jeroen hoppenbrouwers","acm sigmod record",2001
373684,"quality of service in multimedia digital libraries","elisa bertino, ahmed k. elmagarmid, mohand-sa&#239;d hacid","acm sigmod record",2001
373680,"infosphere project: system support for information flow applications","calton pu, karsten schwan, jonathan walpole","acm sigmod record",2001
344820,"report on ngits'99: the fourth international workshop on next generation information technologies and systems","opher etzion","acm sigmod record",1999
344822,"comparative analysis of five xml query languages","angela bonifati, stefano ceri","acm sigmod record",2000
344825,"design and management of data warehouses report on the dmdw'99 workshop","stella gatziu, manfred jeusfeld, martin staudt, yannis vassiliou","acm sigmod record",1999
344828,"beyond document similarity: understanding value-based search and browsing technologies","andreas paepcke, hector garcia-molina, gerard rodriguez-mula, junghoo cho","acm sigmod record",2000
344839,"timer-driven database triggers and alerters: semantics and a challenge","eric n. hanson, lloyd x. noronha","acm sigmod record",1999
344843,"diluting acid","tim kempster, colin stirling, peter thanisch","acm sigmod record",1999
344850,"some remarks on variable independence, closure, and orthographic dimension in constraint databases","leonid libkin","acm sigmod record",1999
344853,"on views and xml","serge abiteboul","acm sigmod record",1999
336590,"the mlpq/gis constraint database system","peter revesz, rui chen, pradip kanjamala, yiming li, yuguo liu, yonghui wang","international conference on management of data",2000
344789,"evolution and change in data management - issues and directions","john f. roddick, lina al-jadir, leopoldo bertossi, marlon dumas, florida estrella, heidi gregersen, kathleen hornsby, jens lufter, federica mandreoli, tomi m&#228;nnist&#246;, enric mayol, lex wedemeijer","acm sigmod record",2000
344794,"generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl","alexandros labrinidis, nick roussopoulos","acm sigmod record",2000
344799,"hierarchies and relative operators in the olap environment","elaheh pourabbas, maurizio rafanelli","acm sigmod record",2000
344803,"an optimisation scheme for coalesce/valid time selection operator sequences","costas vassilakis","acm sigmod record",2000
344808,"incremental maintenance of recursive views using relational calculus/sql","guozhu dong, jianwen su","acm sigmod record",2000
344815,"an extensible compressor for xml data","hartmut liefke, dan suciu","acm sigmod record",2000
344819,"sql standardization: the next steps","andrew eisenberg, jim melton","acm sigmod record",2000
357778,"emancipating instances from the tyranny of classes in information modeling","jeffrey parsons, yair wand","acm transactions on database systems (tods)",2000
357777,"tracing the lineage of view data in a warehousing environment","yingwei cui, jennifer widom, janet l. wiener","acm transactions on database systems (tods)",2000
362094,"report on isdo '00: the caise*00 workshop on infrastructures for dynamic business-to-business service outsourcing","heiko ludwig, paul grefen","acm sigmod record",2000
362091,"workshop on performance and architecture of web servers","krishna kant, prasant mohapatra","acm sigmod record",2000
362098,"provision of market services for eco compliant electronic marketplaces","sena arpinar, asuman dogac","acm sigmod record",2000
362096,"report on second international workshop on advanced issues of e-commerce and web-based information systems","kun-lung wu, philip s. yu","acm sigmod record",2000
362104,"generating spatiotemporal datasets on the www","yannis theodoridis, mario a. nascimento","acm sigmod record",2000
362101,"spatial operators","eliseo clementini, paolino di felice","acm sigmod record",2000
344860,"practical lessons in supporting large-scale computational science","ron musick, terence critchlow","acm sigmod record",1999
344857,"fintime: a financial time series benchmark","kaippallimalil j. jacob, dennis shasha","acm sigmod record",1999
344869,"a survey of logical models for olap databases","panos vassiliadis, timos sellis","acm sigmod record",1999
344864,"sqlj  part 1: sql routines using the java programming language","andrew eisenberg, jim melton","acm sigmod record",1999
352982,"iterative dynamic programming: a new class of query optimization algorithms","donald kossmann, konrad stocker","acm transactions on database systems (tods)",2000
352963,"a foundation for representing and querying moving objects","ralf hartmut g&#252;ting, michael h. b&#246;hlen, martin erwig, christian s. jensen, nikos a. lorentzos, markus schneider, michalis vazirgiannis","acm transactions on database systems (tods)",2000
357776,"a cost model for query processing in high dimensional data spaces","christian b&#246;hm","acm transactions on database systems (tods)",2000
352983,"a model for compound type changes encountered in schema evolution","barbara staudt lerner","acm transactions on database systems (tods)",2000
601864,"book reviews","karl aberer","acm sigmod record",2002
601865,"book review column","karl aberer","acm sigmod record",2002
601862,"clustering validity checking methods: part ii","maria halkidi, yannis batistakis, michalis vazirgiannis","acm sigmod record",2002
601863,"a study on the management of semantic transaction for efficient data retrieval","shi ming huang, irene kwan, chih he li","acm sigmod record",2002
601868,"database principles","leonid libkin","acm sigmod record",2002
601869,"automata theory for xml researchers","frank neven","acm sigmod record",2002
601866,"introduction to constraint databases","bart kuijpers","acm sigmod record",2002
601867,"foundations of statistical natural language processing","gerhard weikum","acm sigmod record",2002
601872,"industry perspectives","len seligman","acm sigmod record",2002
601873,"toward autonomic computing with db2 universal database","sam s. lightstone, guy lohman, danny zilio","acm sigmod record",2002
601870,"distinguished db profiles","marianne winslett","acm sigmod record",2002
601871,"hector garcia-molina speaks out: regarding startups, how life is getting harder, delta papers, cs in mexico, life as a department chair, and more","marianne winslett","acm sigmod record",2002
601876,"standards","jim melton","acm sigmod record",2002
601877,"sql/med: a status report","jim melton, jan eike michels, vanja josifovski, krishna kulkarni, peter schwarz","acm sigmod record",2002
601874,"influential papers","ken ross","acm sigmod record",2002
601875,"reminiscences on influential papers","kenneth a. ross, theodore johnson, richard thomas snodgrass","acm sigmod record",2002
568519,"top-k selection queries over relational databases: mapping strategies and performance evaluation","nicolas bruno, surajit chaudhuri, luis gravano","acm transactions on database systems (tods)",2002
565143,"combining fuzzy information: an overview","ronald fagin","acm sigmod record",2002
565142,"database principles","leonid libkin","acm sigmod record",2002
565141,"sql/xml is making good progress","andrew eisenberg, jim melton","acm sigmod record",2002
581752,"searching for dependencies at multiple abstraction levels","toon calders, raymond t. ng, jef wijsen","acm transactions on database systems (tods)",2002
569785,"editorial directons","won kim","acm transactions on database systems (tods)",1995
569784,"editorial: charter and scope","won kim","acm transactions on database systems (tods)",1995
568520,"locally adaptive dimensionality reduction for indexing large time series databases","kaushik chakrabarti, eamonn keogh, sharad mehrotra, michael pazzani","acm transactions on database systems (tods)",2002
582412,"searching in metric spaces with user-defined and approximate distances","paolo ciaccia, marco patella","acm transactions on database systems (tods)",2002
582411,"understanding the global semantics of referential actions using logic rules","wolfgang may, bertram lud&#228;scher","acm transactions on database systems (tods)",2002
581754,"cost models for overlapping and multiversion structures","yufei tao, dimitris papadias, jun zhang","acm transactions on database systems (tods)",2002
581753,"fast incremental maintenance of approximate histograms","phillip b. gibbons, yossi matias, viswanath poosala","acm transactions on database systems (tods)",2002
601861,"the cougar approach to in-network query processing in sensor networks","yong yao, johannes gehrke","acm sigmod record",2002
601860,"articles","avigdor gal","acm sigmod record",2002
601859,"treasurer's message","joachim hammer","acm sigmod record",2002
582413,"silkroute: a framework for publishing relational data in xml","mary fern&#225;ndez, yana kadiyska, dan suciu, atsuyuki morishima, wang-chiew tan","acm transactions on database systems (tods)",2002
603879,"the ecobase project: database and web technologies for environmental information systems","luc bouganim, maria claudia cavalcanti, fran&#231;oise fabret, maria luiza campos, fran&#231;ois llirbat, marta mattoso, rubens melo, ana maria moura, esther pacitti, fabio porto, margareth simoes, eric simon, asterio tanaka, patrick valduriez","acm sigmod record",2001
603880,"data analysis and mining in the life sciences","nam huyn","acm sigmod record",2001
603881,"influential papers","ken ross","acm sigmod record",2001
603882,"reminiscences on influential papers","kenneth a. ross","acm sigmod record",2001
603884,"continuous queries over data streams","shivnath babu, jennifer widom","acm sigmod record",2001
603885,"career forum","alexandros labrinidis","acm sigmod record",2001
603886,"career-enhancing services at sigmod online","alexandros labrinidis, alberto o. mendelzon","acm sigmod record",2001
604262,"reminiscences on influential papers","kenneth a. ross","acm sigmod record",2001
604265,"special section on data mining for intrusion detection and threat analysis","daniel barbar&#225;","acm sigmod record",2001
604266,"special issue on data mining for intrusion detection and threat analysis","daniel barbar&#225;","acm sigmod record",2001
604267,"data mining-based intrusion detectors: an overview of the columbia ids project","salvatore j. stolfo, wenke lee, philip k. chan, wei fan, eleazar eskin","acm sigmod record",2001
604268,"adam: a testbed for exploring the use of data mining in intrusion detection","daniel barbar&#225;, julia couto, sushil jajodia, ningning wu","acm sigmod record",2001
604269,"detection and classification of intrusions and faults using sequences of system calls","jo&#227;o b. d. cabrera, lundy lewis, raman k. mehra","acm sigmod record",2001
604270,"mining system audit data: opportunities and challenges","wenke lee, wei fan","acm sigmod record",2001
604271,"using unknowns to prevent discovery of association rules","y&#252;cel saygin, vassilios s. verykios, chris clifton","acm sigmod record",2001
604272,"mining e-mail content for author identification forensics","o. de vel, a. anderson, m. corney, g. mohay","acm sigmod record",2001
601879,"interviewing during a tight job market","zachary g. ives, qiong luo","acm sigmod record",2002
601878,"career forum","alexandros labrinidis","acm sigmod record",2002
601881,"database research at the university of illinois at urbana-champaign","m. winslett, k. chang, a. doan, j. han, c. zhai, y. zhou","acm sigmod record",2002
601880,"research centers","amit sheth","acm sigmod record",2002
602302,"reminiscences on influential papers","kenneth a. ross","acm sigmod record",2000
601882,"research activities in database management and information retrieval at university of illinois at chicago","isabel cruz, ashfaq khokhar, bing liu, prasad sistla, ouri wolfson, clement yu","acm sigmod record",2002
603870,"xquery formal semantics state and challenges","peter fankhauser","acm sigmod record",2001
603869,"advanced xml data processing: guest editor's introduction","karl aberer","acm sigmod record",2001
603872,"why and how to benchmark xml databases","albrecht schmidt, florian waas, martin kersten, daniela florescu, michael j. carey, ioana manolescu, ralph busse","acm sigmod record",2001
603871,"a general technique for querying xml documents using a relational database system","jayavel shanmugasundaram, eugene shekita, jerry kiernan, rajasekar krishnamurthy, efstratios viglas, jeffrey naughton, igor tatarinov","acm sigmod record",2001
603874,"on database theory and xml","dan suciu","acm sigmod record",2001
603873,"wrapping web data into xml","wei han, david buttler, calton pu","acm sigmod record",2001
603876,"preservation of digital data with self-validating, self-instantiating knowledge-based archives","bertram lud&#228;scher, richard marciano, reagan moore","acm sigmod record",2001
603875,"xml document versioning","shu yao chien, vassilis j. tsotras, carlo zaniolo","acm sigmod record",2001
603878,"the evolution of effective b-tree: page organization and techniques: a personal account","david lomet","acm sigmod record",2001
603877,"articles","avigdor gal","acm sigmod record",2001
615197,"the aditi deductive database system","jayen vaghani, kotagiri ramamohanarao, david b. kemp, zoltan somogyi, peter j. stuckey, tim s. leask, james harland","the vldb journal &mdash; the international journal on very large data bases",1994
615200,"efficiently instantiating view-objects from remote relational databases","byung suk lee, gio wiederhold","the vldb journal &mdash; the international journal on very large data bases",1994
615195,"the coral deductive system","raghu ramakrishnan, divesh srivastava, s. sudarshan, praveen seshadri","the vldb journal &mdash; the international journal on very large data bases",1994
615196,"declare and sds: early efforts to commercialize deductive database technology","werner kie&#223;ling, helmut schmidt, werner strau&#223;, gerhard d&#252;nzinger","the vldb journal &mdash; the international journal on very large data bases",1994
615193,"an introduction to deductive database languages and systems","kotagiri ramamohanarao, james harland","the vldb journal &mdash; the international journal on very large data bases",1994
615194,"the glue-nail deductive database system: design, implementation, and evaluation","marcia a. derr, shinichi morishita, geoffrey phipps","the vldb journal &mdash; the international journal on very large data bases",1994
615189,"versioning and configuration management in an object-oriented data model","edward sciore","the vldb journal &mdash; the international journal on very large data bases",1994
615192,"special issue on prototypes of deductive database systems","k. ramamohanarao","the vldb journal &mdash; the international journal on very large data bases",1994
615209,"qualitative representation of spatial knowledge in two-dimensional space","dimitris papadias, timos sellis","the vldb journal &mdash; the international journal on very large data bases",1994
615210,"the tv-tree: an index structure for high-dimensional data","king ip lin, h. v. jagadish, christos faloutsos","the vldb journal &mdash; the international journal on very large data bases",1994
615207,"management of multidimensional discrete data","peter baumann","the vldb journal &mdash; the international journal on very large data bases",1994
615208,"a semantic modeling approach for image retrieval by content","wesley w. chu, ion t. ieong, ricky k. taira","the vldb journal &mdash; the international journal on very large data bases",1994
615205,"special issue on spatial database systems","h. j. schek","the vldb journal &mdash; the international journal on very large data bases",1994
615206,"an introduction to spatial database systems","ralf hartmut g&#252;ting","the vldb journal &mdash; the international journal on very large data bases",1994
615201,"the demarcation protocol: a technique for maintaining constraints in distributed database systems","daniel barbar&#225;-mill&#225;, hector garcia-molina","the vldb journal &mdash; the international journal on very large data bases",1994
615202,"index configuration in object-oriented databases","elisa bertino","the vldb journal &mdash; the international journal on very large data bases",1994
604280,"sql multimedia and application packages (sql/mm)","jim melton, andrew eisenberg","acm sigmod record",2001
