cluster_id,Title,Authors,Venue,Year,Citations,Source
1802700,"Extracting concurrency from objects: a methodology","panos k chrysanthis, s raghuram, krithi ramamritham",SIGMOD Record,1991,41.0,GoogleScholar
1802701,"Distributed databases and peer-to-peer databases: past and present","angela bonifati, panos k chrysanthis, aris m ouksel, kai-uwe sattler",SIGMOD Record,2008,32.5,GoogleScholar
1802702,"Efficient scheduling of heterogeneous continuous queries","mohamed a. sharaf, panos k. chrysanthis, alexandros labrinidis, kirk pruhs",VLDB,2006,19.8,GoogleScholar
1802703,"Adaptive Scheduling of Web Transactions","shenoda guirguis, mohamed a. sharaf, panos k. chrysanthis, alexandros labrinidis, kirk pruhs",ICDE,2009,19.8,GoogleScholar
1802705,"QBI: query by icons","antonio massari, stefano pavani, lorenzo saladini, panos k chrysanthis",SIGMOD Record,1995,21.33333333333333,GoogleScholar
1802707,"Three-Level Processing of Multiple Aggregate Continuous Queries","shenoda guirguis, mohamed a. sharaf, panos k. chrysanthis, alexandros labrinidis",ICDE,2012,12.4,GoogleScholar
1802710,"KSpot: Effectively Monitoring the K Most Important Events in a Wireless Sensor Network","panayiotis andreou, demetrios zeinalipour-yazti, martha vassiliadou, panos k. chrysanthis, george samaras",ICDE,2009,10.0,GoogleScholar
1802711,"AstroShelf: understanding the universe through scalable navigation of a galaxy of annotations","panayiotis neophytou, roxana gheorghiu, rebecca hachey, timothy luciani, di bao, alexandros labrinidis, g. elisabeta marai, panos k. chrysanthis",SIGMOD,2012,9.4,GoogleScholar
1802712,"Admission control mechanisms for continuous queries in the cloud","lory al moakar, panos k. chrysanthis, christine chung, shenoda guirguis, alexandros labrinidis, panayiotis neophytou, kirk pruhs",ICDE,2010,8.6,GoogleScholar
1802714,"Optimizing i/o-intensive transactions in highly interactive applications","mohamed a. sharaf, panos k. chrysanthis, alexandros labrinidis, cristiana amza",SIGMOD,2009,7.8,GoogleScholar
1802717,"CE-Storm: Confidential Elastic Processing of Data Streams","nick r katsipoulakis, cory thoma, eric a gratta, alexandros labrinidis, adam j lee, panos k chrysanthis",SIGMOD,2015,8.666666666666666,GoogleScholar
1802719,"Scheduling continuous queries in data stream management systems","mohamed a. sharaf, alexandros labrinidis, panos k. chrysanthis",VLDB,2008,4.5,GoogleScholar
1802722,"PAQO: Preference-aware query optimization for decentralized database systems","nicholas l. farnan, adam j. lee, panos k. chrysanthis, ting yu",ICDE,2014,5.8,GoogleScholar
1802723,"Mobile and Wireless Database Access for Pervasive Computing.","panos k. chrysanthis, evaggelia pitoura",ICDE,2000,5.5,GoogleScholar
1802724,"MuVE: Efficient multi-objective view recommendation for visual data exploration","humaira ehsan, mohamed a. sharaf, panos k. chrysanthis",ICDE,2016,7.0,GoogleScholar
1802725,"CONFLuEnCE: CONtinuous workFLow ExeCution Engine","panayiotis neophytou, panos k chrysanthis, alexandros labrinidis",SIGMOD,2011,5.0,GoogleScholar
1802726,"Planar: Parallel lightweight architecture-aware adaptive graph repartitioning","angen zheng, alexandros labrinidis, panos k chrysanthis",ICDE,2016,5.5,GoogleScholar
1802727,"PARAGON: Parallel Architecture-Aware Graph Partition Refinement Algorithm.","angen zheng, alexandros labrinidis, patrick h. pisciuneri, panos k. chrysanthis, peyman givi",EDBT,2016,4.333333333333333,GoogleScholar
1802728,"PAQO: a preference-aware query optimizer for PostgreSQL","nicholas l farnan, adam j lee, panos k chrysanthis, ting yu",VLDB,2013,2.75,GoogleScholar
1802729,"Avoiding class warfare: managing continuous queries with differentiated classes of service","thao n. pham, panos k. chrysanthis, alexandros labrinidis",VLDB Journal,2016,1.75,GoogleScholar
1802730,"NSF workshop on industrial/academic cooperation in database systems","michael j. carey, leonard j. seligman",SIGMOD Record,1999,1.4,GoogleScholar
1802731,"Interactive preference-aware query optimization","n. r. ong, s. e. rojcewicz, nicholas l. farnan, adam j. lee, panos k. chrysanthis, ting yu",ICDE,2015,2.0,GoogleScholar
1802735,"Uninterruptible Migration of Continuous Queries without Operator State Migration","thao n. pham, nikos r. katsipoulakis, panos k. chrysanthis, alexandros labrinidis",SIGMOD Record,2017,0.8,GoogleScholar
1802736,"A holistic view of stream partitioning costs","nikos r. katsipoulakis, alexandros labrinidis, panos k. chrysanthis",VLDB,2017,1.6,GoogleScholar
1802737,"In Search for Relevant; Diverse and Crowd-screen Points of Interests.","xiaoyu ge, samanvoy panati, konstantinos pelechrinis, panos k chrysanthis, mohamed a sharaf",EDBT,2017,0.5,GoogleScholar
1802738,"Adjourn State Concurrency Control Avoiding Time-Out Problems in Atomic Commit Protocols","sebastian obermeier, stefan bttcher, martin hett, panos k. chrysanthis, george samaras",ICDE,2008,1.0,GoogleScholar
1802739,"Efficient Recommendation of Aggregate Data Visualizations","humaira ehsan, mohamed a. sharaf, panos k. chrysanthis",IEEE TKDE,2018,0.75,GoogleScholar
1802740,"Integrated Theory-and Data-Driven Feature Selection in Gene Expression Data Analysis","vineet k. raghu, xiaoyu ge, panos k. chrysanthis, panayiotis v. benos",ICDE,2017,0.25,GoogleScholar
1802742,"Report on MobiDE 2003: the 3rd international ACM Workshop on Data Engineering for Wireless and Mobile Access","sujata banerjee, mitch cherniack, panos k. chrysanthis, vijay kumar, alexandros labrinidis",SIGMOD Record,2005,0.16666666666666666,GoogleScholar
1802743,"INFONA-science communication portal","krithi ramamritham, panos k chrysanthis",VLDB Journal,1996,0.0,GoogleScholar
1802744,"PicoDBMS: Scaling down database techniques for the smartcard","philippe pucheral, luc bouganim, patrick valduriez, christophe bobineau",VLDB,2000,69.8,GoogleScholar
1802746,"PicoDBMS: Scaling down database techniques for the smartcard","philippe pucheral, luc bouganim, patrick valduriez, christophe bobineau",VLDB Journal,2001,90.0,GoogleScholar
1802747,"Secure personal data servers: a vision paper","tristan allard, nicolas anciaux, luc bouganim, yanli guo, lionel le folgoc, benjamin nguyen",VLDB,2010,38.5,GoogleScholar
1802748,"GhostDB: querying visible and hidden data without leaks","nicolas anciaux, mehdi benzine, luc bouganim, philippe pucheral, dennis shasha",SIGMOD,2007,22.16666666666667,GoogleScholar
1802749,"Trusted Cells: A Sea Change for Personal Data Services.","nicolas anciaux, philippe bonnet, luc bouganim, benjamin nguyen, iulian sandu popa, philippe pucheral",CIDR,2013,20.25,GoogleScholar
1802750,"PicoDBMS: Validation and Experience","nicolas anciaux, christophe bobineau, luc bouganim, philippe pucheral, patrick valduriez",VLDB,2001,17.0,GoogleScholar
1802751,"Mobile databases: a selection of open issues and research directions","guy bernard, jalel ben-othman, luc bouganim, grme canals, sophie chabridon, bruno defude, jean ferri, stphane ganarski, rachid guerraoui, pascal molli, philippe pucheral, claudia roncancio, patricia serrano-alvarado, patrick valduriez",SIGMOD Record,2004,19.4,GoogleScholar
1802753,"Miro Web: Integrating Multiple Data Sources through Semistructured Data Types","luc bouganim, tatiana chan-sine-ying, tuyet-tram dang-ngoc, jean-luc darroux, georges gardarin, fei sha",VLDB,1999,12.25,GoogleScholar
1802754,"Flash Device Support for Database Management","philippe bonnet, luc bouganim",CIDR,2011,9.5,GoogleScholar
1802755,"Performing sound flash device measurements: some lessons from uFLIP","matias bjrling, lionel le folgoc, ahmed mseddi, philippe bonnet, luc bouganim, bjrn jnsson",SIGMOD,2010,9.0,GoogleScholar
1802757,"The Ecobase project: database and web technologies for environmental information systems","asterio k. tanaka, patrick valduriez",SIGMOD Record,2001,7.5,GoogleScholar
1802758,"InstantDB: Enforcing Timely Degradation of Sensitive Data","nicolas anciaux, luc bouganim, harold van heerde, philippe pucheral, peter mg apers",ICDE,2008,13.0,GoogleScholar
1802759,"Adaptive Parallel Query Execution in DBS3","luc bouganim, benoآ®t dageville, patrick valduriez",EDBT,1996,8.0,GoogleScholar
1802760,"The Necessary Death of the Block Device Interface.","matias bjrling, philippe bonnet, luc bouganim, niv dayan",CIDR,2013,8.5,GoogleScholar
1802761,"Pluggable personal data servers","nicolas anciaux, luc bouganim, yanli guo, philippe pucheral, jean-jacques vandewalle, shaoyi yin",SIGMOD,2010,7.833333333333332,GoogleScholar
1802762,"System co-design and data management for flash devices","philippe bonnet, luc bouganim, ioannis koltsidas, stratis viglas",VLDB,2011,6.0,GoogleScholar
1802763,"Safe data sharing and data dissemination on smart devices","luc bouganim, cosmin cremarenco, franois dang ngoc, nicolas dieu, philippe pucheral",SIGMOD,2005,6.333333333333332,GoogleScholar
1802764,"Opportunistic data services in least developed countries: benefits, challenges and feasibility issues","nicolas anciaux, luc bouganim, thierry delot, sergio ilarri, lela kloul, nathalie mitton, philippe pucheral",SIGMOD Record,2014,4.0,GoogleScholar
1802765,"DiSC: Benchmarking Secure Chip DBMS","nicolas anciaux, luc bouganim, philippe pucheral, patrick valduriez",IEEE TKDE,2008,5.333333333333333,GoogleScholar
1802766,"Folk-IS: opportunistic data services in least developed countries","nicolas anciaux, luc bouganim, thierry delot, sergio ilarri, lela kloul, nathalie mitton, philippe pucheral",VLDB,2014,1.6666666666666667,GoogleScholar
1802767,"DatShA: A Data Sharing Algebra for access control plans","luc bouganim, athanasia katsouraki, benjamin nguyen",EDBT,2016,1.3333333333333333,GoogleScholar
1802768,"GhostDB: hiding data from prying eyes","christophe salperwyck, nicolas anciaux, mehdi benzine, luc bouganim, philippe pucheral, dennis shasha",VLDB,2007,1.25,GoogleScholar
1802769,"Personalized social recommendations: accurate or private","ashwin machanavajjhala, aleksandra korolova, atish das sarma",VLDB,2011,131.0,GoogleScholar
1802770,"Regret-minimizing representative databases","danupon nanongkai, atish das sarma, ashwin lall, richard j lipton, jun xu",VLDB,2010,32.0,GoogleScholar
1802771,"Randomized multi-pass streaming skyline algorithms","atish das sarma, ashwin lall, danupon nanongkai, jun xu",VLDB,2009,21.83333333333333,GoogleScholar
1802772,"Representative skylines using threshold-based preference distributions","atish das sarma, ashwin lall, danupon nanongkai, richard j lipton, jim xu",ICDE,2011,22.8,GoogleScholar
1802773,"On the embeddability of random walk distances","xiaohan zhao, adelbert chang, atish das sarma, haitao zheng, ben y. zhao",VLDB,2013,10.333333333333334,GoogleScholar
1802774,"Interactive regret minimization","danupon nanongkai, ashwin lall, atish das sarma, kazuhisa makino",SIGMOD,2012,10.0,GoogleScholar
1802775,"Trust evolution: Modeling and its applications","jiliang tang, huiji gao, atish das sarma, yingzhou bi, huan liu",IEEE TKDE,2015,11.0,GoogleScholar
1802777,"Efficient network aware search in collaborative tagging sites","sihem amer-yahia, michael benedikt, laks v. s. lakshmanan, julia stoyanovich",VLDB,2008,72.8,GoogleScholar
1802778,"Capturing both types and constraints in data integration","michael benedikt, chee-yong chan, wenfei fan, juliana freire, rajeev rastogi",SIGMOD,2003,49.0,GoogleScholar
1802780,"Destabilizers and independence of XML updates","michael benedikt, james cheney",VLDB,2010,18.5,GoogleScholar
1802781,"From XQuery to relational logics","michael benedikt, christoph koch",TODS,2009,17.8,GoogleScholar
1802782,"Schema-based independence analysis for XML updates","michael benedikt, james cheney",VLDB,2009,15.666666666666664,GoogleScholar
1802783,"Probabilistic XML via Markov chains","michael benedikt, evgeny kharlamov, dan olteanu, pierre senellart",VLDB,2010,20.5,GoogleScholar
1802786,"Stream firewalling of xml constraints","michael benedikt, alan jeffrey, ruy ley-wild",SIGMOD,2008,9.833333333333334,GoogleScholar
1802788,"Aggregating semantic annotators","luying chen, stefano ortona, giorgio orsi, michael benedikt",VLDB,2013,8.5,GoogleScholar
1802789,"The impact of virtual views on containment","michael benedikt, georg gottlob",VLDB,2010,8.666666666666666,GoogleScholar
1802790,"Querying with access patterns and integrity constraints","michael benedikt, julien leblay, efthymia tsamoura",VLDB,2015,9.333333333333334,GoogleScholar
1802792,"Querying schemas with access restrictions","michael benedikt, pierre bourhis, clemens ley",VLDB,2012,6.0,GoogleScholar
1802795,"Sparqlbye: Querying rdf data by example","gonzalo diaz, marcelo arenas, michael benedikt",VLDB,2016,7.666666666666668,GoogleScholar
1802797,"Generating plans from proofs","michael benedikt, balder ten cate, efthymia tsamoura",TODS,2016,6.333333333333332,GoogleScholar
1802799,"Analysis of Schemas with Access Restrictions","michael benedikt, pierre bourhis, clemens ley",TODS,2015,2.0,GoogleScholar
1802800,"PDQ: proof-driven query answering over web-based data","michael benedikt, julien leblay, efthymia tsamoura",VLDB,2014,4.5,GoogleScholar
1802801,"HOMES: A Higher Order Mapping Evaluation System","huy vu, michael benedikt",VLDB,2011,2.5,GoogleScholar
1802802,"Report on the EDBT/ICDT 2010 workshop on updates in XML","michael benedikt, daniela florescu, philippa gardner, giovanna guerrini, marco mesiti, emmanuel waller",SIGMOD Record,2010,1.6,GoogleScholar
1802803,"QUASAR: querying annotation; structure; and reasoning","luying chen, michael benedikt, evgeny kharlamov",EDBT,2012,2.0,GoogleScholar
1802804,"ROSeAnn: Reconciling opinions of semantic annotators","luying chen, stefano ortona, giorgio orsi, michael benedikt",VLDB,2013,1.0,GoogleScholar
1802805,"Report on the first Workshop on Innovative Querying of Streams","michael benedikt, dan olteanu",SIGMOD Record,2013,0.5,GoogleScholar
1802807,"The hyperion project: from data integration to data coordination","marcelo arenas, vasiliki kantere, anastasios kementsietsidis, iluju kiringa, rene j. miller, john mylopoulos",SIGMOD Record,2003,129.4,GoogleScholar
1802808,"Optimal Service Pricing for a Cloud Cache","verena kantere, debabrata dash, grgory franois, sofia kyriakopoulou, anastasia ailamaki",IEEE TKDE,2011,67.0,GoogleScholar
1802809,"An Economic Model for Self-Tuned Cloud Caching","debabrata dash, verena kantere, anastasia ailamaki",ICDE,2009,51.0,GoogleScholar
1802810,"Top-k dominant web services under multi-criteria matching","dimitrios skoutas, dimitris sacharidis, alkis simitsis, verena kantere, timos sellis",EDBT,2009,39.0,GoogleScholar
1802811,"On-line discovery of hot motion paths","dimitris sacharidis, kostas patroumpas, manolis terrovitis, verena kantere, michalis potamias, kyriakos mouratidis, timos k. sellis",EDBT,2008,31.66666666666667,GoogleScholar
1802812,"Storing and Indexing Spatial Data in P2P Systems","verena kantere, spiros skiadopoulos, timos k. sellis",IEEE TKDE,2009,26.0,GoogleScholar
1802813,"Predicting cost amortization for query services","verena kantere, debabrata dash, georgios gratsias, anastasia ailamaki",SIGMOD,2011,13.0,GoogleScholar
1802814,"Peer data coordination through distributed triggers","verena kantere, abdur rahmani, iluju kiringa, timos sellis, john mylopoulos",Journal Proceedings of the VLDB Endowment VLDB Endowment Hompage archive,2010,5.0,GoogleScholar
1802815,"An eca rule rewriting mechanism for peer data management systems","dan zhao, john mylopoulos, iluju kiringa, verena kantere",EDBT,2006,3.75,GoogleScholar
1802816,"COCCUS: self-configured cost-based query services in the cloud","ioannis konstantinou, verena kantere, dimitrios tsoumakos, nectarios koziris",SIGMOD,2013,2.833333333333333,GoogleScholar
1802817,"GrouPeer: A system for clustering PDMSs","verena kantere, dimos bousounis, timos sellis",VLDB,2011,3.0,GoogleScholar
1802818,"A tool for mapping discovery over revealing schemas","verena kantere, dimos bousounis, timos k. sellis",EDBT,2009,2.0,GoogleScholar
1802819,"Peer coordination through distributed triggers","verena kantere, maher manoubi, iluju kiringa, timos k. sellis, john mylopoulos",VLDB,2010,1.6,GoogleScholar
1802820,"PAW: A Platform for Analytics Workflows.","maxim filatov, verena kantere",EDBT,2016,0.3333333333333333,GoogleScholar
1802821,"Adaptive State Space Partitioning of Markov Decision Processes for Elastic Resource Management","konstantinos lolos, ioannis konstantinou, verena kantere, nectarios koziris",ICDE,2017,1.5,GoogleScholar
1802822,"Multi-workflow optimization in PAW.","maxim filatov, verena kantere",EDBT,2017,0.0,GoogleScholar
1802824,"Querying and mining of time series data: experimental comparison of representations and distance measures","hui ding, goce trajcevski, peter scheuermann, xiaoyue wang, eamonn j. keogh",VLDB,2008,486.83333333333326,GoogleScholar
1802825,"Managing uncertainty in moving objects databases","goce trajcevski, ouri wolfson, klaus h. hinrichs, sam chamberlain",TODS,2004,220.3333333333333,GoogleScholar
1802826,"Spatio-temporal data reduction with deterministic error bounds","hu cao, ouri wolfson, goce trajcevski",VLDB Journal,2006,152.75,GoogleScholar
1802827,"Finding frequent items in probabilistic data","qin zhang, feifei li, ke yi",SIGMOD,2008,130.0,GoogleScholar
1802828,"The geometry of uncertainty in moving objects databases","goce trajcevski, ouri wolfson, fengli zhang, sam chamberlain",EDBT,2002,89.6,GoogleScholar
1802829,"Continuous probabilistic nearest-neighbor queries for uncertain trajectories","goce trajcevski, roberto tamassia, hui ding, peter scheuermann, isabel f. cruz",EDBT,2009,49.0,GoogleScholar
1802830,"Evolving triggers for dynamic environments","goce trajcevski, peter scheuermann, oliviu ghica, annika hinze, agns voisard",EDBT,2006,38.2,GoogleScholar
1802831,"Probabilistic range queries for uncertain trajectories on road networks","kai zheng, goce trajcevski, xiaofang zhou, peter scheuermann",EDBT,2011,48.4,GoogleScholar
1802832,"Management of Dynamic Location Information in DOMINO","ouri wolfson, hu cao, hai lin, goce trajcevski, fengli zhang, naphtali rishe",EDBT,2002,20.5,GoogleScholar
1802833,"Ranking continuous nearest neighbors for uncertain trajectories","goce trajcevski, roberto tamassia, isabel f. cruz, peter scheuermann, david hartglass, christopher zamierowski",VLDB Journal,2011,13.0,GoogleScholar
1802835,"Managing uncertainty in spatial and spatio-temporal data","reynold cheng, tobias emrich, hans-peter kriegel, nikos mamoulis, matthias renz, goce trajcevski",ICDE,2014,14.0,GoogleScholar
1802836,"OMCAT: optimal maintenance of continuous queries' answers for trajectories","hui ding, goce trajcevski, peter scheuermann",SIGMOD,2006,7.0,GoogleScholar
1802837,"CAT: Correct answers of continuous queries using triggers","goce trajcevski, peter scheuermann, ouri wolfson, nimesh nedungadi",EDBT,2004,10.0,GoogleScholar
1802838,"SILVERBACK: Scalable association mining for temporal data in columnar probabilistic databases","yusheng xie, diana palsetia, goce trajcevski, ankit agrawal, alok n. choudhary",ICDE,2014,4.2,GoogleScholar
1802839,"Similarity in (spatial; temporal and) spatio-temporal datasets","dimitrios gunopulos, goce trajcevski",EDBT,2012,2.6666666666666665,GoogleScholar
1802840,"Towards Efficient Maintenance of Continuous MaxRS Query for Trajectories.","muhammed mas-ud hussain, kazi ashik islam, goce trajcevski, mohammed eunus ali",EDBT,2017,2.6666666666666665,GoogleScholar
1802841,"Distributed data management for large-scale wireless sensor networks simulations","stephen wylie, james heide, besim avci, dennis d. vaccaro, oliviu ghica, goce trajcevski",EDBT,2012,1.0,GoogleScholar
1802842,"Handling uncertainty in geo-spatial data","andreas zfle, goce trajcevski, dieter pfoser, matthias renz, matthew t rice, timothy leslie",ICDE,2017,11.5,GoogleScholar
1802843,"Message from the ICDE 2014 program committee and general chairs","isabel cruz, elena ferrari, yufei tao, elisa bertino, goce trajcevski",ICDE,2014,0.0,GoogleScholar
1802846,"Object fusion in geographic information systems","catriel beeri, yaron kanza, eliyahu safra, yehoshua sagiv",VLDB,2004,44.0,GoogleScholar
1802847,"Interactive route search in the presence of order constraints","roy levin, yaron kanza, eliyahu safra, yehoshua sagiv",VLDB,2010,18.33333333333333,GoogleScholar
1802849,"Full disjunctions: Polynomial-delay iterators in action","sara cohen, itzhak fadida, yaron kanza, benny kimelfeld, yehoshua sagiv",VLDB,2006,20.75,GoogleScholar
1802850,"Stratified-sampling over social networks using mapreduce","roy levin, yaron kanza",SIGMOD,2014,6.8,GoogleScholar
1802852,"Ruby on semantic web","vadim eisenberg, yaron kanza",ICDE,2011,4.4,GoogleScholar
1802853,"Authorization-transparent access control for XML under the non-Truman model","yaron kanza, alberto o. mendelzon, rene j. miller, zheng zhang",EDBT,2006,4.6,GoogleScholar
1802854,"External sorng on flash storage: reducing cell wearing and increasing efficiency by avoiding intermediate writes","yaron kanza, hadas yaari",VLDB Journal,2016,0.6666666666666666,GoogleScholar
1802855,"Virtualized Network Service Topology Exploration Using Nepal","pramod a. jamkhedkar, theodore johnson, yaron kanza, aman shaikh, n. k. shankaranarayanan, vladislav shkapenyuk, gordon woodhull",SIGMOD,2017,0.6,GoogleScholar
1802857,"Scalable network distance browsing in spatial databases","hanan samet, jagan sankaranarayanan, houman alborzi",SIGMOD,2008,156.33333333333334,GoogleScholar
1802858,"A Fast Similarity Join Algorithm Using Graphics Processing Units","michael d. lieberman, jagan sankaranarayanan, hanan samet",ICDE,2008,70.6,GoogleScholar
1802859,"Geotagging with local lexicons to build indexes for textually-specified spatial data","michael d. lieberman, hanan samet, jagan sankaranarayanan",ICDE,2010,75.75,GoogleScholar
1802860,"Path oracles for spatial networks","jagan sankaranarayanan, hanan samet, houman alborzi",VLDB,2009,54.5,GoogleScholar
1802861,"Query processing using distance oracles for spatial networks","jagan sankaranarayanan, hanan samet",IEEE TKDE,2010,44.8,GoogleScholar
1802862,"Distance Oracles for Spatial Networks","jagan sankaranarayanan, hanan samet",ICDE,2009,42.66666666666666,GoogleScholar
1802863,"MISO: souping up big data query processing with a multistore system","jeff lefevre, jagan sankaranarayanan, hakan hacigms, jun'ichi tatemura, neoklis polyzotis, michael j. carey",SIGMOD,2014,29.16666666666667,GoogleScholar
1802864,"Opportunistic physical design for big data analytics","jeff lefevre, jagan sankaranarayanan, hakan hacigms, jun'ichi tatemura, neoklis polyzotis, michael j. carey",SIGMOD,2014,9.833333333333334,GoogleScholar
1802865,"Indexing methods for moving object databases: games and other applications","hanan samet, jagan sankaranarayanan, michael auerbach",SIGMOD,2013,7.666666666666668,GoogleScholar
1802866,"Odyssey: a multistore system for evolutionary analytics","hakan hacآ­gm, jagan sankaranarayanan, junichi tatemura, jeff lefevre, neoklis polyzotis",VLDB,2013,9.666666666666666,GoogleScholar
1802867,"PhotoStand: a map query interface for a database of news photos","hanan samet, marco d. adelfio, brendan c. fruin, michael d. lieberman, jagan sankaranarayanan",VLDB,2013,6.166666666666668,GoogleScholar
1802869,"Enabling query processing on spatial networks","jagan sankaranarayanan, houman alborzi, hanan samet",ICDE,2006,31.25,GoogleScholar
1802870,"SPDO: High-throughput road distance computations on spark using distance oracles","shangfu peng, jagan sankaranarayanan, hanan samet",ICDE,2016,4.25,GoogleScholar
1802871,"Cost exploration of data sharings in the cloud","samer al-kiswany, hakan hacigms, ziyang liu, jagan sankaranarayanan",EDBT,2013,3.5,GoogleScholar
1802872,"SMILE: A Data Sharing Platform for Mobile Apps in the Cloud.","jagan sankaranarayanan, hakan hacigms, haopeng zhang, mohamed sarwat",EDBT,2014,0.5,GoogleScholar
1802873,"On the computation of multidimensional aggregates","sameet agarwal, rakesh agrawal, prasad m deshpande, ashish gupta, jeffrey f naughton, raghu ramakrishnan",VLDB,1996,434.0,GoogleScholar
1802874,"An array-based algorithm for simultaneous multidimensional aggregates","yihong zhao, prasad m. deshpande, jeffrey f. naughton",SIGMOD Record,1997,306.8,GoogleScholar
1802875,"Materialized View Selection for Multidimensional Datasets","amit shukla, prasad deshpande, jeffrey f. naughton",VLDB,1998,209.5,GoogleScholar
1802876,"Caching multidimensional queries using chunks","prasad deshpande, karthikeyan ramasamy, amit shukla, jeffrey f. naughton",SIGMOD,1998,138.66666666666666,GoogleScholar
1802877,"Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies","amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",VLDB,1996,136.6,GoogleScholar
1802878,"OLAP over uncertain and imprecise data","doug burdick, prasad m deshpande, ts jayram, raghu ramakrishnan, shivakumar vaithyanathan",VLDB,2005,90.75,GoogleScholar
1802879,"OLAP over uncertain and imprecise data","doug burdick, prasad m deshpande, ts jayram, raghu ramakrishnan, shivakumar vaithyanathan",VLDB Journal,2007,99.0,GoogleScholar
1802880,"Simultaneous optimization and evaluation of multiple dimensional queries","yihong zhao, prasad deshpande, jeffrey f. naughton, amit shukla",SIGMOD,1998,51.66666666666666,GoogleScholar
1802881,"Materialized view selection for multi-cube data models","amit shukla, prasad m deshpande, jeffrey f naughton",EDBT,2000,38.0,GoogleScholar
1802882,"Aggregate Aware Caching for Multi-Dimensional Queries","prasad deshpande, jeffrey f. naughton",EDBT,2000,26.75,GoogleScholar
1802883,"Efficient allocation algorithms for OLAP over imprecise data","doug burdick, prasad m deshpande, ts jayram, raghu ramakrishnan, shivakumar vaithyanathan",VLDB,2006,20.6,GoogleScholar
1802884,"Efficient reverse skyline retrieval with arbitrary non-metric similarity measures","prasad m deshpande, p deepak",EDBT,2011,15.2,GoogleScholar
1802885,"Efficient online top-K retrieval with arbitrary similarity measures","prasad m deshpande, krishna kummamuru",EDBT,2008,14.666666666666664,GoogleScholar
1802886,"Indexing and matching trajectories under inconsistent sampling rates","sayan ranu, deepak p, aditya d. telang, prasad deshpande, sriram raghavan",ICDE,2015,14.25,GoogleScholar
1802887,"Determining Essential Statistics for Cost Based Optimization of an ETL Workflow.","ramanujam halasipuram, prasad m. deshpande, sriram padmanabhan",EDBT,2014,6.5,GoogleScholar
1802888,"Exploiting evidence from unstructured data to enhance master data management","karin murthy, prasad m deshpande, atreyee dey, ramanujam halasipuram, mukesh mohania, p deepak",VLDB,2012,6.5,GoogleScholar
1802889,"Auto-Grouping Emails For Faster E-Discovery.","sachindra joshi, danish contractor, kenney ng, prasad m. deshpande, thomas hampp",VLDB,2011,4.666666666666667,GoogleScholar
1802890,"Efficient RkNN retrieval with arbitrary non-metric similarity measures","deepak padmanabhan, prasad deshpande",VLDB,2010,3.0,GoogleScholar
1802892,"Efficient skyline retrieval with arbitrary similarity measures","prasad m deshpande, debapriyo majumdar, raghu krishnapuram",EDBT,2009,4.0,GoogleScholar
1802894,"Hexastore: sextuple indexing for semantic web data management","cathrin weiss, panagiotis karras, abraham bernstein",VLDB,2008,327.5,GoogleScholar
1802895,"Fast data anonymization with low information loss","gabriel ghinita, panagiotis karras, panos kalnis, nikos mamoulis",VLDB,2007,134.0,GoogleScholar
1802896,"One-pass wavelet synopses for maximum-error metrics","panagiotis karras, nikos mamoulis",VLDB,2005,43.4,GoogleScholar
1802897,"A framework for efficient data anonymization under privacy and accuracy constraints","gabriel ghinita, panagiotis karras, panos kalnis, nikos mamoulis",TODS,2009,38.16666666666666,GoogleScholar
1802898,"-uncertainty: inference-proof transaction anonymization","jianneng cao, panagiotis karras, chedy rassi, kian-lee tan",VLDB,2010,73.0,GoogleScholar
1802899,"SABRE: a Sensitive Attribute Bucketization and REdistribution framework for t-closeness","jianneng cao, panagiotis karras, panos kalnis, kian-lee tan",VLDB Journal,2011,35.75,GoogleScholar
1802900,"Stochastic database cracking: towards robust adaptive indexing in main-memory column-stores","felix halim, stratos idreos, panagiotis karras, roland h. c. yap",VLDB,2012,34.833333333333336,GoogleScholar
1802901,"Publishing microdata with a robust privacy guarantee","jianneng cao, panagiotis karras",VLDB,2012,23.83333333333333,GoogleScholar
1802902,"Fast random graph generation","sadegh nobari, xuesong lu, panagiotis karras, stphane bressan",EDBT,2011,23.5,GoogleScholar
1802903,"TOUCH: in-memory spatial join by hierarchical data-oriented partitioning","sadegh nobari, farhan tauheed, thomas heinis, panagiotis karras, stphane bressan, anastasia ailamaki",SIGMOD,2013,18.166666666666668,GoogleScholar
1802904,"H 2 RDF+: an efficient data management system for big RDF graphs","nikolaos papailiou, dimitrios tsoumakos, ioannis konstantinou, panagiotis karras, nectarios koziris",SIGMOD,2014,23.33333333333333,GoogleScholar
1802905,"The Haar+ Tree: A Refined Synopsis Data Structure","panagiotis karras, nikos mamoulis",ICDE,2007,14.6,GoogleScholar
1802906,"Graph-aware; workload-adaptive sparql query caching","nikolaos papailiou, dimitrios tsoumakos, panagiotis karras, nectarios koziris",SIGMOD,2015,10.0,GoogleScholar
1802907,"Authenticated multistep nearest neighbor search","stavros papadopoulos, lixing wang, yin yang, dimitris papadias, panagiotis karras",IEEE TKDE,2011,17.0,GoogleScholar
1802908,"Hierarchical synopses with optimal error guarantees","panagiotis karras, nikos mamoulis",TODS,2008,9.5,GoogleScholar
